2020-12-22 14:03:57:949  收到来车信号，流水号：20201222140357，所有设备开始采集
2020-12-22 14:03:57:987  开启A/D采集
2020-12-22 14:04:19:447  收到离车信号，流水号：20201222140357，线号：14，车号：041042，主控端：0，所有设备停止采集
2020-12-22 14:04:19:449  收到停止采集命令，开始停止采集
2020-12-22 14:04:19:454  停止采集数据
2020-12-22 14:04:19:456  采集连接已断开
2020-12-22 14:04:19:457  开始数据分析和落盘
2020-12-22 14:04:24:248  vibration1完成落盘
2020-12-22 14:04:28:452  vibration2完成落盘
2020-12-22 14:04:32:596  vibration3完成落盘
2020-12-22 14:04:36:743  vibration4完成落盘
2020-12-22 14:04:40:983  vibration5完成落盘
2020-12-22 14:04:45:232  vibration6完成落盘
2020-12-22 14:04:49:457  vibration7完成落盘
2020-12-22 14:04:53:678  vibration8完成落盘
2020-12-22 14:04:57:976  magnetic1完成落盘
2020-12-22 14:05:02:085  magnetic2完成落盘
2020-12-22 14:05:06:272  magnetic3完成落盘
2020-12-22 14:05:10:520  magnetic4完成落盘
2020-12-22 14:05:14:569  temperate1完成落盘
2020-12-22 14:05:18:616  temperate2完成落盘
2020-12-22 14:05:22:557  temperate3完成落盘
2020-12-22 14:05:26:559  temperate4完成落盘
2020-12-22 14:05:26:567  开始处理数据
2020-12-22 14:05:27:146  右侧计算完成
2020-12-22 14:05:27:604  左侧计算完成
2020-12-22 14:05:27:606  检查结果数据
2020-12-22 14:05:27:608  通知桌面显示数据
2020-12-22 14:05:27:624  开始写入数据库
2020-12-22 14:05:27:645  预警及报警参数加载完成
2020-12-22 14:05:27:647  数据库打开成功
2020-12-22 14:05:27:649  train_info数据表写入成功
2020-12-22 14:05:27:776  train_onlyid读取成功
2020-12-22 14:05:27:780  train_data数据表写入成功
2020-12-22 14:05:27:784  vt_info数据表，第0次写入成功
2020-12-22 14:05:27:788  vt_info数据表，第1次写入成功
2020-12-22 14:05:27:792  vt_info数据表，第2次写入成功
2020-12-22 14:05:27:795  vt_info数据表，第3次写入成功
2020-12-22 14:05:27:799  vt_info数据表，第4次写入成功
2020-12-22 14:05:27:803  vt_info数据表，第5次写入成功
2020-12-22 14:05:27:806  vt_info数据表，第6次写入成功
2020-12-22 14:05:27:810  vt_info数据表，第7次写入成功
2020-12-22 14:05:27:814  vt_info数据表，第8次写入成功
2020-12-22 14:05:27:817  vt_info数据表，第9次写入成功
