2020-12-28 15:01:11:524  收到来车信号，流水号：20201228150111，所有设备开始采集
2020-12-28 15:01:11:559  开启A/D采集
2020-12-28 15:01:37:106  收到离车信号，流水号：20201228150111，线号：14，车号：059060，主控端：0，所有设备停止采集
2020-12-28 15:01:37:108  收到停止采集命令，开始停止采集
2020-12-28 15:01:37:112  停止采集数据
2020-12-28 15:01:37:114  采集连接已断开
2020-12-28 15:01:37:116  开始数据分析和落盘
2020-12-28 15:01:41:078  vibration1完成落盘
2020-12-28 15:01:44:581  vibration2完成落盘
2020-12-28 15:01:48:164  vibration3完成落盘
2020-12-28 15:01:51:810  vibration4完成落盘
2020-12-28 15:01:55:253  vibration5完成落盘
2020-12-28 15:01:58:552  vibration6完成落盘
2020-12-28 15:02:02:465  vibration7完成落盘
2020-12-28 15:02:06:105  vibration8完成落盘
2020-12-28 15:02:09:725  magnetic1完成落盘
2020-12-28 15:02:13:370  magnetic2完成落盘
2020-12-28 15:02:17:151  magnetic3完成落盘
2020-12-28 15:02:20:820  magnetic4完成落盘
2020-12-28 15:02:24:084  temperate1完成落盘
2020-12-28 15:02:27:739  temperate2完成落盘
2020-12-28 15:02:31:603  temperate3完成落盘
2020-12-28 15:02:35:350  temperate4完成落盘
2020-12-28 15:02:35:359  开始处理数据
2020-12-28 15:02:35:892  右侧计算完成
2020-12-28 15:02:36:258  左侧计算完成
2020-12-28 15:02:36:260  检查结果数据
2020-12-28 15:02:36:262  通知桌面显示数据
2020-12-28 15:02:36:278  开始写入数据库
2020-12-28 15:02:36:293  预警及报警参数加载完成
2020-12-28 15:02:36:295  数据库打开成功
2020-12-28 15:02:36:296  train_info数据表写入成功
2020-12-28 15:02:36:359  train_onlyid读取成功
2020-12-28 15:02:36:363  train_data数据表写入成功
2020-12-28 15:02:36:366  vt_info数据表，第0次写入成功
2020-12-28 15:02:36:370  vt_info数据表，第1次写入成功
2020-12-28 15:02:36:374  vt_info数据表，第2次写入成功
2020-12-28 15:02:36:377  vt_info数据表，第3次写入成功
2020-12-28 15:02:36:381  vt_info数据表，第4次写入成功
2020-12-28 15:02:36:384  vt_info数据表，第5次写入成功
2020-12-28 15:02:36:388  vt_info数据表，第6次写入成功
2020-12-28 15:02:36:391  vt_info数据表，第7次写入成功
2020-12-28 15:02:36:395  vt_info数据表，第8次写入成功
2020-12-28 15:02:36:398  vt_info数据表，第9次写入成功
2020-12-28 15:02:36:402  vt_info数据表，第10次写入成功
2020-12-28 15:02:36:405  vt_info数据表，第11次写入成功
2020-12-28 15:02:36:409  vt_info数据表，第12次写入成功
2020-12-28 15:02:36:413  vt_info数据表，第13次写入成功
2020-12-28 15:02:36:416  vt_info数据表，第14次写入成功
2020-12-28 15:02:36:420  vt_info数据表，第15次写入成功
2020-12-28 15:02:36:424  vt_info数据表，第16次写入成功
2020-12-28 15:02:36:427  vt_info数据表，第17次写入成功
2020-12-28 15:02:36:431  vt_info数据表，第18次写入成功
2020-12-28 15:02:36:434  vt_info数据表，第19次写入成功
2020-12-28 15:02:36:438  vt_info数据表，第20次写入成功
2020-12-28 15:02:36:442  vt_info数据表，第21次写入成功
2020-12-28 15:02:36:445  vt_info数据表，第22次写入成功
2020-12-28 15:02:36:449  vt_info数据表，第23次写入成功
2020-12-28 15:02:36:452  vt_info数据表，第24次写入成功
2020-12-28 15:02:36:456  vt_info数据表，第25次写入成功
2020-12-28 15:02:36:459  vt_info数据表，第26次写入成功
2020-12-28 15:02:36:463  vt_info数据表，第27次写入成功
2020-12-28 15:02:36:467  vt_info数据表，第28次写入成功
2020-12-28 15:02:36:470  vt_info数据表，第29次写入成功
2020-12-28 15:02:36:474  vt_info数据表，第30次写入成功
2020-12-28 15:02:36:477  vt_info数据表，第31次写入成功
2020-12-28 15:02:36:481  vt_info数据表，第32次写入成功
2020-12-28 15:02:36:485  vt_info数据表，第33次写入成功
2020-12-28 15:02:36:488  vt_info数据表，第34次写入成功
2020-12-28 15:02:36:492  vt_info数据表，第35次写入成功
2020-12-28 15:02:36:495  vt_info数据表，第36次写入成功
2020-12-28 15:02:36:499  vt_info数据表，第37次写入成功
2020-12-28 15:02:36:502  vt_info数据表，第38次写入成功
2020-12-28 15:02:36:506  vt_info数据表，第39次写入成功
2020-12-28 15:02:36:509  vt_info数据表，第40次写入成功
2020-12-28 15:02:36:513  vt_info数据表，第41次写入成功
2020-12-28 15:02:36:517  vt_info数据表，第42次写入成功
2020-12-28 15:02:36:520  vt_info数据表，第43次写入成功
2020-12-28 15:02:36:524  vt_info数据表，第44次写入成功
2020-12-28 15:02:36:527  vt_info数据表，第45次写入成功
2020-12-28 15:02:36:532  vt_info数据表，第46次写入成功
2020-12-28 15:02:36:535  vt_info数据表，第47次写入成功
2020-12-28 15:02:36:538  motor_info数据表，第0次写入成功
2020-12-28 15:02:36:540  motor_info数据表，第1次写入成功
2020-12-28 15:02:36:543  motor_info数据表，第2次写入成功
2020-12-28 15:02:36:546  motor_info数据表，第3次写入成功
2020-12-28 15:02:36:548  motor_info数据表，第4次写入成功
2020-12-28 15:02:36:551  motor_info数据表，第5次写入成功
2020-12-28 15:02:36:554  motor_info数据表，第6次写入成功
2020-12-28 15:02:36:556  motor_info数据表，第7次写入成功
2020-12-28 15:02:36:559  motor_info数据表，第8次写入成功
2020-12-28 15:02:36:561  motor_info数据表，第9次写入成功
2020-12-28 15:02:36:564  motor_info数据表，第10次写入成功
2020-12-28 15:02:36:566  motor_info数据表，第11次写入成功
2020-12-28 15:02:36:569  motor_info数据表，第12次写入成功
2020-12-28 15:02:36:572  motor_info数据表，第13次写入成功
2020-12-28 15:02:36:574  motor_info数据表，第14次写入成功
2020-12-28 15:02:36:588  motor_info数据表，第15次写入成功
2020-12-28 15:02:36:590  数据库关闭！
2020-12-28 15:11:49:308  收到来车信号，流水号：20201228151149，所有设备开始采集
2020-12-28 15:11:49:343  开启A/D采集
2020-12-28 15:12:15:109  收到离车信号，流水号：20201228151149，线号：14，车号：043044，主控端：1，所有设备停止采集
2020-12-28 15:12:15:111  收到停止采集命令，开始停止采集
2020-12-28 15:12:15:116  停止采集数据
2020-12-28 15:12:15:118  采集连接已断开
2020-12-28 15:12:15:120  开始数据分析和落盘
2020-12-28 15:12:19:316  vibration1完成落盘
2020-12-28 15:12:23:608  vibration2完成落盘
2020-12-28 15:12:27:806  vibration3完成落盘
2020-12-28 15:12:31:758  vibration4完成落盘
2020-12-28 15:12:35:994  vibration5完成落盘
2020-12-28 15:12:39:958  vibration6完成落盘
2020-12-28 15:12:44:125  vibration7完成落盘
2020-12-28 15:12:47:618  vibration8完成落盘
2020-12-28 15:12:51:578  magnetic1完成落盘
2020-12-28 15:12:55:631  magnetic2完成落盘
2020-12-28 15:12:59:888  magnetic3完成落盘
2020-12-28 15:13:04:161  magnetic4完成落盘
