2020-12-12 18:05:08:501  收到来车信号，流水号：20201212180508，所有设备开始采集
2020-12-12 18:05:08:532  开启A/D采集
2020-12-12 18:05:34:283  收到离车信号，流水号：20201212180508，线号：14，车号：013014，主控端：0，所有设备停止采集
2020-12-12 18:05:34:283  收到停止采集命令，开始停止采集
2020-12-12 18:05:34:283  停止采集数据
2020-12-12 18:05:34:298  采集连接已断开
2020-12-12 18:05:34:298  开始数据分析和落盘
2020-12-12 18:05:39:236  vibration1完成落盘
2020-12-12 18:05:43:705  vibration2完成落盘
2020-12-12 18:05:48:158  vibration3完成落盘
2020-12-12 18:05:52:345  vibration4完成落盘
2020-12-12 18:05:56:470  vibration5完成落盘
2020-12-12 18:06:00:564  vibration6完成落盘
2020-12-12 18:06:04:798  vibration7完成落盘
2020-12-12 18:06:08:689  vibration8完成落盘
2020-12-12 18:06:12:970  magnetic1完成落盘
2020-12-12 18:06:17:408  magnetic2完成落盘
2020-12-12 18:06:21:877  magnetic3完成落盘
2020-12-12 18:06:25:986  magnetic4完成落盘
2020-12-12 18:06:30:236  temperate1完成落盘
2020-12-12 18:06:34:455  temperate2完成落盘
2020-12-12 18:06:38:236  temperate3完成落盘
2020-12-12 18:06:42:080  temperate4完成落盘
2020-12-12 18:06:42:080  开始处理数据
2020-12-12 18:06:42:689  右侧计算完成
2020-12-12 18:06:43:221  左侧计算完成
2020-12-12 18:06:43:221  检查结果数据
2020-12-12 18:06:43:221  通知桌面显示数据
2020-12-12 18:06:43:236  开始写入数据库
2020-12-12 18:06:43:252  预警及报警参数加载完成
2020-12-12 18:06:43:252  数据库打开成功
2020-12-12 18:06:43:252  train_info数据表写入成功
2020-12-12 18:06:43:314  train_onlyid读取成功
2020-12-12 18:06:43:314  train_data数据表写入成功
2020-12-12 18:06:43:314  vt_info数据表，第0次写入成功
2020-12-12 18:06:43:330  vt_info数据表，第1次写入成功
2020-12-12 18:06:43:330  vt_info数据表，第2次写入成功
