2020-12-12 07:06:01:134  收到来车信号，流水号：20201212070601，所有设备开始采集
2020-12-12 07:06:01:166  开启A/D采集
2020-12-12 07:06:26:775  收到离车信号，流水号：20201212070601，线号：14，车号：013014，主控端：0，所有设备停止采集
2020-12-12 07:06:26:775  收到停止采集命令，开始停止采集
2020-12-12 07:06:26:775  停止采集数据
2020-12-12 07:06:26:775  采集连接已断开
2020-12-12 07:06:26:775  开始数据分析和落盘
2020-12-12 07:06:31:994  vibration1完成落盘
2020-12-12 07:06:36:088  vibration2完成落盘
2020-12-12 07:06:40:619  vibration3完成落盘
2020-12-12 07:06:44:775  vibration4完成落盘
2020-12-12 07:06:48:369  vibration5完成落盘
2020-12-12 07:06:52:494  vibration6完成落盘
2020-12-12 07:06:56:478  vibration7完成落盘
2020-12-12 07:07:00:322  vibration8完成落盘
2020-12-12 07:07:04:197  magnetic1完成落盘
2020-12-12 07:07:08:557  magnetic2完成落盘
2020-12-12 07:07:12:869  magnetic3完成落盘
2020-12-12 07:07:16:994  magnetic4完成落盘
2020-12-12 07:07:21:275  temperate1完成落盘
2020-12-12 07:07:25:354  temperate2完成落盘
2020-12-12 07:07:29:666  temperate3完成落盘
2020-12-12 07:07:33:729  temperate4完成落盘
2020-12-12 07:07:33:744  开始处理数据
2020-12-12 07:07:34:369  右侧计算完成
2020-12-12 07:07:34:885  左侧计算完成
2020-12-12 07:07:34:885  检查结果数据
2020-12-12 07:07:34:900  通知桌面显示数据
2020-12-12 07:07:34:916  开始写入数据库
2020-12-12 07:07:34:932  预警及报警参数加载完成
2020-12-12 07:07:34:932  数据库打开成功
2020-12-12 07:07:34:932  train_info数据表写入成功
2020-12-12 07:07:34:994  train_onlyid读取成功
2020-12-12 07:07:34:994  train_data数据表写入成功
2020-12-12 07:07:34:994  vt_info数据表，第0次写入成功
2020-12-12 07:07:35:010  vt_info数据表，第1次写入成功
2020-12-12 07:07:35:010  vt_info数据表，第2次写入成功
2020-12-12 07:07:35:010  vt_info数据表，第3次写入成功
2020-12-12 07:07:35:010  vt_info数据表，第4次写入成功
2020-12-12 07:07:35:025  vt_info数据表，第5次写入成功
2020-12-12 07:07:35:025  vt_info数据表，第6次写入成功
2020-12-12 07:07:35:025  vt_info数据表，第7次写入成功
2020-12-12 07:07:35:025  vt_info数据表，第8次写入成功
2020-12-12 07:07:35:041  vt_info数据表，第9次写入成功
2020-12-12 07:07:35:041  vt_info数据表，第10次写入成功
2020-12-12 07:07:35:041  vt_info数据表，第11次写入成功
2020-12-12 07:07:35:041  vt_info数据表，第12次写入成功
2020-12-12 07:07:35:041  vt_info数据表，第13次写入成功
2020-12-12 07:07:35:057  vt_info数据表，第14次写入成功
2020-12-12 07:07:35:057  vt_info数据表，第15次写入成功
2020-12-12 07:07:35:057  vt_info数据表，第16次写入成功
2020-12-12 07:07:35:057  vt_info数据表，第17次写入成功
2020-12-12 07:07:35:072  vt_info数据表，第18次写入成功
2020-12-12 07:07:35:072  vt_info数据表，第19次写入成功
2020-12-12 07:07:35:072  vt_info数据表，第20次写入成功
2020-12-12 07:07:35:072  vt_info数据表，第21次写入成功
2020-12-12 07:07:35:088  vt_info数据表，第22次写入成功
2020-12-12 07:07:35:088  vt_info数据表，第23次写入成功
2020-12-12 07:07:35:088  vt_info数据表，第24次写入成功
2020-12-12 07:07:35:088  vt_info数据表，第25次写入成功
2020-12-12 07:07:35:088  vt_info数据表，第26次写入成功
2020-12-12 07:07:35:104  vt_info数据表，第27次写入成功
2020-12-12 07:07:35:104  vt_info数据表，第28次写入成功
2020-12-12 07:07:35:104  vt_info数据表，第29次写入成功
2020-12-12 07:07:35:104  vt_info数据表，第30次写入成功
2020-12-12 07:07:35:119  vt_info数据表，第31次写入成功
2020-12-12 07:07:35:119  vt_info数据表，第32次写入成功
2020-12-12 07:07:35:119  vt_info数据表，第33次写入成功
2020-12-12 07:07:35:119  vt_info数据表，第34次写入成功
2020-12-12 07:07:35:135  vt_info数据表，第35次写入成功
2020-12-12 07:07:35:135  vt_info数据表，第36次写入成功
2020-12-12 07:07:35:135  vt_info数据表，第37次写入成功
2020-12-12 07:07:35:135  vt_info数据表，第38次写入成功
2020-12-12 07:07:35:135  vt_info数据表，第39次写入成功
2020-12-12 07:07:35:150  vt_info数据表，第40次写入成功
2020-12-12 07:07:35:150  vt_info数据表，第41次写入成功
2020-12-12 07:07:35:150  vt_info数据表，第42次写入成功
2020-12-12 07:07:35:150  vt_info数据表，第43次写入成功
2020-12-12 07:07:35:166  vt_info数据表，第44次写入成功
2020-12-12 07:07:35:166  vt_info数据表，第45次写入成功
2020-12-12 07:07:35:166  vt_info数据表，第46次写入成功
2020-12-12 07:07:35:166  vt_info数据表，第47次写入成功
2020-12-12 07:07:35:166  motor_info数据表，第0次写入成功
2020-12-12 07:07:35:182  motor_info数据表，第1次写入成功
2020-12-12 07:07:35:182  motor_info数据表，第2次写入成功
2020-12-12 07:07:35:182  motor_info数据表，第3次写入成功
2020-12-12 07:07:35:182  motor_info数据表，第4次写入成功
2020-12-12 07:07:35:182  motor_info数据表，第5次写入成功
2020-12-12 07:07:35:197  motor_info数据表，第6次写入成功
2020-12-12 07:07:35:197  motor_info数据表，第7次写入成功
2020-12-12 07:07:35:197  motor_info数据表，第8次写入成功
2020-12-12 07:07:35:197  motor_info数据表，第9次写入成功
2020-12-12 07:07:35:197  motor_info数据表，第10次写入成功
2020-12-12 07:07:35:197  motor_info数据表，第11次写入成功
2020-12-12 07:07:35:213  motor_info数据表，第12次写入成功
2020-12-12 07:07:35:213  motor_info数据表，第13次写入成功
2020-12-12 07:07:35:213  motor_info数据表，第14次写入成功
2020-12-12 07:07:35:229  motor_info数据表，第15次写入成功
2020-12-12 07:07:35:229  数据库关闭！
2020-12-12 07:17:51:596  收到来车信号，流水号：20201212071751，所有设备开始采集
2020-12-12 07:17:51:627  开启A/D采集
2020-12-12 07:18:17:096  收到离车信号，流水号：20201212071751，线号：14，车号：041042，主控端：1，所有设备停止采集
2020-12-12 07:18:17:096  收到停止采集命令，开始停止采集
2020-12-12 07:18:17:096  停止采集数据
2020-12-12 07:18:17:112  采集连接已断开
2020-12-12 07:18:17:112  开始数据分析和落盘
2020-12-12 07:18:22:049  vibration1完成落盘
2020-12-12 07:18:26:533  vibration2完成落盘
2020-12-12 07:18:30:721  vibration3完成落盘
2020-12-12 07:18:35:205  vibration4完成落盘
2020-12-12 07:18:39:409  vibration5完成落盘
2020-12-12 07:18:43:393  vibration6完成落盘
2020-12-12 07:18:47:190  vibration7完成落盘
2020-12-12 07:18:50:987  vibration8完成落盘
2020-12-12 07:18:54:862  magnetic1完成落盘
2020-12-12 07:18:58:752  magnetic2完成落盘
2020-12-12 07:19:03:002  magnetic3完成落盘
2020-12-12 07:19:07:127  magnetic4完成落盘
2020-12-12 07:19:11:174  temperate1完成落盘
2020-12-12 07:19:15:096  temperate2完成落盘
2020-12-12 07:19:19:018  temperate3完成落盘
2020-12-12 07:19:22:971  temperate4完成落盘
2020-12-12 07:19:22:987  开始处理数据
2020-12-12 07:19:23:503  右侧计算完成
2020-12-12 07:19:23:878  左侧计算完成
2020-12-12 07:19:23:878  检查结果数据
2020-12-12 07:19:23:878  通知桌面显示数据
2020-12-12 07:19:23:893  开始写入数据库
2020-12-12 07:19:23:909  预警及报警参数加载完成
2020-12-12 07:19:23:909  数据库打开成功
2020-12-12 07:19:23:909  train_info数据表写入成功
2020-12-12 07:19:23:971  train_onlyid读取成功
2020-12-12 07:19:23:971  train_data数据表写入成功
2020-12-12 07:19:23:971  vt_info数据表，第0次写入成功
2020-12-12 07:19:23:987  vt_info数据表，第1次写入成功
2020-12-12 07:19:23:987  vt_info数据表，第2次写入成功
2020-12-12 07:19:23:987  vt_info数据表，第3次写入成功
2020-12-12 07:19:23:987  vt_info数据表，第4次写入成功
2020-12-12 07:19:23:987  vt_info数据表，第5次写入成功
2020-12-12 07:19:24:003  vt_info数据表，第6次写入成功
2020-12-12 07:19:24:003  vt_info数据表，第7次写入成功
2020-12-12 07:19:24:003  vt_info数据表，第8次写入成功
2020-12-12 07:19:24:003  vt_info数据表，第9次写入成功
2020-12-12 07:19:24:018  vt_info数据表，第10次写入成功
2020-12-12 07:19:24:018  vt_info数据表，第11次写入成功
2020-12-12 07:19:24:018  vt_info数据表，第12次写入成功
2020-12-12 07:19:24:018  vt_info数据表，第13次写入成功
2020-12-12 07:19:24:034  vt_info数据表，第14次写入成功
2020-12-12 07:19:24:034  vt_info数据表，第15次写入成功
2020-12-12 07:19:24:034  vt_info数据表，第16次写入成功
2020-12-12 07:19:24:034  vt_info数据表，第17次写入成功
2020-12-12 07:19:24:034  vt_info数据表，第18次写入成功
2020-12-12 07:19:24:049  vt_info数据表，第19次写入成功
2020-12-12 07:19:24:049  vt_info数据表，第20次写入成功
2020-12-12 07:19:24:049  vt_info数据表，第21次写入成功
2020-12-12 07:19:24:049  vt_info数据表，第22次写入成功
2020-12-12 07:19:24:065  vt_info数据表，第23次写入成功
2020-12-12 07:19:24:065  vt_info数据表，第24次写入成功
2020-12-12 07:19:24:065  vt_info数据表，第25次写入成功
2020-12-12 07:19:24:065  vt_info数据表，第26次写入成功
2020-12-12 07:19:24:081  vt_info数据表，第27次写入成功
2020-12-12 07:19:24:081  vt_info数据表，第28次写入成功
2020-12-12 07:19:24:081  vt_info数据表，第29次写入成功
2020-12-12 07:19:24:081  vt_info数据表，第30次写入成功
2020-12-12 07:19:24:081  vt_info数据表，第31次写入成功
2020-12-12 07:19:24:096  vt_info数据表，第32次写入成功
2020-12-12 07:19:24:096  vt_info数据表，第33次写入成功
2020-12-12 07:19:24:096  vt_info数据表，第34次写入成功
2020-12-12 07:19:24:096  vt_info数据表，第35次写入成功
2020-12-12 07:19:24:112  vt_info数据表，第36次写入成功
2020-12-12 07:19:24:112  vt_info数据表，第37次写入成功
2020-12-12 07:19:24:112  vt_info数据表，第38次写入成功
2020-12-12 07:19:24:112  vt_info数据表，第39次写入成功
2020-12-12 07:19:24:112  vt_info数据表，第40次写入成功
2020-12-12 07:19:24:128  vt_info数据表，第41次写入成功
2020-12-12 07:19:24:128  vt_info数据表，第42次写入成功
2020-12-12 07:19:24:128  vt_info数据表，第43次写入成功
2020-12-12 07:19:24:128  vt_info数据表，第44次写入成功
2020-12-12 07:19:24:143  vt_info数据表，第45次写入成功
2020-12-12 07:19:24:143  vt_info数据表，第46次写入成功
2020-12-12 07:19:24:143  vt_info数据表，第47次写入成功
2020-12-12 07:19:24:143  motor_info数据表，第0次写入成功
2020-12-12 07:19:24:143  motor_info数据表，第1次写入成功
2020-12-12 07:19:24:159  motor_info数据表，第2次写入成功
2020-12-12 07:19:24:159  motor_info数据表，第3次写入成功
2020-12-12 07:19:24:159  motor_info数据表，第4次写入成功
2020-12-12 07:19:24:159  motor_info数据表，第5次写入成功
2020-12-12 07:19:24:159  motor_info数据表，第6次写入成功
2020-12-12 07:19:24:159  motor_info数据表，第7次写入成功
2020-12-12 07:19:24:174  motor_info数据表，第8次写入成功
2020-12-12 07:19:24:174  motor_info数据表，第9次写入成功
2020-12-12 07:19:24:174  motor_info数据表，第10次写入成功
2020-12-12 07:19:24:174  motor_info数据表，第11次写入成功
2020-12-12 07:19:24:174  motor_info数据表，第12次写入成功
2020-12-12 07:19:24:174  motor_info数据表，第13次写入成功
2020-12-12 07:19:24:190  motor_info数据表，第14次写入成功
2020-12-12 07:19:24:206  motor_info数据表，第15次写入成功
2020-12-12 07:19:24:206  数据库关闭！
2020-12-12 07:29:52:323  收到来车信号，流水号：20201212072952，所有设备开始采集
2020-12-12 07:29:52:354  开启A/D采集
2020-12-12 07:30:17:822  收到离车信号，流水号：20201212072952，线号：14，车号：031032，主控端：1，所有设备停止采集
2020-12-12 07:30:17:822  收到停止采集命令，开始停止采集
2020-12-12 07:30:17:822  停止采集数据
2020-12-12 07:30:17:838  采集连接已断开
2020-12-12 07:30:17:838  开始数据分析和落盘
2020-12-12 07:30:22:775  vibration1完成落盘
2020-12-12 07:30:27:025  vibration2完成落盘
2020-12-12 07:30:31:338  vibration3完成落盘
2020-12-12 07:30:35:713  vibration4完成落盘
2020-12-12 07:30:39:744  vibration5完成落盘
2020-12-12 07:30:43:963  vibration6完成落盘
2020-12-12 07:30:47:760  vibration7完成落盘
2020-12-12 07:30:51:791  vibration8完成落盘
2020-12-12 07:30:56:057  magnetic1完成落盘
2020-12-12 07:31:00:526  magnetic2完成落盘
2020-12-12 07:31:04:854  magnetic3完成落盘
2020-12-12 07:31:09:260  magnetic4完成落盘
2020-12-12 07:31:13:322  temperate1完成落盘
2020-12-12 07:31:17:573  temperate2完成落盘
2020-12-12 07:31:21:635  temperate3完成落盘
2020-12-12 07:31:25:729  temperate4完成落盘
2020-12-12 07:31:25:729  开始处理数据
2020-12-12 07:31:26:354  右侧计算完成
2020-12-12 07:31:26:869  左侧计算完成
2020-12-12 07:31:26:869  检查结果数据
2020-12-12 07:31:26:869  通知桌面显示数据
2020-12-12 07:31:26:885  开始写入数据库
2020-12-12 07:31:26:916  预警及报警参数加载完成
2020-12-12 07:31:26:916  数据库打开成功
2020-12-12 07:31:26:916  train_info数据表写入成功
2020-12-12 07:31:26:979  train_onlyid读取成功
2020-12-12 07:31:26:979  train_data数据表写入成功
2020-12-12 07:31:26:979  vt_info数据表，第0次写入成功
2020-12-12 07:31:26:979  vt_info数据表，第1次写入成功
2020-12-12 07:31:26:994  vt_info数据表，第2次写入成功
2020-12-12 07:31:26:994  vt_info数据表，第3次写入成功
2020-12-12 07:31:26:994  vt_info数据表，第4次写入成功
