2020-12-19 06:01:46:248  收到来车信号，流水号：20201219060146，所有设备开始采集
2020-12-19 06:01:46:313  开启A/D采集
2020-12-19 06:02:07:621  收到离车信号，流水号：20201219060146，线号：14，车号：033034，主控端：1，所有设备停止采集
2020-12-19 06:02:07:655  收到停止采集命令，开始停止采集
2020-12-19 06:02:07:694  停止采集数据
2020-12-19 06:02:07:695  采集连接已断开
2020-12-19 06:02:07:697  开始数据分析和落盘
2020-12-19 06:02:12:497  vibration1完成落盘
2020-12-19 06:02:16:702  vibration2完成落盘
2020-12-19 06:02:20:881  vibration3完成落盘
2020-12-19 06:02:25:078  vibration4完成落盘
2020-12-19 06:02:29:270  vibration5完成落盘
2020-12-19 06:02:33:482  vibration6完成落盘
2020-12-19 06:02:37:618  vibration7完成落盘
2020-12-19 06:02:41:639  vibration8完成落盘
2020-12-19 06:02:45:898  magnetic1完成落盘
2020-12-19 06:02:50:080  magnetic2完成落盘
2020-12-19 06:02:54:280  magnetic3完成落盘
2020-12-19 06:02:58:453  magnetic4完成落盘
2020-12-19 06:03:02:412  temperate1完成落盘
2020-12-19 06:03:06:372  temperate2完成落盘
2020-12-19 06:03:10:320  temperate3完成落盘
2020-12-19 06:03:14:309  temperate4完成落盘
2020-12-19 06:03:14:317  开始处理数据
2020-12-19 06:03:14:853  右侧计算完成
2020-12-19 06:03:15:315  左侧计算完成
2020-12-19 06:03:15:317  检查结果数据
2020-12-19 06:03:15:318  通知桌面显示数据
2020-12-19 06:03:15:335  开始写入数据库
2020-12-19 06:03:15:363  预警及报警参数加载完成
2020-12-19 06:03:15:365  数据库打开成功
2020-12-19 06:03:15:366  train_info数据表写入成功
2020-12-19 06:03:15:547  train_onlyid读取成功
2020-12-19 06:03:15:549  train_data数据表写入成功
2020-12-19 06:03:15:550  vt_info数据表，第0次写入成功
2020-12-19 06:03:15:552  vt_info数据表，第1次写入成功
2020-12-19 06:03:15:553  vt_info数据表，第2次写入成功
2020-12-19 06:03:15:555  vt_info数据表，第3次写入成功
2020-12-19 06:03:15:556  vt_info数据表，第4次写入成功
2020-12-19 06:03:15:558  vt_info数据表，第5次写入成功
2020-12-19 06:03:15:560  vt_info数据表，第6次写入成功
2020-12-19 06:03:15:562  vt_info数据表，第7次写入成功
2020-12-19 06:03:15:563  vt_info数据表，第8次写入成功
2020-12-19 06:03:15:565  vt_info数据表，第9次写入成功
2020-12-19 06:03:15:567  vt_info数据表，第10次写入成功
2020-12-19 06:03:15:568  vt_info数据表，第11次写入成功
2020-12-19 06:03:15:570  vt_info数据表，第12次写入成功
2020-12-19 06:03:15:571  vt_info数据表，第13次写入成功
2020-12-19 06:03:15:573  vt_info数据表，第14次写入成功
2020-12-19 06:03:15:606  vt_info数据表，第15次写入成功
2020-12-19 06:03:15:607  vt_info数据表，第16次写入成功
2020-12-19 06:03:15:609  vt_info数据表，第17次写入成功
2020-12-19 06:03:15:610  vt_info数据表，第18次写入成功
