2020-12-12 16:05:18:969  收到来车信号，流水号：20201212160518，所有设备开始采集
2020-12-12 16:05:19:000  开启A/D采集
2020-12-12 16:05:44:641  收到离车信号，流水号：20201212160518，线号：14，车号：013014，主控端：0，所有设备停止采集
2020-12-12 16:05:44:641  收到停止采集命令，开始停止采集
2020-12-12 16:05:44:641  停止采集数据
2020-12-12 16:05:44:657  采集连接已断开
2020-12-12 16:05:44:657  开始数据分析和落盘
2020-12-12 16:05:49:375  vibration1完成落盘
2020-12-12 16:05:53:766  vibration2完成落盘
2020-12-12 16:05:58:032  vibration3完成落盘
2020-12-12 16:06:02:563  vibration4完成落盘
2020-12-12 16:06:06:797  vibration5完成落盘
2020-12-12 16:06:10:750  vibration6完成落盘
2020-12-12 16:06:14:969  vibration7完成落盘
2020-12-12 16:06:19:157  vibration8完成落盘
2020-12-12 16:06:23:524  magnetic1完成落盘
2020-12-12 16:06:27:915  magnetic2完成落盘
2020-12-12 16:06:32:180  magnetic3完成落盘
2020-12-12 16:06:36:618  magnetic4完成落盘
2020-12-12 16:06:40:665  temperate1完成落盘
2020-12-12 16:06:44:587  temperate2完成落盘
2020-12-12 16:06:48:821  temperate3完成落盘
2020-12-12 16:06:52:977  temperate4完成落盘
2020-12-12 16:06:52:993  开始处理数据
2020-12-12 16:06:53:587  右侧计算完成
2020-12-12 16:06:54:118  左侧计算完成
2020-12-12 16:06:54:118  检查结果数据
2020-12-12 16:06:54:118  通知桌面显示数据
2020-12-12 16:06:54:134  开始写入数据库
2020-12-12 16:06:54:149  预警及报警参数加载完成
2020-12-12 16:06:54:149  数据库打开成功
2020-12-12 16:06:54:149  train_info数据表写入成功
2020-12-12 16:06:54:212  train_onlyid读取成功
2020-12-12 16:06:54:212  train_data数据表写入成功
2020-12-12 16:06:54:212  vt_info数据表，第0次写入成功
2020-12-12 16:06:54:227  vt_info数据表，第1次写入成功
2020-12-12 16:06:54:227  vt_info数据表，第2次写入成功
2020-12-12 16:06:54:227  vt_info数据表，第3次写入成功
2020-12-12 16:06:54:227  vt_info数据表，第4次写入成功
2020-12-12 16:06:54:243  vt_info数据表，第5次写入成功
2020-12-12 16:06:54:243  vt_info数据表，第6次写入成功
2020-12-12 16:06:54:243  vt_info数据表，第7次写入成功
2020-12-12 16:06:54:243  vt_info数据表，第8次写入成功
2020-12-12 16:06:54:259  vt_info数据表，第9次写入成功
2020-12-12 16:06:54:259  vt_info数据表，第10次写入成功
2020-12-12 16:06:54:259  vt_info数据表，第11次写入成功
2020-12-12 16:06:54:259  vt_info数据表，第12次写入成功
2020-12-12 16:06:54:259  vt_info数据表，第13次写入成功
2020-12-12 16:06:54:274  vt_info数据表，第14次写入成功
2020-12-12 16:06:54:274  vt_info数据表，第15次写入成功
