2020-12-13 23:02:38:399  收到来车信号，流水号：20201213230238，所有设备开始采集
2020-12-13 23:02:38:431  开启A/D采集
2020-12-13 23:03:04:290  收到离车信号，流水号：20201213230238，线号：14，车号：019020，主控端：1，所有设备停止采集
2020-12-13 23:03:04:290  收到停止采集命令，开始停止采集
2020-12-13 23:03:04:290  停止采集数据
2020-12-13 23:03:04:290  采集连接已断开
2020-12-13 23:03:04:290  开始数据分析和落盘
2020-12-13 23:03:09:400  vibration1完成落盘
2020-12-13 23:03:13:822  vibration2完成落盘
2020-12-13 23:03:18:376  vibration3完成落盘
2020-12-13 23:03:22:861  vibration4完成落盘
2020-12-13 23:03:27:267  vibration5完成落盘
2020-12-13 23:03:31:486  vibration6完成落盘
2020-12-13 23:03:35:892  vibration7完成落盘
2020-12-13 23:03:40:236  vibration8完成落盘
2020-12-13 23:03:44:689  magnetic1完成落盘
2020-12-13 23:03:49:220  magnetic2完成落盘
2020-12-13 23:03:53:798  magnetic3完成落盘
2020-12-13 23:03:58:361  magnetic4完成落盘
2020-12-13 23:04:02:455  temperate1完成落盘
2020-12-13 23:04:06:767  temperate2完成落盘
2020-12-13 23:04:10:861  temperate3完成落盘
2020-12-13 23:04:15:033  temperate4完成落盘
2020-12-13 23:04:15:048  开始处理数据
2020-12-13 23:04:15:689  右侧计算完成
2020-12-13 23:04:16:205  左侧计算完成
2020-12-13 23:04:16:205  检查结果数据
2020-12-13 23:04:16:205  通知桌面显示数据
2020-12-13 23:04:16:220  开始写入数据库
2020-12-13 23:04:16:236  预警及报警参数加载完成
2020-12-13 23:04:16:236  数据库打开成功
2020-12-13 23:04:16:236  train_info数据表写入成功
2020-12-13 23:04:16:298  train_onlyid读取成功
2020-12-13 23:04:16:298  train_data数据表写入成功
2020-12-13 23:04:16:314  vt_info数据表，第0次写入成功
2020-12-13 23:04:16:314  vt_info数据表，第1次写入成功
2020-12-13 23:04:16:314  vt_info数据表，第2次写入成功
2020-12-13 23:04:16:314  vt_info数据表，第3次写入成功
2020-12-13 23:04:16:314  vt_info数据表，第4次写入成功
2020-12-13 23:04:16:330  vt_info数据表，第5次写入成功
2020-12-13 23:04:16:330  vt_info数据表，第6次写入成功
2020-12-13 23:04:16:330  vt_info数据表，第7次写入成功
2020-12-13 23:04:16:330  vt_info数据表，第8次写入成功
2020-12-13 23:04:16:345  vt_info数据表，第9次写入成功
2020-12-13 23:04:16:345  vt_info数据表，第10次写入成功
2020-12-13 23:04:16:345  vt_info数据表，第11次写入成功
2020-12-13 23:04:16:345  vt_info数据表，第12次写入成功
2020-12-13 23:04:16:361  vt_info数据表，第13次写入成功
2020-12-13 23:04:16:361  vt_info数据表，第14次写入成功
2020-12-13 23:04:16:361  vt_info数据表，第15次写入成功
2020-12-13 23:04:16:361  vt_info数据表，第16次写入成功
