2020-12-29 16:01:18:584  收到来车信号，流水号：20201229160118，所有设备开始采集
2020-12-29 16:01:18:620  开启A/D采集
2020-12-29 16:01:44:253  收到离车信号，流水号：20201229160118，线号：14，车号：015016，主控端：1，所有设备停止采集
2020-12-29 16:01:44:255  收到停止采集命令，开始停止采集
2020-12-29 16:01:44:262  停止采集数据
2020-12-29 16:01:44:264  采集连接已断开
2020-12-29 16:01:44:267  开始数据分析和落盘
2020-12-29 16:01:48:648  vibration1完成落盘
2020-12-29 16:01:52:541  vibration2完成落盘
2020-12-29 16:01:56:266  vibration3完成落盘
2020-12-29 16:01:59:801  vibration4完成落盘
2020-12-29 16:02:03:077  vibration5完成落盘
2020-12-29 16:02:06:309  vibration6完成落盘
2020-12-29 16:02:09:790  vibration7完成落盘
2020-12-29 16:02:13:026  vibration8完成落盘
2020-12-29 16:02:16:434  magnetic1完成落盘
2020-12-29 16:02:20:091  magnetic2完成落盘
2020-12-29 16:02:23:389  magnetic3完成落盘
2020-12-29 16:02:26:997  magnetic4完成落盘
2020-12-29 16:02:30:446  temperate1完成落盘
2020-12-29 16:02:33:862  temperate2完成落盘
2020-12-29 16:02:37:086  temperate3完成落盘
2020-12-29 16:02:40:748  temperate4完成落盘
2020-12-29 16:02:40:757  开始处理数据
2020-12-29 16:02:41:375  右侧计算完成
2020-12-29 16:02:41:879  左侧计算完成
2020-12-29 16:02:41:881  检查结果数据
2020-12-29 16:02:41:883  通知桌面显示数据
2020-12-29 16:02:41:901  开始写入数据库
2020-12-29 16:02:41:922  预警及报警参数加载完成
2020-12-29 16:02:41:924  数据库打开成功
2020-12-29 16:02:41:926  train_info数据表写入成功
2020-12-29 16:02:41:989  train_onlyid读取成功
2020-12-29 16:02:41:993  train_data数据表写入成功
2020-12-29 16:02:41:997  vt_info数据表，第0次写入成功
2020-12-29 16:02:42:001  vt_info数据表，第1次写入成功
2020-12-29 16:02:42:004  vt_info数据表，第2次写入成功
2020-12-29 16:02:42:008  vt_info数据表，第3次写入成功
2020-12-29 16:02:42:011  vt_info数据表，第4次写入成功
2020-12-29 16:02:42:015  vt_info数据表，第5次写入成功
2020-12-29 16:02:42:019  vt_info数据表，第6次写入成功
2020-12-29 16:02:42:022  vt_info数据表，第7次写入成功
2020-12-29 16:02:42:026  vt_info数据表，第8次写入成功
2020-12-29 16:02:42:029  vt_info数据表，第9次写入成功
2020-12-29 16:02:42:033  vt_info数据表，第10次写入成功
2020-12-29 16:02:42:036  vt_info数据表，第11次写入成功
2020-12-29 16:02:42:040  vt_info数据表，第12次写入成功
2020-12-29 16:02:42:044  vt_info数据表，第13次写入成功
2020-12-29 16:02:42:047  vt_info数据表，第14次写入成功
2020-12-29 16:02:42:051  vt_info数据表，第15次写入成功
2020-12-29 16:02:42:054  vt_info数据表，第16次写入成功
2020-12-29 16:02:42:058  vt_info数据表，第17次写入成功
2020-12-29 16:02:42:062  vt_info数据表，第18次写入成功
2020-12-29 16:02:42:065  vt_info数据表，第19次写入成功
2020-12-29 16:02:42:069  vt_info数据表，第20次写入成功
2020-12-29 16:02:42:073  vt_info数据表，第21次写入成功
2020-12-29 16:02:42:076  vt_info数据表，第22次写入成功
2020-12-29 16:02:42:080  vt_info数据表，第23次写入成功
2020-12-29 16:02:42:084  vt_info数据表，第24次写入成功
2020-12-29 16:02:42:087  vt_info数据表，第25次写入成功
2020-12-29 16:02:42:091  vt_info数据表，第26次写入成功
2020-12-29 16:02:42:094  vt_info数据表，第27次写入成功
2020-12-29 16:02:42:098  vt_info数据表，第28次写入成功
2020-12-29 16:02:42:102  vt_info数据表，第29次写入成功
2020-12-29 16:02:42:105  vt_info数据表，第30次写入成功
2020-12-29 16:02:42:109  vt_info数据表，第31次写入成功
2020-12-29 16:02:42:113  vt_info数据表，第32次写入成功
2020-12-29 16:02:42:116  vt_info数据表，第33次写入成功
2020-12-29 16:02:42:120  vt_info数据表，第34次写入成功
2020-12-29 16:02:42:124  vt_info数据表，第35次写入成功
2020-12-29 16:02:42:127  vt_info数据表，第36次写入成功
2020-12-29 16:02:42:131  vt_info数据表，第37次写入成功
2020-12-29 16:02:42:135  vt_info数据表，第38次写入成功
2020-12-29 16:02:42:138  vt_info数据表，第39次写入成功
2020-12-29 16:02:42:142  vt_info数据表，第40次写入成功
2020-12-29 16:02:42:146  vt_info数据表，第41次写入成功
2020-12-29 16:02:42:149  vt_info数据表，第42次写入成功
2020-12-29 16:02:42:153  vt_info数据表，第43次写入成功
2020-12-29 16:02:42:157  vt_info数据表，第44次写入成功
2020-12-29 16:02:42:160  vt_info数据表，第45次写入成功
2020-12-29 16:02:42:164  vt_info数据表，第46次写入成功
2020-12-29 16:02:42:167  vt_info数据表，第47次写入成功
2020-12-29 16:02:42:170  motor_info数据表，第0次写入成功
2020-12-29 16:02:42:173  motor_info数据表，第1次写入成功
2020-12-29 16:02:42:175  motor_info数据表，第2次写入成功
2020-12-29 16:02:42:178  motor_info数据表，第3次写入成功
2020-12-29 16:02:42:181  motor_info数据表，第4次写入成功
2020-12-29 16:02:42:183  motor_info数据表，第5次写入成功
2020-12-29 16:02:42:186  motor_info数据表，第6次写入成功
2020-12-29 16:02:42:189  motor_info数据表，第7次写入成功
2020-12-29 16:02:42:191  motor_info数据表，第8次写入成功
2020-12-29 16:02:42:194  motor_info数据表，第9次写入成功
2020-12-29 16:02:42:197  motor_info数据表，第10次写入成功
2020-12-29 16:02:42:200  motor_info数据表，第11次写入成功
2020-12-29 16:02:42:202  motor_info数据表，第12次写入成功
2020-12-29 16:02:42:205  motor_info数据表，第13次写入成功
2020-12-29 16:02:42:208  motor_info数据表，第14次写入成功
2020-12-29 16:02:42:221  motor_info数据表，第15次写入成功
2020-12-29 16:02:42:224  数据库关闭！
2020-12-29 16:11:45:689  收到来车信号，流水号：20201229161145，所有设备开始采集
2020-12-29 16:11:45:724  开启A/D采集
2020-12-29 16:12:11:380  收到离车信号，流水号：20201229161145，线号：14，车号：043044，主控端：1，所有设备停止采集
2020-12-29 16:12:11:382  收到停止采集命令，开始停止采集
2020-12-29 16:12:11:389  停止采集数据
2020-12-29 16:12:11:391  采集连接已断开
2020-12-29 16:12:11:394  开始数据分析和落盘
2020-12-29 16:12:16:632  vibration1完成落盘
2020-12-29 16:12:21:203  vibration2完成落盘
2020-12-29 16:12:25:791  vibration3完成落盘
2020-12-29 16:12:30:394  vibration4完成落盘
2020-12-29 16:12:34:872  vibration5完成落盘
2020-12-29 16:12:39:336  vibration6完成落盘
2020-12-29 16:12:43:778  vibration7完成落盘
2020-12-29 16:12:48:132  vibration8完成落盘
2020-12-29 16:12:52:673  magnetic1完成落盘
2020-12-29 16:12:57:269  magnetic2完成落盘
2020-12-29 16:13:01:856  magnetic3完成落盘
2020-12-29 16:13:06:429  magnetic4完成落盘
2020-12-29 16:13:10:799  temperate1完成落盘
2020-12-29 16:13:15:126  temperate2完成落盘
2020-12-29 16:13:19:444  temperate3完成落盘
2020-12-29 16:13:23:828  temperate4完成落盘
2020-12-29 16:13:23:838  开始处理数据
2020-12-29 16:13:24:474  右侧计算完成
2020-12-29 16:13:25:002  左侧计算完成
2020-12-29 16:13:25:004  检查结果数据
2020-12-29 16:13:25:006  通知桌面显示数据
2020-12-29 16:13:25:023  开始写入数据库
2020-12-29 16:13:25:044  预警及报警参数加载完成
2020-12-29 16:13:25:046  数据库打开成功
2020-12-29 16:13:25:048  train_info数据表写入成功
2020-12-29 16:13:25:112  train_onlyid读取成功
2020-12-29 16:13:25:116  train_data数据表写入成功
2020-12-29 16:13:25:120  vt_info数据表，第0次写入成功
2020-12-29 16:13:25:123  vt_info数据表，第1次写入成功
2020-12-29 16:13:25:127  vt_info数据表，第2次写入成功
2020-12-29 16:13:25:131  vt_info数据表，第3次写入成功
2020-12-29 16:13:25:134  vt_info数据表，第4次写入成功
2020-12-29 16:13:25:138  vt_info数据表，第5次写入成功
2020-12-29 16:13:25:142  vt_info数据表，第6次写入成功
2020-12-29 16:13:25:146  vt_info数据表，第7次写入成功
2020-12-29 16:13:25:149  vt_info数据表，第8次写入成功
2020-12-29 16:13:25:153  vt_info数据表，第9次写入成功
2020-12-29 16:13:25:157  vt_info数据表，第10次写入成功
2020-12-29 16:13:25:160  vt_info数据表，第11次写入成功
2020-12-29 16:13:25:164  vt_info数据表，第12次写入成功
2020-12-29 16:13:25:168  vt_info数据表，第13次写入成功
2020-12-29 16:13:25:172  vt_info数据表，第14次写入成功
2020-12-29 16:13:25:175  vt_info数据表，第15次写入成功
2020-12-29 16:13:25:179  vt_info数据表，第16次写入成功
2020-12-29 16:13:25:183  vt_info数据表，第17次写入成功
2020-12-29 16:13:25:187  vt_info数据表，第18次写入成功
2020-12-29 16:13:25:190  vt_info数据表，第19次写入成功
2020-12-29 16:13:25:194  vt_info数据表，第20次写入成功
2020-12-29 16:13:25:198  vt_info数据表，第21次写入成功
2020-12-29 16:13:25:201  vt_info数据表，第22次写入成功
2020-12-29 16:13:25:205  vt_info数据表，第23次写入成功
2020-12-29 16:13:25:209  vt_info数据表，第24次写入成功
2020-12-29 16:13:25:213  vt_info数据表，第25次写入成功
2020-12-29 16:13:25:217  vt_info数据表，第26次写入成功
2020-12-29 16:13:25:220  vt_info数据表，第27次写入成功
2020-12-29 16:13:25:224  vt_info数据表，第28次写入成功
2020-12-29 16:13:25:228  vt_info数据表，第29次写入成功
2020-12-29 16:13:25:232  vt_info数据表，第30次写入成功
2020-12-29 16:13:25:235  vt_info数据表，第31次写入成功
2020-12-29 16:13:25:239  vt_info数据表，第32次写入成功
2020-12-29 16:13:25:243  vt_info数据表，第33次写入成功
2020-12-29 16:13:25:246  vt_info数据表，第34次写入成功
2020-12-29 16:13:25:250  vt_info数据表，第35次写入成功
2020-12-29 16:13:25:254  vt_info数据表，第36次写入成功
2020-12-29 16:13:25:257  vt_info数据表，第37次写入成功
2020-12-29 16:13:25:261  vt_info数据表，第38次写入成功
2020-12-29 16:13:25:265  vt_info数据表，第39次写入成功
2020-12-29 16:13:25:268  vt_info数据表，第40次写入成功
2020-12-29 16:13:25:272  vt_info数据表，第41次写入成功
2020-12-29 16:13:25:276  vt_info数据表，第42次写入成功
2020-12-29 16:13:25:279  vt_info数据表，第43次写入成功
2020-12-29 16:13:25:283  vt_info数据表，第44次写入成功
2020-12-29 16:13:25:287  vt_info数据表，第45次写入成功
2020-12-29 16:13:25:290  vt_info数据表，第46次写入成功
2020-12-29 16:13:25:294  vt_info数据表，第47次写入成功
2020-12-29 16:13:25:296  motor_info数据表，第0次写入成功
2020-12-29 16:13:25:299  motor_info数据表，第1次写入成功
2020-12-29 16:13:25:302  motor_info数据表，第2次写入成功
2020-12-29 16:13:25:305  motor_info数据表，第3次写入成功
2020-12-29 16:13:25:307  motor_info数据表，第4次写入成功
2020-12-29 16:13:25:310  motor_info数据表，第5次写入成功
2020-12-29 16:13:25:313  motor_info数据表，第6次写入成功
2020-12-29 16:13:25:315  motor_info数据表，第7次写入成功
2020-12-29 16:13:25:318  motor_info数据表，第8次写入成功
2020-12-29 16:13:25:321  motor_info数据表，第9次写入成功
2020-12-29 16:13:25:323  motor_info数据表，第10次写入成功
2020-12-29 16:13:25:326  motor_info数据表，第11次写入成功
2020-12-29 16:13:25:329  motor_info数据表，第12次写入成功
2020-12-29 16:13:25:331  motor_info数据表，第13次写入成功
2020-12-29 16:13:25:334  motor_info数据表，第14次写入成功
2020-12-29 16:13:25:347  motor_info数据表，第15次写入成功
2020-12-29 16:13:25:349  数据库关闭！
2020-12-29 16:21:46:589  收到来车信号，流水号：20201229162146，所有设备开始采集
2020-12-29 16:21:46:624  开启A/D采集
2020-12-29 16:22:12:237  收到离车信号，流水号：20201229162146，线号：14，车号：001002，主控端：1，所有设备停止采集
2020-12-29 16:22:12:239  收到停止采集命令，开始停止采集
2020-12-29 16:22:12:244  停止采集数据
2020-12-29 16:22:12:246  采集连接已断开
2020-12-29 16:22:12:248  开始数据分析和落盘
2020-12-29 16:22:16:601  vibration1完成落盘
2020-12-29 16:22:20:043  vibration2完成落盘
2020-12-29 16:22:23:900  vibration3完成落盘
2020-12-29 16:22:27:401  vibration4完成落盘
2020-12-29 16:22:30:990  vibration5完成落盘
2020-12-29 16:22:34:865  vibration6完成落盘
2020-12-29 16:22:38:348  vibration7完成落盘
2020-12-29 16:22:41:551  vibration8完成落盘
2020-12-29 16:22:44:831  magnetic1完成落盘
2020-12-29 16:22:48:312  magnetic2完成落盘
2020-12-29 16:22:52:507  magnetic3完成落盘
2020-12-29 16:22:56:025  magnetic4完成落盘
2020-12-29 16:22:59:612  temperate1完成落盘
2020-12-29 16:23:03:406  temperate2完成落盘
2020-12-29 16:23:06:979  temperate3完成落盘
2020-12-29 16:23:10:151  temperate4完成落盘
2020-12-29 16:23:10:160  开始处理数据
2020-12-29 16:23:10:653  右侧计算完成
2020-12-29 16:23:11:017  左侧计算完成
2020-12-29 16:23:11:018  检查结果数据
2020-12-29 16:23:11:020  通知桌面显示数据
2020-12-29 16:23:11:037  开始写入数据库
2020-12-29 16:23:11:052  预警及报警参数加载完成
2020-12-29 16:23:11:054  数据库打开成功
2020-12-29 16:23:11:056  train_info数据表写入成功
2020-12-29 16:23:11:119  train_onlyid读取成功
2020-12-29 16:23:11:123  train_data数据表写入成功
2020-12-29 16:23:11:127  vt_info数据表，第0次写入成功
2020-12-29 16:23:11:130  vt_info数据表，第1次写入成功
2020-12-29 16:23:11:133  vt_info数据表，第2次写入成功
2020-12-29 16:23:11:137  vt_info数据表，第3次写入成功
2020-12-29 16:23:11:140  vt_info数据表，第4次写入成功
2020-12-29 16:23:11:144  vt_info数据表，第5次写入成功
2020-12-29 16:23:11:148  vt_info数据表，第6次写入成功
2020-12-29 16:23:11:151  vt_info数据表，第7次写入成功
2020-12-29 16:23:11:155  vt_info数据表，第8次写入成功
2020-12-29 16:23:11:158  vt_info数据表，第9次写入成功
2020-12-29 16:23:11:162  vt_info数据表，第10次写入成功
2020-12-29 16:23:11:165  vt_info数据表，第11次写入成功
2020-12-29 16:23:11:169  vt_info数据表，第12次写入成功
2020-12-29 16:23:11:173  vt_info数据表，第13次写入成功
2020-12-29 16:23:11:176  vt_info数据表，第14次写入成功
2020-12-29 16:23:11:180  vt_info数据表，第15次写入成功
2020-12-29 16:23:11:184  vt_info数据表，第16次写入成功
2020-12-29 16:23:11:187  vt_info数据表，第17次写入成功
2020-12-29 16:23:11:191  vt_info数据表，第18次写入成功
2020-12-29 16:23:11:194  vt_info数据表，第19次写入成功
2020-12-29 16:23:11:198  vt_info数据表，第20次写入成功
2020-12-29 16:23:11:201  vt_info数据表，第21次写入成功
2020-12-29 16:23:11:205  vt_info数据表，第22次写入成功
2020-12-29 16:23:11:209  vt_info数据表，第23次写入成功
2020-12-29 16:23:11:212  vt_info数据表，第24次写入成功
2020-12-29 16:23:11:216  vt_info数据表，第25次写入成功
2020-12-29 16:23:11:219  vt_info数据表，第26次写入成功
2020-12-29 16:23:11:223  vt_info数据表，第27次写入成功
2020-12-29 16:23:11:226  vt_info数据表，第28次写入成功
2020-12-29 16:23:11:230  vt_info数据表，第29次写入成功
2020-12-29 16:23:11:234  vt_info数据表，第30次写入成功
2020-12-29 16:23:11:237  vt_info数据表，第31次写入成功
