2020-12-14 00:20:12:890  收到来车信号，流水号：20201214002012，所有设备开始采集
2020-12-14 00:20:12:921  开启A/D采集
2020-12-14 00:20:52:734  收到离车信号，流水号：20201214002012，线号：0，车号：0，主控端：0，所有设备停止采集
2020-12-14 00:20:52:734  收到停止采集命令，开始停止采集
2020-12-14 00:20:52:734  停止采集数据
2020-12-14 00:20:52:734  采集连接已断开
2020-12-14 00:20:52:734  开始数据分析和落盘
2020-12-14 00:21:00:437  vibration1完成落盘
2020-12-14 00:21:07:328  vibration2完成落盘
2020-12-14 00:21:14:047  vibration3完成落盘
2020-12-14 00:21:20:859  vibration4完成落盘
2020-12-14 00:21:27:406  vibration5完成落盘
2020-12-14 00:21:33:688  vibration6完成落盘
2020-12-14 00:21:39:984  vibration7完成落盘
2020-12-14 00:21:46:422  vibration8完成落盘
2020-12-14 00:21:52:906  magnetic1完成落盘
2020-12-14 00:21:59:172  magnetic2完成落盘
2020-12-14 00:22:05:938  magnetic3完成落盘
2020-12-14 00:22:12:750  magnetic4完成落盘
2020-12-14 00:22:19:219  temperate1完成落盘
2020-12-14 00:22:25:094  temperate2完成落盘
2020-12-14 00:22:31:016  temperate3完成落盘
2020-12-14 00:22:37:204  temperate4完成落盘
2020-12-14 00:22:37:219  开始处理数据
2020-12-14 00:22:37:563  右侧计算完成
2020-12-14 00:22:37:704  左侧计算完成
2020-12-14 00:22:37:704  检查结果数据
2020-12-14 00:22:37:704  通知桌面显示数据
2020-12-14 00:22:37:719  开始写入数据库
2020-12-14 00:22:37:735  预警及报警参数加载完成
2020-12-14 00:22:37:735  数据库打开成功
2020-12-14 00:22:37:735  train_info数据表写入成功
2020-12-14 00:22:37:797  train_onlyid读取成功
2020-12-14 00:22:37:797  train_data数据表写入成功
2020-12-14 00:22:37:813  vt_info数据表，第0次写入成功
2020-12-14 00:22:37:813  vt_info数据表，第1次写入成功
2020-12-14 00:22:37:813  vt_info数据表，第2次写入成功
2020-12-14 00:22:37:813  vt_info数据表，第3次写入成功
2020-12-14 00:22:37:829  vt_info数据表，第4次写入成功
2020-12-14 00:22:37:829  vt_info数据表，第5次写入成功
2020-12-14 00:22:37:829  vt_info数据表，第6次写入成功
2020-12-14 00:22:37:829  vt_info数据表，第7次写入成功
2020-12-14 00:22:37:829  vt_info数据表，第8次写入成功
2020-12-14 00:22:37:844  vt_info数据表，第9次写入成功
2020-12-14 00:22:37:844  vt_info数据表，第10次写入成功
2020-12-14 00:22:37:844  vt_info数据表，第11次写入成功
2020-12-14 00:22:37:844  vt_info数据表，第12次写入成功
2020-12-14 00:22:37:860  vt_info数据表，第13次写入成功
2020-12-14 00:22:37:860  vt_info数据表，第14次写入成功
2020-12-14 00:22:37:860  vt_info数据表，第15次写入成功
2020-12-14 00:22:37:860  vt_info数据表，第16次写入成功
2020-12-14 00:22:37:875  vt_info数据表，第17次写入成功
2020-12-14 00:22:37:875  vt_info数据表，第18次写入成功
2020-12-14 00:22:37:875  vt_info数据表，第19次写入成功
2020-12-14 00:22:37:875  vt_info数据表，第20次写入成功
2020-12-14 00:22:37:875  vt_info数据表，第21次写入成功
2020-12-14 00:22:37:891  vt_info数据表，第22次写入成功
2020-12-14 00:22:37:891  vt_info数据表，第23次写入成功
2020-12-14 00:22:37:891  vt_info数据表，第24次写入成功
2020-12-14 00:22:37:891  vt_info数据表，第25次写入成功
2020-12-14 00:22:37:907  vt_info数据表，第26次写入成功
2020-12-14 00:22:37:907  vt_info数据表，第27次写入成功
2020-12-14 00:22:37:907  vt_info数据表，第28次写入成功
2020-12-14 00:22:37:907  vt_info数据表，第29次写入成功
2020-12-14 00:22:37:922  vt_info数据表，第30次写入成功
2020-12-14 00:22:37:922  vt_info数据表，第31次写入成功
2020-12-14 00:22:37:922  vt_info数据表，第32次写入成功
2020-12-14 00:22:37:922  vt_info数据表，第33次写入成功
2020-12-14 00:22:37:922  vt_info数据表，第34次写入成功
2020-12-14 00:22:37:938  vt_info数据表，第35次写入成功
2020-12-14 00:22:37:938  vt_info数据表，第36次写入成功
2020-12-14 00:22:37:938  vt_info数据表，第37次写入成功
2020-12-14 00:22:37:938  vt_info数据表，第38次写入成功
2020-12-14 00:22:37:954  vt_info数据表，第39次写入成功
2020-12-14 00:22:37:954  vt_info数据表，第40次写入成功
2020-12-14 00:22:37:954  vt_info数据表，第41次写入成功
2020-12-14 00:22:37:954  vt_info数据表，第42次写入成功
2020-12-14 00:22:37:969  vt_info数据表，第43次写入成功
2020-12-14 00:22:37:969  vt_info数据表，第44次写入成功
2020-12-14 00:22:37:969  vt_info数据表，第45次写入成功
2020-12-14 00:22:37:969  vt_info数据表，第46次写入成功
2020-12-14 00:22:37:985  vt_info数据表，第47次写入成功
2020-12-14 00:22:37:985  motor_info数据表，第0次写入成功
2020-12-14 00:22:37:985  motor_info数据表，第1次写入成功
2020-12-14 00:22:37:985  motor_info数据表，第2次写入成功
2020-12-14 00:22:37:985  motor_info数据表，第3次写入成功
2020-12-14 00:22:37:985  motor_info数据表，第4次写入成功
2020-12-14 00:22:38:000  motor_info数据表，第5次写入成功
2020-12-14 00:22:38:000  motor_info数据表，第6次写入成功
2020-12-14 00:22:38:000  motor_info数据表，第7次写入成功
2020-12-14 00:22:38:000  motor_info数据表，第8次写入成功
2020-12-14 00:22:38:000  motor_info数据表，第9次写入成功
2020-12-14 00:22:38:000  motor_info数据表，第10次写入成功
2020-12-14 00:22:38:016  motor_info数据表，第11次写入成功
2020-12-14 00:22:38:016  motor_info数据表，第12次写入成功
2020-12-14 00:22:38:016  motor_info数据表，第13次写入成功
2020-12-14 00:22:38:016  motor_info数据表，第14次写入成功
2020-12-14 00:22:38:032  motor_info数据表，第15次写入成功
2020-12-14 00:22:38:032  数据库关闭！
