2020-12-21 21:04:48:709  收到来车信号，流水号：20201221210448，所有设备开始采集
2020-12-21 21:04:48:764  开启A/D采集
2020-12-21 21:05:14:205  收到离车信号，流水号：20201221210448，线号：14，车号：011012，主控端：1，所有设备停止采集
2020-12-21 21:05:14:229  收到停止采集命令，开始停止采集
2020-12-21 21:05:14:258  停止采集数据
2020-12-21 21:05:14:259  采集连接已断开
2020-12-21 21:05:14:261  开始数据分析和落盘
2020-12-21 21:05:18:646  vibration1完成落盘
2020-12-21 21:05:22:539  vibration2完成落盘
2020-12-21 21:05:26:803  vibration3完成落盘
2020-12-21 21:05:30:182  vibration4完成落盘
2020-12-21 21:05:33:912  vibration5完成落盘
2020-12-21 21:05:37:732  vibration6完成落盘
2020-12-21 21:05:41:082  vibration7完成落盘
2020-12-21 21:05:44:823  vibration8完成落盘
2020-12-21 21:05:48:478  magnetic1完成落盘
2020-12-21 21:05:52:716  magnetic2完成落盘
2020-12-21 21:05:56:238  magnetic3完成落盘
2020-12-21 21:06:00:084  magnetic4完成落盘
2020-12-21 21:06:03:302  temperate1完成落盘
2020-12-21 21:06:06:651  temperate2完成落盘
2020-12-21 21:06:10:429  temperate3完成落盘
2020-12-21 21:06:13:863  temperate4完成落盘
2020-12-21 21:06:13:870  开始处理数据
2020-12-21 21:06:14:428  右侧计算完成
2020-12-21 21:06:14:902  左侧计算完成
2020-12-21 21:06:14:903  检查结果数据
2020-12-21 21:06:14:905  通知桌面显示数据
2020-12-21 21:06:14:921  开始写入数据库
2020-12-21 21:06:15:058  预警及报警参数加载完成
2020-12-21 21:06:15:059  数据库打开成功
2020-12-21 21:06:15:061  train_info数据表写入成功
2020-12-21 21:06:15:062  train_onlyid读取成功
2020-12-21 21:06:15:064  train_data数据表写入成功
2020-12-21 21:06:15:066  vt_info数据表，第0次写入成功
2020-12-21 21:06:15:067  vt_info数据表，第1次写入成功
2020-12-21 21:06:15:069  vt_info数据表，第2次写入成功
2020-12-21 21:06:15:071  vt_info数据表，第3次写入成功
2020-12-21 21:06:15:072  vt_info数据表，第4次写入成功
2020-12-21 21:06:15:074  vt_info数据表，第5次写入成功
2020-12-21 21:06:15:076  vt_info数据表，第6次写入成功
2020-12-21 21:06:15:077  vt_info数据表，第7次写入成功
2020-12-21 21:06:15:079  vt_info数据表，第8次写入成功
2020-12-21 21:06:15:080  vt_info数据表，第9次写入成功
2020-12-21 21:06:15:082  vt_info数据表，第10次写入成功
2020-12-21 21:06:15:084  vt_info数据表，第11次写入成功
2020-12-21 21:06:15:085  vt_info数据表，第12次写入成功
2020-12-21 21:06:15:087  vt_info数据表，第13次写入成功
2020-12-21 21:06:15:110  vt_info数据表，第14次写入成功
2020-12-21 21:06:15:111  vt_info数据表，第15次写入成功
2020-12-21 21:06:15:113  vt_info数据表，第16次写入成功
2020-12-21 21:06:15:114  vt_info数据表，第17次写入成功
2020-12-21 21:06:15:116  vt_info数据表，第18次写入成功
2020-12-21 21:06:15:118  vt_info数据表，第19次写入成功
2020-12-21 21:06:15:119  vt_info数据表，第20次写入成功
2020-12-21 21:06:15:121  vt_info数据表，第21次写入成功
2020-12-21 21:06:15:123  vt_info数据表，第22次写入成功
2020-12-21 21:06:15:124  vt_info数据表，第23次写入成功
2020-12-21 21:06:15:126  vt_info数据表，第24次写入成功
2020-12-21 21:06:15:128  vt_info数据表，第25次写入成功
2020-12-21 21:06:15:130  vt_info数据表，第26次写入成功
2020-12-21 21:06:15:131  vt_info数据表，第27次写入成功
2020-12-21 21:06:15:153  vt_info数据表，第28次写入成功
2020-12-21 21:06:15:155  vt_info数据表，第29次写入成功
2020-12-21 21:06:15:157  vt_info数据表，第30次写入成功
2020-12-21 21:06:15:159  vt_info数据表，第31次写入成功
2020-12-21 21:06:15:160  vt_info数据表，第32次写入成功
2020-12-21 21:06:15:162  vt_info数据表，第33次写入成功
2020-12-21 21:06:15:163  vt_info数据表，第34次写入成功
2020-12-21 21:06:15:165  vt_info数据表，第35次写入成功
2020-12-21 21:06:15:167  vt_info数据表，第36次写入成功
2020-12-21 21:06:15:169  vt_info数据表，第37次写入成功
2020-12-21 21:06:15:170  vt_info数据表，第38次写入成功
2020-12-21 21:06:15:172  vt_info数据表，第39次写入成功
2020-12-21 21:06:15:194  vt_info数据表，第40次写入成功
2020-12-21 21:06:15:196  vt_info数据表，第41次写入成功
2020-12-21 21:06:15:198  vt_info数据表，第42次写入成功
2020-12-21 21:06:15:200  vt_info数据表，第43次写入成功
2020-12-21 21:06:15:201  vt_info数据表，第44次写入成功
2020-12-21 21:06:15:203  vt_info数据表，第45次写入成功
2020-12-21 21:06:15:205  vt_info数据表，第46次写入成功
2020-12-21 21:06:15:206  vt_info数据表，第47次写入成功
2020-12-21 21:06:15:208  motor_info数据表，第0次写入成功
2020-12-21 21:06:15:210  motor_info数据表，第1次写入成功
2020-12-21 21:06:15:211  motor_info数据表，第2次写入成功
2020-12-21 21:06:15:213  motor_info数据表，第3次写入成功
2020-12-21 21:06:15:247  motor_info数据表，第4次写入成功
2020-12-21 21:06:15:248  motor_info数据表，第5次写入成功
2020-12-21 21:06:15:250  motor_info数据表，第6次写入成功
2020-12-21 21:06:15:252  motor_info数据表，第7次写入成功
2020-12-21 21:06:15:253  motor_info数据表，第8次写入成功
2020-12-21 21:06:15:255  motor_info数据表，第9次写入成功
2020-12-21 21:06:15:257  motor_info数据表，第10次写入成功
2020-12-21 21:06:15:258  motor_info数据表，第11次写入成功
2020-12-21 21:06:15:260  motor_info数据表，第12次写入成功
2020-12-21 21:06:15:261  motor_info数据表，第13次写入成功
2020-12-21 21:06:15:263  motor_info数据表，第14次写入成功
2020-12-21 21:06:15:265  motor_info数据表，第15次写入成功
2020-12-21 21:06:15:266  数据库关闭！
2020-12-21 21:16:25:594  收到来车信号，流水号：20201221211625，所有设备开始采集
2020-12-21 21:16:25:649  开启A/D采集
2020-12-21 21:16:51:208  收到离车信号，流水号：20201221211625，线号：14，车号：053054，主控端：0，所有设备停止采集
2020-12-21 21:16:51:232  收到停止采集命令，开始停止采集
2020-12-21 21:16:51:261  停止采集数据
2020-12-21 21:16:51:262  采集连接已断开
2020-12-21 21:16:51:264  开始数据分析和落盘
2020-12-21 21:16:56:539  vibration1完成落盘
2020-12-21 21:17:01:135  vibration2完成落盘
2020-12-21 21:17:05:732  vibration3完成落盘
2020-12-21 21:17:10:339  vibration4完成落盘
2020-12-21 21:17:14:814  vibration5完成落盘
2020-12-21 21:17:19:279  vibration6完成落盘
2020-12-21 21:17:23:726  vibration7完成落盘
2020-12-21 21:17:28:197  vibration8完成落盘
