2020-12-17 14:03:34:477  收到来车信号，流水号：20201217140334，所有设备开始采集
2020-12-17 14:03:34:546  开启A/D采集
2020-12-17 14:03:55:971  收到离车信号，流水号：20201217140334，线号：14，车号：009010，主控端：1，所有设备停止采集
2020-12-17 14:03:56:005  收到停止采集命令，开始停止采集
2020-12-17 14:03:56:044  停止采集数据
2020-12-17 14:03:56:046  采集连接已断开
2020-12-17 14:03:56:047  开始数据分析和落盘
2020-12-17 14:04:00:654  vibration1完成落盘
2020-12-17 14:04:04:800  vibration2完成落盘
2020-12-17 14:04:08:982  vibration3完成落盘
2020-12-17 14:04:13:148  vibration4完成落盘
2020-12-17 14:04:17:364  vibration5完成落盘
2020-12-17 14:04:21:387  vibration6完成落盘
2020-12-17 14:04:25:296  vibration7完成落盘
2020-12-17 14:04:29:502  vibration8完成落盘
2020-12-17 14:04:33:777  magnetic1完成落盘
2020-12-17 14:04:37:647  magnetic2完成落盘
2020-12-17 14:04:41:854  magnetic3完成落盘
2020-12-17 14:04:46:073  magnetic4完成落盘
2020-12-17 14:04:50:034  temperate1完成落盘
2020-12-17 14:04:53:975  temperate2完成落盘
2020-12-17 14:04:57:649  temperate3完成落盘
2020-12-17 14:05:01:493  temperate4完成落盘
2020-12-17 14:05:01:498  开始处理数据
2020-12-17 14:05:02:021  右侧计算完成
2020-12-17 14:05:02:478  左侧计算完成
2020-12-17 14:05:02:480  检查结果数据
2020-12-17 14:05:02:481  通知桌面显示数据
2020-12-17 14:05:02:498  开始写入数据库
2020-12-17 14:05:02:526  预警及报警参数加载完成
2020-12-17 14:05:02:527  数据库打开成功
2020-12-17 14:05:02:529  train_info数据表写入成功
2020-12-17 14:05:02:712  train_onlyid读取成功
2020-12-17 14:05:02:714  train_data数据表写入成功
2020-12-17 14:05:02:715  vt_info数据表，第0次写入成功
2020-12-17 14:05:02:717  vt_info数据表，第1次写入成功
2020-12-17 14:05:02:718  vt_info数据表，第2次写入成功
2020-12-17 14:05:02:720  vt_info数据表，第3次写入成功
2020-12-17 14:05:02:721  vt_info数据表，第4次写入成功
2020-12-17 14:05:02:723  vt_info数据表，第5次写入成功
2020-12-17 14:05:02:724  vt_info数据表，第6次写入成功
2020-12-17 14:05:02:726  vt_info数据表，第7次写入成功
2020-12-17 14:05:02:727  vt_info数据表，第8次写入成功
2020-12-17 14:05:02:729  vt_info数据表，第9次写入成功
2020-12-17 14:05:02:731  vt_info数据表，第10次写入成功
2020-12-17 14:05:02:732  vt_info数据表，第11次写入成功
2020-12-17 14:05:02:734  vt_info数据表，第12次写入成功
2020-12-17 14:05:02:735  vt_info数据表，第13次写入成功
2020-12-17 14:05:02:737  vt_info数据表，第14次写入成功
2020-12-17 14:05:02:772  vt_info数据表，第15次写入成功
2020-12-17 14:05:02:773  vt_info数据表，第16次写入成功
2020-12-17 14:05:02:775  vt_info数据表，第17次写入成功
2020-12-17 14:05:02:777  vt_info数据表，第18次写入成功
2020-12-17 14:05:02:778  vt_info数据表，第19次写入成功
2020-12-17 14:05:02:780  vt_info数据表，第20次写入成功
2020-12-17 14:05:02:782  vt_info数据表，第21次写入成功
2020-12-17 14:05:02:783  vt_info数据表，第22次写入成功
2020-12-17 14:05:02:785  vt_info数据表，第23次写入成功
2020-12-17 14:05:02:786  vt_info数据表，第24次写入成功
2020-12-17 14:05:02:788  vt_info数据表，第25次写入成功
2020-12-17 14:05:02:790  vt_info数据表，第26次写入成功
2020-12-17 14:05:02:791  vt_info数据表，第27次写入成功
2020-12-17 14:05:02:793  vt_info数据表，第28次写入成功
2020-12-17 14:05:02:794  vt_info数据表，第29次写入成功
2020-12-17 14:05:02:827  vt_info数据表，第30次写入成功
2020-12-17 14:05:02:829  vt_info数据表，第31次写入成功
2020-12-17 14:05:02:830  vt_info数据表，第32次写入成功
2020-12-17 14:05:02:832  vt_info数据表，第33次写入成功
2020-12-17 14:05:02:833  vt_info数据表，第34次写入成功
2020-12-17 14:05:02:835  vt_info数据表，第35次写入成功
2020-12-17 14:05:02:836  vt_info数据表，第36次写入成功
2020-12-17 14:05:02:838  vt_info数据表，第37次写入成功
2020-12-17 14:05:02:840  vt_info数据表，第38次写入成功
2020-12-17 14:05:02:842  vt_info数据表，第39次写入成功
2020-12-17 14:05:02:843  vt_info数据表，第40次写入成功
2020-12-17 14:05:02:845  vt_info数据表，第41次写入成功
2020-12-17 14:05:02:846  vt_info数据表，第42次写入成功
2020-12-17 14:05:02:848  vt_info数据表，第43次写入成功
2020-12-17 14:05:02:849  vt_info数据表，第44次写入成功
2020-12-17 14:05:02:891  vt_info数据表，第45次写入成功
2020-12-17 14:05:02:893  vt_info数据表，第46次写入成功
2020-12-17 14:05:02:895  vt_info数据表，第47次写入成功
2020-12-17 14:05:02:896  motor_info数据表，第0次写入成功
2020-12-17 14:05:02:898  motor_info数据表，第1次写入成功
2020-12-17 14:05:02:900  motor_info数据表，第2次写入成功
2020-12-17 14:05:02:901  motor_info数据表，第3次写入成功
2020-12-17 14:05:02:902  motor_info数据表，第4次写入成功
2020-12-17 14:05:02:904  motor_info数据表，第5次写入成功
2020-12-17 14:05:02:905  motor_info数据表，第6次写入成功
2020-12-17 14:05:02:907  motor_info数据表，第7次写入成功
2020-12-17 14:05:02:908  motor_info数据表，第8次写入成功
2020-12-17 14:05:02:910  motor_info数据表，第9次写入成功
2020-12-17 14:05:02:911  motor_info数据表，第10次写入成功
2020-12-17 14:05:02:913  motor_info数据表，第11次写入成功
2020-12-17 14:05:02:914  motor_info数据表，第12次写入成功
2020-12-17 14:05:02:916  motor_info数据表，第13次写入成功
2020-12-17 14:05:02:917  motor_info数据表，第14次写入成功
2020-12-17 14:05:02:919  motor_info数据表，第15次写入成功
2020-12-17 14:05:02:920  数据库关闭！
2020-12-17 14:13:22:284  收到来车信号，流水号：20201217141322，所有设备开始采集
2020-12-17 14:13:22:354  开启A/D采集
2020-12-17 14:13:43:676  收到离车信号，流水号：20201217141322，线号：14，车号：043044，主控端：1，所有设备停止采集
2020-12-17 14:13:43:712  收到停止采集命令，开始停止采集
2020-12-17 14:13:43:749  停止采集数据
2020-12-17 14:13:43:751  采集连接已断开
2020-12-17 14:13:43:753  开始数据分析和落盘
2020-12-17 14:13:48:076  vibration1完成落盘
2020-12-17 14:13:51:444  vibration2完成落盘
2020-12-17 14:13:55:018  vibration3完成落盘
2020-12-17 14:13:58:733  vibration4完成落盘
2020-12-17 14:14:02:211  vibration5完成落盘
2020-12-17 14:14:05:792  vibration6完成落盘
2020-12-17 14:14:09:243  vibration7完成落盘
2020-12-17 14:14:12:691  vibration8完成落盘
2020-12-17 14:14:16:087  magnetic1完成落盘
2020-12-17 14:14:19:831  magnetic2完成落盘
2020-12-17 14:14:23:591  magnetic3完成落盘
2020-12-17 14:14:27:357  magnetic4完成落盘
2020-12-17 14:14:31:201  temperate1完成落盘
2020-12-17 14:14:34:855  temperate2完成落盘
2020-12-17 14:14:38:130  temperate3完成落盘
2020-12-17 14:14:41:170  temperate4完成落盘
2020-12-17 14:14:41:178  开始处理数据
2020-12-17 14:14:41:706  右侧计算完成
2020-12-17 14:14:42:158  左侧计算完成
2020-12-17 14:14:42:160  检查结果数据
2020-12-17 14:14:42:162  通知桌面显示数据
2020-12-17 14:14:42:179  开始写入数据库
2020-12-17 14:14:42:207  预警及报警参数加载完成
2020-12-17 14:14:42:208  数据库打开成功
2020-12-17 14:14:42:210  train_info数据表写入成功
2020-12-17 14:14:42:391  train_onlyid读取成功
2020-12-17 14:14:42:392  train_data数据表写入成功
2020-12-17 14:14:42:394  vt_info数据表，第0次写入成功
2020-12-17 14:14:42:395  vt_info数据表，第1次写入成功
2020-12-17 14:14:42:397  vt_info数据表，第2次写入成功
2020-12-17 14:14:42:398  vt_info数据表，第3次写入成功
2020-12-17 14:14:42:400  vt_info数据表，第4次写入成功
2020-12-17 14:14:42:401  vt_info数据表，第5次写入成功
2020-12-17 14:14:42:403  vt_info数据表，第6次写入成功
2020-12-17 14:14:42:404  vt_info数据表，第7次写入成功
2020-12-17 14:14:42:406  vt_info数据表，第8次写入成功
2020-12-17 14:14:42:407  vt_info数据表，第9次写入成功
2020-12-17 14:14:42:409  vt_info数据表，第10次写入成功
2020-12-17 14:14:42:411  vt_info数据表，第11次写入成功
2020-12-17 14:14:42:412  vt_info数据表，第12次写入成功
2020-12-17 14:14:42:414  vt_info数据表，第13次写入成功
2020-12-17 14:14:42:416  vt_info数据表，第14次写入成功
2020-12-17 14:14:42:418  vt_info数据表，第15次写入成功
2020-12-17 14:14:42:449  vt_info数据表，第16次写入成功
2020-12-17 14:14:42:451  vt_info数据表，第17次写入成功
2020-12-17 14:14:42:453  vt_info数据表，第18次写入成功
2020-12-17 14:14:42:454  vt_info数据表，第19次写入成功
2020-12-17 14:14:42:456  vt_info数据表，第20次写入成功
2020-12-17 14:14:42:457  vt_info数据表，第21次写入成功
2020-12-17 14:14:42:459  vt_info数据表，第22次写入成功
2020-12-17 14:14:42:461  vt_info数据表，第23次写入成功
2020-12-17 14:14:42:462  vt_info数据表，第24次写入成功
2020-12-17 14:14:42:464  vt_info数据表，第25次写入成功
2020-12-17 14:14:42:466  vt_info数据表，第26次写入成功
2020-12-17 14:14:42:467  vt_info数据表，第27次写入成功
2020-12-17 14:14:42:469  vt_info数据表，第28次写入成功
2020-12-17 14:14:42:470  vt_info数据表，第29次写入成功
2020-12-17 14:14:42:472  vt_info数据表，第30次写入成功
2020-12-17 14:14:42:474  vt_info数据表，第31次写入成功
