2020-12-15 11:02:43:297  收到来车信号，流水号：20201215110243，所有设备开始采集
2020-12-15 11:02:43:344  开启A/D采集
2020-12-15 11:03:08:907  收到离车信号，流水号：20201215110243，线号：14，车号：015016，主控端：1，所有设备停止采集
2020-12-15 11:03:08:907  收到停止采集命令，开始停止采集
2020-12-15 11:03:08:907  停止采集数据
2020-12-15 11:03:08:922  采集连接已断开
2020-12-15 11:03:08:922  开始数据分析和落盘
2020-12-15 11:03:13:969  vibration1完成落盘
2020-12-15 11:03:18:501  vibration2完成落盘
2020-12-15 11:03:23:001  vibration3完成落盘
2020-12-15 11:03:27:485  vibration4完成落盘
2020-12-15 11:03:31:813  vibration5完成落盘
2020-12-15 11:03:35:938  vibration6完成落盘
2020-12-15 11:03:40:250  vibration7完成落盘
2020-12-15 11:03:44:578  vibration8完成落盘
2020-12-15 11:03:48:860  magnetic1完成落盘
2020-12-15 11:03:53:266  magnetic2完成落盘
2020-12-15 11:03:57:766  magnetic3完成落盘
2020-12-15 11:04:02:029  magnetic4完成落盘
2020-12-15 11:04:06:262  temperate1完成落盘
2020-12-15 11:04:10:341  temperate2完成落盘
2020-12-15 11:04:14:653  temperate3完成落盘
2020-12-15 11:04:18:919  temperate4完成落盘
2020-12-15 11:04:18:934  开始处理数据
2020-12-15 11:04:19:575  右侧计算完成
2020-12-15 11:04:20:075  左侧计算完成
2020-12-15 11:04:20:075  检查结果数据
2020-12-15 11:04:20:075  通知桌面显示数据
2020-12-15 11:04:20:091  开始写入数据库
2020-12-15 11:04:20:106  预警及报警参数加载完成
2020-12-15 11:04:20:106  数据库打开成功
2020-12-15 11:04:20:106  train_info数据表写入成功
2020-12-15 11:04:20:169  train_onlyid读取成功
2020-12-15 11:04:20:169  train_data数据表写入成功
2020-12-15 11:04:20:184  vt_info数据表，第0次写入成功
2020-12-15 11:04:20:184  vt_info数据表，第1次写入成功
2020-12-15 11:04:20:184  vt_info数据表，第2次写入成功
2020-12-15 11:04:20:184  vt_info数据表，第3次写入成功
2020-12-15 11:04:20:200  vt_info数据表，第4次写入成功
2020-12-15 11:04:20:200  vt_info数据表，第5次写入成功
