2020-12-24 15:01:20:599  收到来车信号，流水号：20201224150120，所有设备开始采集
2020-12-24 15:01:20:636  开启A/D采集
2020-12-24 15:01:46:291  收到离车信号，流水号：20201224150120，线号：14，车号：053054，主控端：0，所有设备停止采集
2020-12-24 15:01:46:293  收到停止采集命令，开始停止采集
2020-12-24 15:01:46:296  停止采集数据
2020-12-24 15:01:46:299  采集连接已断开
2020-12-24 15:01:46:301  开始数据分析和落盘
2020-12-24 15:01:50:750  vibration1完成落盘
2020-12-24 15:01:54:072  vibration2完成落盘
2020-12-24 15:01:57:645  vibration3完成落盘
2020-12-24 15:02:01:534  vibration4完成落盘
2020-12-24 15:02:05:245  vibration5完成落盘
2020-12-24 15:02:08:906  vibration6完成落盘
2020-12-24 15:02:12:544  vibration7完成落盘
2020-12-24 15:02:16:221  vibration8完成落盘
2020-12-24 15:02:20:250  magnetic1完成落盘
2020-12-24 15:02:23:997  magnetic2完成落盘
2020-12-24 15:02:27:842  magnetic3完成落盘
2020-12-24 15:02:31:652  magnetic4完成落盘
2020-12-24 15:02:35:503  temperate1完成落盘
2020-12-24 15:02:39:083  temperate2完成落盘
2020-12-24 15:02:42:480  temperate3完成落盘
2020-12-24 15:02:45:638  temperate4完成落盘
2020-12-24 15:02:45:648  开始处理数据
2020-12-24 15:02:46:263  右侧计算完成
2020-12-24 15:02:46:716  左侧计算完成
2020-12-24 15:02:46:717  检查结果数据
2020-12-24 15:02:46:719  通知桌面显示数据
2020-12-24 15:02:46:736  开始写入数据库
2020-12-24 15:02:46:754  预警及报警参数加载完成
2020-12-24 15:02:46:756  数据库打开成功
2020-12-24 15:02:46:758  train_info数据表写入成功
2020-12-24 15:02:46:819  train_onlyid读取成功
2020-12-24 15:02:46:824  train_data数据表写入成功
2020-12-24 15:02:46:828  vt_info数据表，第0次写入成功
2020-12-24 15:02:46:831  vt_info数据表，第1次写入成功
2020-12-24 15:02:46:835  vt_info数据表，第2次写入成功
2020-12-24 15:02:46:839  vt_info数据表，第3次写入成功
2020-12-24 15:02:46:842  vt_info数据表，第4次写入成功
2020-12-24 15:02:46:846  vt_info数据表，第5次写入成功
2020-12-24 15:02:46:850  vt_info数据表，第6次写入成功
2020-12-24 15:02:46:853  vt_info数据表，第7次写入成功
2020-12-24 15:02:46:857  vt_info数据表，第8次写入成功
2020-12-24 15:02:46:861  vt_info数据表，第9次写入成功
2020-12-24 15:02:46:864  vt_info数据表，第10次写入成功
2020-12-24 15:02:46:868  vt_info数据表，第11次写入成功
2020-12-24 15:02:46:872  vt_info数据表，第12次写入成功
2020-12-24 15:02:46:876  vt_info数据表，第13次写入成功
2020-12-24 15:02:46:879  vt_info数据表，第14次写入成功
2020-12-24 15:02:46:883  vt_info数据表，第15次写入成功
2020-12-24 15:02:46:888  vt_info数据表，第16次写入成功
2020-12-24 15:02:46:890  vt_info数据表，第17次写入成功
2020-12-24 15:02:46:894  vt_info数据表，第18次写入成功
2020-12-24 15:02:46:898  vt_info数据表，第19次写入成功
2020-12-24 15:02:46:901  vt_info数据表，第20次写入成功
2020-12-24 15:02:46:906  vt_info数据表，第21次写入成功
2020-12-24 15:02:46:910  vt_info数据表，第22次写入成功
2020-12-24 15:02:46:913  vt_info数据表，第23次写入成功
2020-12-24 15:02:46:917  vt_info数据表，第24次写入成功
2020-12-24 15:02:46:920  vt_info数据表，第25次写入成功
2020-12-24 15:02:46:924  vt_info数据表，第26次写入成功
2020-12-24 15:02:46:928  vt_info数据表，第27次写入成功
2020-12-24 15:02:46:932  vt_info数据表，第28次写入成功
2020-12-24 15:02:46:935  vt_info数据表，第29次写入成功
2020-12-24 15:02:46:939  vt_info数据表，第30次写入成功
2020-12-24 15:02:46:943  vt_info数据表，第31次写入成功
2020-12-24 15:02:46:947  vt_info数据表，第32次写入成功
2020-12-24 15:02:46:950  vt_info数据表，第33次写入成功
2020-12-24 15:02:46:954  vt_info数据表，第34次写入成功
2020-12-24 15:02:46:957  vt_info数据表，第35次写入成功
2020-12-24 15:02:46:961  vt_info数据表，第36次写入成功
2020-12-24 15:02:46:965  vt_info数据表，第37次写入成功
2020-12-24 15:02:46:969  vt_info数据表，第38次写入成功
2020-12-24 15:02:46:972  vt_info数据表，第39次写入成功
2020-12-24 15:02:46:976  vt_info数据表，第40次写入成功
2020-12-24 15:02:46:980  vt_info数据表，第41次写入成功
2020-12-24 15:02:46:983  vt_info数据表，第42次写入成功
2020-12-24 15:02:46:987  vt_info数据表，第43次写入成功
2020-12-24 15:02:46:991  vt_info数据表，第44次写入成功
2020-12-24 15:02:46:994  vt_info数据表，第45次写入成功
2020-12-24 15:02:46:998  vt_info数据表，第46次写入成功
2020-12-24 15:02:47:002  vt_info数据表，第47次写入成功
2020-12-24 15:02:47:004  motor_info数据表，第0次写入成功
2020-12-24 15:02:47:007  motor_info数据表，第1次写入成功
2020-12-24 15:02:47:010  motor_info数据表，第2次写入成功
2020-12-24 15:02:47:013  motor_info数据表，第3次写入成功
2020-12-24 15:02:47:015  motor_info数据表，第4次写入成功
2020-12-24 15:02:47:018  motor_info数据表，第5次写入成功
2020-12-24 15:02:47:020  motor_info数据表，第6次写入成功
2020-12-24 15:02:47:023  motor_info数据表，第7次写入成功
2020-12-24 15:02:47:026  motor_info数据表，第8次写入成功
2020-12-24 15:02:47:029  motor_info数据表，第9次写入成功
2020-12-24 15:02:47:031  motor_info数据表，第10次写入成功
2020-12-24 15:02:47:034  motor_info数据表，第11次写入成功
2020-12-24 15:02:47:037  motor_info数据表，第12次写入成功
2020-12-24 15:02:47:039  motor_info数据表，第13次写入成功
2020-12-24 15:02:47:042  motor_info数据表，第14次写入成功
2020-12-24 15:02:47:056  motor_info数据表，第15次写入成功
2020-12-24 15:02:47:058  数据库关闭！
2020-12-24 15:11:36:093  收到来车信号，流水号：20201224151136，所有设备开始采集
2020-12-24 15:11:36:128  开启A/D采集
2020-12-24 15:12:01:876  收到离车信号，流水号：20201224151136，线号：14，车号：015016，主控端：1，所有设备停止采集
2020-12-24 15:12:01:878  收到停止采集命令，开始停止采集
2020-12-24 15:12:01:884  停止采集数据
2020-12-24 15:12:01:886  采集连接已断开
2020-12-24 15:12:01:888  开始数据分析和落盘
2020-12-24 15:12:06:599  vibration1完成落盘
2020-12-24 15:12:10:904  vibration2完成落盘
2020-12-24 15:12:15:280  vibration3完成落盘
2020-12-24 15:12:19:320  vibration4完成落盘
2020-12-24 15:12:23:284  vibration5完成落盘
2020-12-24 15:12:27:333  vibration6完成落盘
2020-12-24 15:12:31:676  vibration7完成落盘
2020-12-24 15:12:35:436  vibration8完成落盘
2020-12-24 15:12:39:392  magnetic1完成落盘
2020-12-24 15:12:43:051  magnetic2完成落盘
2020-12-24 15:12:47:093  magnetic3完成落盘
2020-12-24 15:12:50:994  magnetic4完成落盘
2020-12-24 15:12:54:980  temperate1完成落盘
2020-12-24 15:12:59:213  temperate2完成落盘
2020-12-24 15:13:03:167  temperate3完成落盘
2020-12-24 15:13:06:860  temperate4完成落盘
2020-12-24 15:13:06:869  开始处理数据
2020-12-24 15:13:07:499  右侧计算完成
2020-12-24 15:13:08:026  左侧计算完成
2020-12-24 15:13:08:028  检查结果数据
