2020-12-19 17:06:18:242  收到来车信号，流水号：20201219170618，所有设备开始采集
2020-12-19 17:06:18:311  开启A/D采集
2020-12-19 17:06:39:722  收到离车信号，流水号：20201219170618，线号：14，车号：033034，主控端：1，所有设备停止采集
2020-12-19 17:06:39:756  收到停止采集命令，开始停止采集
2020-12-19 17:06:39:791  停止采集数据
2020-12-19 17:06:39:793  采集连接已断开
2020-12-19 17:06:39:795  开始数据分析和落盘
2020-12-19 17:06:44:633  vibration1完成落盘
2020-12-19 17:06:48:843  vibration2完成落盘
2020-12-19 17:06:52:959  vibration3完成落盘
2020-12-19 17:06:57:186  vibration4完成落盘
2020-12-19 17:07:01:290  vibration5完成落盘
2020-12-19 17:07:05:538  vibration6完成落盘
2020-12-19 17:07:09:783  vibration7完成落盘
2020-12-19 17:07:13:990  vibration8完成落盘
2020-12-19 17:07:18:207  magnetic1完成落盘
2020-12-19 17:07:22:437  magnetic2完成落盘
2020-12-19 17:07:26:644  magnetic3完成落盘
2020-12-19 17:07:30:829  magnetic4完成落盘
2020-12-19 17:07:34:852  temperate1完成落盘
2020-12-19 17:07:38:895  temperate2完成落盘
2020-12-19 17:07:42:841  temperate3完成落盘
2020-12-19 17:07:46:814  temperate4完成落盘
2020-12-19 17:07:46:822  开始处理数据
2020-12-19 17:07:47:381  右侧计算完成
2020-12-19 17:07:47:840  左侧计算完成
2020-12-19 17:07:47:841  检查结果数据
2020-12-19 17:07:47:843  通知桌面显示数据
2020-12-19 17:07:47:859  开始写入数据库
2020-12-19 17:07:47:888  预警及报警参数加载完成
2020-12-19 17:07:47:890  数据库打开成功
2020-12-19 17:07:47:891  train_info数据表写入成功
2020-12-19 17:07:48:074  train_onlyid读取成功
2020-12-19 17:07:48:075  train_data数据表写入成功
2020-12-19 17:07:48:077  vt_info数据表，第0次写入成功
2020-12-19 17:07:48:079  vt_info数据表，第1次写入成功
2020-12-19 17:07:48:080  vt_info数据表，第2次写入成功
2020-12-19 17:07:48:082  vt_info数据表，第3次写入成功
2020-12-19 17:07:48:083  vt_info数据表，第4次写入成功
2020-12-19 17:07:48:085  vt_info数据表，第5次写入成功
2020-12-19 17:07:48:086  vt_info数据表，第6次写入成功
2020-12-19 17:07:48:088  vt_info数据表，第7次写入成功
2020-12-19 17:07:48:090  vt_info数据表，第8次写入成功
2020-12-19 17:07:48:091  vt_info数据表，第9次写入成功
2020-12-19 17:07:48:093  vt_info数据表，第10次写入成功
2020-12-19 17:07:48:095  vt_info数据表，第11次写入成功
2020-12-19 17:07:48:096  vt_info数据表，第12次写入成功
2020-12-19 17:07:48:098  vt_info数据表，第13次写入成功
2020-12-19 17:07:48:099  vt_info数据表，第14次写入成功
2020-12-19 17:07:48:101  vt_info数据表，第15次写入成功
2020-12-19 17:07:48:134  vt_info数据表，第16次写入成功
2020-12-19 17:07:48:135  vt_info数据表，第17次写入成功
2020-12-19 17:07:48:137  vt_info数据表，第18次写入成功
2020-12-19 17:07:48:138  vt_info数据表，第19次写入成功
2020-12-19 17:07:48:140  vt_info数据表，第20次写入成功
2020-12-19 17:07:48:142  vt_info数据表，第21次写入成功
2020-12-19 17:07:48:143  vt_info数据表，第22次写入成功
2020-12-19 17:07:48:145  vt_info数据表，第23次写入成功
