2020-12-14 09:02:33:992  收到来车信号，流水号：20201214090233，所有设备开始采集
2020-12-14 09:02:34:024  开启A/D采集
2020-12-14 09:02:59:602  收到离车信号，流水号：20201214090233，线号：14，车号：027028，主控端：0，所有设备停止采集
2020-12-14 09:02:59:602  收到停止采集命令，开始停止采集
2020-12-14 09:02:59:602  停止采集数据
2020-12-14 09:02:59:618  采集连接已断开
2020-12-14 09:02:59:618  开始数据分析和落盘
2020-12-14 09:03:04:508  vibration1完成落盘
2020-12-14 09:03:08:586  vibration2完成落盘
2020-12-14 09:03:12:727  vibration3完成落盘
2020-12-14 09:03:16:789  vibration4完成落盘
2020-12-14 09:03:20:805  vibration5完成落盘
2020-12-14 09:03:25:102  vibration6完成落盘
2020-12-14 09:03:29:336  vibration7完成落盘
2020-12-14 09:03:33:415  vibration8完成落盘
2020-12-14 09:03:37:696  magnetic1完成落盘
2020-12-14 09:03:42:118  magnetic2完成落盘
2020-12-14 09:03:46:212  magnetic3完成落盘
2020-12-14 09:03:50:712  magnetic4完成落盘
2020-12-14 09:03:54:899  temperate1完成落盘
2020-12-14 09:03:58:821  temperate2完成落盘
2020-12-14 09:04:02:977  temperate3完成落盘
2020-12-14 09:04:07:149  temperate4完成落盘
2020-12-14 09:04:07:165  开始处理数据
2020-12-14 09:04:07:790  右侧计算完成
2020-12-14 09:04:08:321  左侧计算完成
2020-12-14 09:04:08:321  检查结果数据
2020-12-14 09:04:08:321  通知桌面显示数据
2020-12-14 09:04:08:337  开始写入数据库
2020-12-14 09:04:08:368  预警及报警参数加载完成
2020-12-14 09:04:08:368  数据库打开成功
2020-12-14 09:04:08:368  train_info数据表写入成功
2020-12-14 09:04:08:430  train_onlyid读取成功
2020-12-14 09:04:08:430  train_data数据表写入成功
2020-12-14 09:04:08:430  vt_info数据表，第0次写入成功
2020-12-14 09:04:08:430  vt_info数据表，第1次写入成功
2020-12-14 09:04:08:446  vt_info数据表，第2次写入成功
2020-12-14 09:04:08:446  vt_info数据表，第3次写入成功
2020-12-14 09:04:08:446  vt_info数据表，第4次写入成功
2020-12-14 09:04:08:446  vt_info数据表，第5次写入成功
2020-12-14 09:04:08:462  vt_info数据表，第6次写入成功
2020-12-14 09:04:08:462  vt_info数据表，第7次写入成功
2020-12-14 09:04:08:462  vt_info数据表，第8次写入成功
2020-12-14 09:04:08:462  vt_info数据表，第9次写入成功
2020-12-14 09:04:08:462  vt_info数据表，第10次写入成功
