2020-12-15 16:01:17:439  收到来车信号，流水号：20201215160117，所有设备开始采集
2020-12-15 16:01:17:470  开启A/D采集
2020-12-15 16:01:42:939  收到离车信号，流水号：20201215160117，线号：14，车号：015016，主控端：1，所有设备停止采集
2020-12-15 16:01:42:939  收到停止采集命令，开始停止采集
2020-12-15 16:01:42:955  停止采集数据
2020-12-15 16:01:42:955  采集连接已断开
2020-12-15 16:01:42:955  开始数据分析和落盘
2020-12-15 16:01:48:017  vibration1完成落盘
2020-12-15 16:01:52:298  vibration2完成落盘
2020-12-15 16:01:56:814  vibration3完成落盘
2020-12-15 16:02:01:173  vibration4完成落盘
2020-12-15 16:02:05:470  vibration5完成落盘
2020-12-15 16:02:09:314  vibration6完成落盘
2020-12-15 16:02:13:611  vibration7完成落盘
2020-12-15 16:02:17:752  vibration8完成落盘
2020-12-15 16:02:22:049  magnetic1完成落盘
2020-12-15 16:02:26:517  magnetic2完成落盘
2020-12-15 16:02:30:689  magnetic3完成落盘
2020-12-15 16:02:34:861  magnetic4完成落盘
2020-12-15 16:02:38:939  temperate1完成落盘
2020-12-15 16:02:43:174  temperate2完成落盘
2020-12-15 16:02:47:408  temperate3完成落盘
2020-12-15 16:02:51:580  temperate4完成落盘
2020-12-15 16:02:51:596  开始处理数据
2020-12-15 16:02:52:205  右侧计算完成
2020-12-15 16:02:52:627  左侧计算完成
2020-12-15 16:02:52:642  检查结果数据
2020-12-15 16:02:52:642  通知桌面显示数据
2020-12-15 16:02:52:658  开始写入数据库
2020-12-15 16:02:52:674  预警及报警参数加载完成
2020-12-15 16:02:52:674  数据库打开成功
2020-12-15 16:02:52:674  train_info数据表写入成功
2020-12-15 16:02:52:736  train_onlyid读取成功
2020-12-15 16:02:52:736  train_data数据表写入成功
2020-12-15 16:02:52:752  vt_info数据表，第0次写入成功
2020-12-15 16:02:52:752  vt_info数据表，第1次写入成功
2020-12-15 16:02:52:752  vt_info数据表，第2次写入成功
2020-12-15 16:02:52:752  vt_info数据表，第3次写入成功
2020-12-15 16:02:52:752  vt_info数据表，第4次写入成功
2020-12-15 16:02:52:767  vt_info数据表，第5次写入成功
2020-12-15 16:02:52:767  vt_info数据表，第6次写入成功
2020-12-15 16:02:52:767  vt_info数据表，第7次写入成功
2020-12-15 16:02:52:767  vt_info数据表，第8次写入成功
2020-12-15 16:02:52:783  vt_info数据表，第9次写入成功
2020-12-15 16:02:52:783  vt_info数据表，第10次写入成功
2020-12-15 16:02:52:783  vt_info数据表，第11次写入成功
2020-12-15 16:02:52:783  vt_info数据表，第12次写入成功
2020-12-15 16:02:52:799  vt_info数据表，第13次写入成功
2020-12-15 16:02:52:799  vt_info数据表，第14次写入成功
2020-12-15 16:02:52:799  vt_info数据表，第15次写入成功
2020-12-15 16:02:52:799  vt_info数据表，第16次写入成功
2020-12-15 16:02:52:799  vt_info数据表，第17次写入成功
2020-12-15 16:02:52:814  vt_info数据表，第18次写入成功
2020-12-15 16:02:52:814  vt_info数据表，第19次写入成功
2020-12-15 16:02:52:814  vt_info数据表，第20次写入成功
2020-12-15 16:02:52:814  vt_info数据表，第21次写入成功
2020-12-15 16:02:52:830  vt_info数据表，第22次写入成功
2020-12-15 16:02:52:830  vt_info数据表，第23次写入成功
2020-12-15 16:02:52:830  vt_info数据表，第24次写入成功
2020-12-15 16:02:52:830  vt_info数据表，第25次写入成功
2020-12-15 16:02:52:830  vt_info数据表，第26次写入成功
2020-12-15 16:02:52:846  vt_info数据表，第27次写入成功
2020-12-15 16:02:52:846  vt_info数据表，第28次写入成功
2020-12-15 16:02:52:846  vt_info数据表，第29次写入成功
2020-12-15 16:02:52:846  vt_info数据表，第30次写入成功
2020-12-15 16:02:52:861  vt_info数据表，第31次写入成功
2020-12-15 16:02:52:861  vt_info数据表，第32次写入成功
2020-12-15 16:02:52:861  vt_info数据表，第33次写入成功
2020-12-15 16:02:52:861  vt_info数据表，第34次写入成功
2020-12-15 16:02:52:877  vt_info数据表，第35次写入成功
2020-12-15 16:02:52:877  vt_info数据表，第36次写入成功
2020-12-15 16:02:52:877  vt_info数据表，第37次写入成功
2020-12-15 16:02:52:877  vt_info数据表，第38次写入成功
2020-12-15 16:02:52:877  vt_info数据表，第39次写入成功
2020-12-15 16:02:52:892  vt_info数据表，第40次写入成功
2020-12-15 16:02:52:892  vt_info数据表，第41次写入成功
2020-12-15 16:02:52:892  vt_info数据表，第42次写入成功
2020-12-15 16:02:52:892  vt_info数据表，第43次写入成功
2020-12-15 16:02:52:908  vt_info数据表，第44次写入成功
2020-12-15 16:02:52:908  vt_info数据表，第45次写入成功
2020-12-15 16:02:52:908  vt_info数据表，第46次写入成功
2020-12-15 16:02:52:908  vt_info数据表，第47次写入成功
2020-12-15 16:02:52:908  motor_info数据表，第0次写入成功
2020-12-15 16:02:52:924  motor_info数据表，第1次写入成功
2020-12-15 16:02:52:924  motor_info数据表，第2次写入成功
2020-12-15 16:02:52:924  motor_info数据表，第3次写入成功
2020-12-15 16:02:52:924  motor_info数据表，第4次写入成功
2020-12-15 16:02:52:924  motor_info数据表，第5次写入成功
2020-12-15 16:02:52:924  motor_info数据表，第6次写入成功
2020-12-15 16:02:52:939  motor_info数据表，第7次写入成功
2020-12-15 16:02:52:939  motor_info数据表，第8次写入成功
2020-12-15 16:02:52:939  motor_info数据表，第9次写入成功
2020-12-15 16:02:52:939  motor_info数据表，第10次写入成功
2020-12-15 16:02:52:939  motor_info数据表，第11次写入成功
2020-12-15 16:02:52:955  motor_info数据表，第12次写入成功
2020-12-15 16:02:52:955  motor_info数据表，第13次写入成功
2020-12-15 16:02:52:955  motor_info数据表，第14次写入成功
2020-12-15 16:02:52:971  motor_info数据表，第15次写入成功
2020-12-15 16:02:52:971  数据库关闭！
2020-12-15 16:11:46:318  收到来车信号，流水号：20201215161146，所有设备开始采集
2020-12-15 16:11:46:349  开启A/D采集
2020-12-15 16:12:11:677  收到离车信号，流水号：20201215161146，线号：14，车号：057058，主控端：0，所有设备停止采集
2020-12-15 16:12:11:677  收到停止采集命令，开始停止采集
2020-12-15 16:12:11:677  停止采集数据
2020-12-15 16:12:11:693  采集连接已断开
2020-12-15 16:12:11:693  开始数据分析和落盘
2020-12-15 16:12:16:802  vibration1完成落盘
2020-12-15 16:12:21:208  vibration2完成落盘
2020-12-15 16:12:25:693  vibration3完成落盘
2020-12-15 16:12:30:193  vibration4完成落盘
2020-12-15 16:12:34:490  vibration5完成落盘
2020-12-15 16:12:38:740  vibration6完成落盘
2020-12-15 16:12:42:959  vibration7完成落盘
2020-12-15 16:12:47:287  vibration8完成落盘
2020-12-15 16:12:51:365  magnetic1完成落盘
2020-12-15 16:12:55:865  magnetic2完成落盘
2020-12-15 16:13:00:318  magnetic3完成落盘
2020-12-15 16:13:04:506  magnetic4完成落盘
2020-12-15 16:13:08:758  temperate1完成落盘
2020-12-15 16:13:12:992  temperate2完成落盘
2020-12-15 16:13:16:774  temperate3完成落盘
2020-12-15 16:13:20:883  temperate4完成落盘
2020-12-15 16:13:20:899  开始处理数据
2020-12-15 16:13:21:227  右侧计算完成
2020-12-15 16:13:21:445  左侧计算完成
2020-12-15 16:13:21:445  检查结果数据
2020-12-15 16:13:21:445  通知桌面显示数据
2020-12-15 16:13:21:461  开始写入数据库
2020-12-15 16:13:21:477  预警及报警参数加载完成
2020-12-15 16:13:21:492  数据库打开成功
2020-12-15 16:13:21:492  train_info数据表写入成功
2020-12-15 16:13:21:555  train_onlyid读取成功
2020-12-15 16:13:21:555  train_data数据表写入成功
2020-12-15 16:13:21:555  vt_info数据表，第0次写入成功
2020-12-15 16:13:21:555  vt_info数据表，第1次写入成功
2020-12-15 16:13:21:570  vt_info数据表，第2次写入成功
2020-12-15 16:13:21:570  vt_info数据表，第3次写入成功
2020-12-15 16:13:21:570  vt_info数据表，第4次写入成功
2020-12-15 16:13:21:570  vt_info数据表，第5次写入成功
2020-12-15 16:13:21:586  vt_info数据表，第6次写入成功
2020-12-15 16:13:21:586  vt_info数据表，第7次写入成功
2020-12-15 16:13:21:586  vt_info数据表，第8次写入成功
2020-12-15 16:13:21:586  vt_info数据表，第9次写入成功
2020-12-15 16:13:21:586  vt_info数据表，第10次写入成功
2020-12-15 16:13:21:602  vt_info数据表，第11次写入成功
2020-12-15 16:13:21:602  vt_info数据表，第12次写入成功
2020-12-15 16:13:21:602  vt_info数据表，第13次写入成功
2020-12-15 16:13:21:602  vt_info数据表，第14次写入成功
2020-12-15 16:13:21:617  vt_info数据表，第15次写入成功
2020-12-15 16:13:21:617  vt_info数据表，第16次写入成功
2020-12-15 16:13:21:617  vt_info数据表，第17次写入成功
2020-12-15 16:13:21:617  vt_info数据表，第18次写入成功
2020-12-15 16:13:21:633  vt_info数据表，第19次写入成功
2020-12-15 16:13:21:633  vt_info数据表，第20次写入成功
2020-12-15 16:13:21:633  vt_info数据表，第21次写入成功
2020-12-15 16:13:21:633  vt_info数据表，第22次写入成功
2020-12-15 16:13:21:633  vt_info数据表，第23次写入成功
2020-12-15 16:13:21:649  vt_info数据表，第24次写入成功
2020-12-15 16:13:21:649  vt_info数据表，第25次写入成功
2020-12-15 16:13:21:649  vt_info数据表，第26次写入成功
2020-12-15 16:13:21:649  vt_info数据表，第27次写入成功
2020-12-15 16:13:21:664  vt_info数据表，第28次写入成功
2020-12-15 16:13:21:664  vt_info数据表，第29次写入成功
2020-12-15 16:13:21:664  vt_info数据表，第30次写入成功
2020-12-15 16:13:21:664  vt_info数据表，第31次写入成功
2020-12-15 16:13:21:680  vt_info数据表，第32次写入成功
2020-12-15 16:13:21:680  vt_info数据表，第33次写入成功
2020-12-15 16:13:21:680  vt_info数据表，第34次写入成功
2020-12-15 16:13:21:680  vt_info数据表，第35次写入成功
2020-12-15 16:13:21:695  vt_info数据表，第36次写入成功
2020-12-15 16:13:21:695  vt_info数据表，第37次写入成功
2020-12-15 16:13:21:695  vt_info数据表，第38次写入成功
2020-12-15 16:13:21:695  vt_info数据表，第39次写入成功
2020-12-15 16:13:21:695  vt_info数据表，第40次写入成功
2020-12-15 16:13:21:711  vt_info数据表，第41次写入成功
2020-12-15 16:13:21:711  vt_info数据表，第42次写入成功
2020-12-15 16:13:21:711  vt_info数据表，第43次写入成功
2020-12-15 16:13:21:711  vt_info数据表，第44次写入成功
2020-12-15 16:13:21:727  vt_info数据表，第45次写入成功
2020-12-15 16:13:21:727  vt_info数据表，第46次写入成功
2020-12-15 16:13:21:727  vt_info数据表，第47次写入成功
2020-12-15 16:13:21:727  motor_info数据表，第0次写入成功
2020-12-15 16:13:21:727  motor_info数据表，第1次写入成功
2020-12-15 16:13:21:742  motor_info数据表，第2次写入成功
2020-12-15 16:13:21:742  motor_info数据表，第3次写入成功
2020-12-15 16:13:21:742  motor_info数据表，第4次写入成功
2020-12-15 16:13:21:742  motor_info数据表，第5次写入成功
2020-12-15 16:13:21:742  motor_info数据表，第6次写入成功
2020-12-15 16:13:21:742  motor_info数据表，第7次写入成功
2020-12-15 16:13:21:758  motor_info数据表，第8次写入成功
2020-12-15 16:13:21:758  motor_info数据表，第9次写入成功
2020-12-15 16:13:21:758  motor_info数据表，第10次写入成功
2020-12-15 16:13:21:758  motor_info数据表，第11次写入成功
2020-12-15 16:13:21:758  motor_info数据表，第12次写入成功
2020-12-15 16:13:21:774  motor_info数据表，第13次写入成功
2020-12-15 16:13:21:774  motor_info数据表，第14次写入成功
2020-12-15 16:13:21:789  motor_info数据表，第15次写入成功
2020-12-15 16:13:21:789  数据库关闭！
2020-12-15 16:21:47:971  收到来车信号，流水号：20201215162147，所有设备开始采集
2020-12-15 16:21:48:002  开启A/D采集
2020-12-15 16:22:13:471  收到离车信号，流水号：20201215162147，线号：14，车号：031032，主控端：1，所有设备停止采集
2020-12-15 16:22:13:471  收到停止采集命令，开始停止采集
2020-12-15 16:22:13:471  停止采集数据
2020-12-15 16:22:13:471  采集连接已断开
2020-12-15 16:22:13:487  开始数据分析和落盘
2020-12-15 16:22:18:455  vibration1完成落盘
2020-12-15 16:22:22:846  vibration2完成落盘
2020-12-15 16:22:27:127  vibration3完成落盘
2020-12-15 16:22:31:612  vibration4完成落盘
2020-12-15 16:22:36:049  vibration5完成落盘
2020-12-15 16:22:40:299  vibration6完成落盘
2020-12-15 16:22:44:487  vibration7完成落盘
2020-12-15 16:22:48:830  vibration8完成落盘
2020-12-15 16:22:53:237  magnetic1完成落盘
2020-12-15 16:22:57:721  magnetic2完成落盘
2020-12-15 16:23:01:862  magnetic3完成落盘
2020-12-15 16:23:06:362  magnetic4完成落盘
2020-12-15 16:23:10:643  temperate1完成落盘
2020-12-15 16:23:14:721  temperate2完成落盘
2020-12-15 16:23:18:737  temperate3完成落盘
2020-12-15 16:23:23:034  temperate4完成落盘
2020-12-15 16:23:23:034  开始处理数据
2020-12-15 16:23:23:674  右侧计算完成
2020-12-15 16:23:24:190  左侧计算完成
2020-12-15 16:23:24:190  检查结果数据
2020-12-15 16:23:24:190  通知桌面显示数据
2020-12-15 16:23:24:206  开始写入数据库
2020-12-15 16:23:24:237  预警及报警参数加载完成
2020-12-15 16:23:24:237  数据库打开成功
2020-12-15 16:23:24:237  train_info数据表写入成功
2020-12-15 16:23:24:299  train_onlyid读取成功
2020-12-15 16:23:24:299  train_data数据表写入成功
2020-12-15 16:23:24:299  vt_info数据表，第0次写入成功
2020-12-15 16:23:24:315  vt_info数据表，第1次写入成功
2020-12-15 16:23:24:315  vt_info数据表，第2次写入成功
2020-12-15 16:23:24:315  vt_info数据表，第3次写入成功
2020-12-15 16:23:24:315  vt_info数据表，第4次写入成功
2020-12-15 16:23:24:331  vt_info数据表，第5次写入成功
2020-12-15 16:23:24:331  vt_info数据表，第6次写入成功
2020-12-15 16:23:24:331  vt_info数据表，第7次写入成功
2020-12-15 16:23:24:331  vt_info数据表，第8次写入成功
2020-12-15 16:23:24:331  vt_info数据表，第9次写入成功
2020-12-15 16:23:24:346  vt_info数据表，第10次写入成功
2020-12-15 16:23:24:346  vt_info数据表，第11次写入成功
2020-12-15 16:23:24:346  vt_info数据表，第12次写入成功
2020-12-15 16:23:24:346  vt_info数据表，第13次写入成功
