2020-12-10 17:03:59:338  收到来车信号，流水号：20201210170359，所有设备开始采集
2020-12-10 17:03:59:411  开启A/D采集
2020-12-10 17:04:32:236  收到离车信号，流水号：20201210170359，线号：21，车号：043044，主控端：1，所有设备停止采集
2020-12-10 17:04:32:265  收到停止采集命令，开始停止采集
2020-12-10 17:04:32:294  停止采集数据
2020-12-10 17:04:32:296  采集连接已断开
2020-12-10 17:04:32:298  开始数据分析和落盘
2020-12-10 17:04:38:745  vibration1完成落盘
2020-12-10 17:04:43:973  vibration2完成落盘
2020-12-10 17:04:49:045  vibration3完成落盘
2020-12-10 17:04:54:430  vibration4完成落盘
2020-12-10 17:04:59:882  vibration5完成落盘
2020-12-10 17:05:04:650  vibration6完成落盘
2020-12-10 17:05:09:774  vibration7完成落盘
2020-12-10 17:05:15:258  vibration8完成落盘
2020-12-10 17:05:21:389  magnetic1完成落盘
2020-12-10 17:05:27:231  magnetic2完成落盘
2020-12-10 17:05:33:123  magnetic3完成落盘
2020-12-10 17:05:38:976  magnetic4完成落盘
2020-12-10 17:05:44:455  temperate1完成落盘
2020-12-10 17:05:49:884  temperate2完成落盘
2020-12-10 17:05:54:977  temperate3完成落盘
2020-12-10 17:05:59:775  temperate4完成落盘
2020-12-10 17:05:59:784  开始处理数据
2020-12-10 17:06:00:471  右侧计算完成
2020-12-10 17:06:01:071  左侧计算完成
2020-12-10 17:06:01:073  检查结果数据
2020-12-10 17:06:01:075  通知桌面显示数据
2020-12-10 17:06:01:091  开始写入数据库
2020-12-10 17:06:01:120  预警及报警参数加载完成
2020-12-10 17:06:01:122  数据库打开成功
2020-12-10 17:06:01:123  train_info数据表写入成功
2020-12-10 17:06:01:278  train_onlyid读取成功
2020-12-10 17:06:01:280  train_data数据表写入成功
2020-12-10 17:06:01:282  vt_info数据表，第0次写入成功
2020-12-10 17:06:01:283  vt_info数据表，第1次写入成功
2020-12-10 17:06:01:285  vt_info数据表，第2次写入成功
2020-12-10 17:06:01:287  vt_info数据表，第3次写入成功
2020-12-10 17:06:01:289  vt_info数据表，第4次写入成功
2020-12-10 17:06:01:290  vt_info数据表，第5次写入成功
2020-12-10 17:06:01:292  vt_info数据表，第6次写入成功
2020-12-10 17:06:01:293  vt_info数据表，第7次写入成功
2020-12-10 17:06:01:295  vt_info数据表，第8次写入成功
2020-12-10 17:06:01:297  vt_info数据表，第9次写入成功
2020-12-10 17:06:01:298  vt_info数据表，第10次写入成功
2020-12-10 17:06:01:300  vt_info数据表，第11次写入成功
2020-12-10 17:06:01:302  vt_info数据表，第12次写入成功
2020-12-10 17:06:01:304  vt_info数据表，第13次写入成功
2020-12-10 17:06:01:305  vt_info数据表，第14次写入成功
2020-12-10 17:06:01:307  vt_info数据表，第15次写入成功
2020-12-10 17:06:01:309  vt_info数据表，第16次写入成功
2020-12-10 17:06:01:310  vt_info数据表，第17次写入成功
2020-12-10 17:06:01:312  vt_info数据表，第18次写入成功
2020-12-10 17:06:01:314  vt_info数据表，第19次写入成功
2020-12-10 17:06:01:315  vt_info数据表，第20次写入成功
2020-12-10 17:06:01:317  vt_info数据表，第21次写入成功
2020-12-10 17:06:01:319  vt_info数据表，第22次写入成功
2020-12-10 17:06:01:321  vt_info数据表，第23次写入成功
2020-12-10 17:06:01:322  vt_info数据表，第24次写入成功
2020-12-10 17:06:01:324  vt_info数据表，第25次写入成功
2020-12-10 17:06:01:326  vt_info数据表，第26次写入成功
2020-12-10 17:06:01:327  vt_info数据表，第27次写入成功
2020-12-10 17:06:01:329  vt_info数据表，第28次写入成功
2020-12-10 17:06:01:331  vt_info数据表，第29次写入成功
2020-12-10 17:06:01:332  vt_info数据表，第30次写入成功
2020-12-10 17:06:01:359  vt_info数据表，第31次写入成功
2020-12-10 17:06:01:361  vt_info数据表，第32次写入成功
2020-12-10 17:06:01:362  vt_info数据表，第33次写入成功
2020-12-10 17:06:01:364  vt_info数据表，第34次写入成功
2020-12-10 17:06:01:366  vt_info数据表，第35次写入成功
2020-12-10 17:06:01:367  vt_info数据表，第36次写入成功
2020-12-10 17:06:01:369  vt_info数据表，第37次写入成功
2020-12-10 17:06:01:371  vt_info数据表，第38次写入成功
2020-12-10 17:06:01:372  vt_info数据表，第39次写入成功
2020-12-10 17:06:01:374  vt_info数据表，第40次写入成功
2020-12-10 17:06:01:376  vt_info数据表，第41次写入成功
2020-12-10 17:06:01:377  vt_info数据表，第42次写入成功
2020-12-10 17:06:01:379  vt_info数据表，第43次写入成功
2020-12-10 17:06:01:394  vt_info数据表，第44次写入成功
2020-12-10 17:06:01:396  vt_info数据表，第45次写入成功
2020-12-10 17:06:01:398  vt_info数据表，第46次写入成功
2020-12-10 17:06:01:400  vt_info数据表，第47次写入成功
2020-12-10 17:06:01:401  motor_info数据表，第0次写入成功
2020-12-10 17:06:01:403  motor_info数据表，第1次写入成功
2020-12-10 17:06:01:405  motor_info数据表，第2次写入成功
2020-12-10 17:06:01:406  motor_info数据表，第3次写入成功
2020-12-10 17:06:01:408  motor_info数据表，第4次写入成功
2020-12-10 17:06:01:409  motor_info数据表，第5次写入成功
2020-12-10 17:06:01:411  motor_info数据表，第6次写入成功
2020-12-10 17:06:01:413  motor_info数据表，第7次写入成功
2020-12-10 17:06:01:440  motor_info数据表，第8次写入成功
2020-12-10 17:06:01:441  motor_info数据表，第9次写入成功
2020-12-10 17:06:01:443  motor_info数据表，第10次写入成功
2020-12-10 17:06:01:445  motor_info数据表，第11次写入成功
2020-12-10 17:06:01:446  motor_info数据表，第12次写入成功
2020-12-10 17:06:01:448  motor_info数据表，第13次写入成功
2020-12-10 17:06:01:450  motor_info数据表，第14次写入成功
2020-12-10 17:06:01:451  motor_info数据表，第15次写入成功
2020-12-10 17:06:01:453  数据库关闭！
2020-12-10 17:06:57:973  收到来车信号，流水号：20201210170657，所有设备开始采集
2020-12-10 17:06:58:044  开启A/D采集
2020-12-10 17:07:30:868  收到离车信号，流水号：20201210170657，线号：21，车号：019020，主控端：0，所有设备停止采集
2020-12-10 17:07:30:896  收到停止采集命令，开始停止采集
2020-12-10 17:07:30:928  停止采集数据
2020-12-10 17:07:30:930  采集连接已断开
2020-12-10 17:07:30:932  开始数据分析和落盘
2020-12-10 17:07:37:382  vibration1完成落盘
2020-12-10 17:07:43:008  vibration2完成落盘
2020-12-10 17:07:48:792  vibration3完成落盘
2020-12-10 17:07:54:561  vibration4完成落盘
2020-12-10 17:08:00:135  vibration5完成落盘
2020-12-10 17:08:06:052  vibration6完成落盘
2020-12-10 17:08:11:846  vibration7完成落盘
2020-12-10 17:08:17:585  vibration8完成落盘
2020-12-10 17:08:23:569  magnetic1完成落盘
2020-12-10 17:08:29:467  magnetic2完成落盘
2020-12-10 17:08:35:489  magnetic3完成落盘
2020-12-10 17:08:41:658  magnetic4完成落盘
2020-12-10 17:08:47:152  temperate1完成落盘
2020-12-10 17:08:52:549  temperate2完成落盘
2020-12-10 17:08:57:903  temperate3完成落盘
2020-12-10 17:09:03:206  temperate4完成落盘
2020-12-10 17:09:03:215  开始处理数据
2020-12-10 17:09:03:705  右侧计算完成
2020-12-10 17:09:04:061  左侧计算完成
2020-12-10 17:09:04:063  检查结果数据
2020-12-10 17:09:04:064  通知桌面显示数据
2020-12-10 17:09:04:080  开始写入数据库
2020-12-10 17:09:04:104  预警及报警参数加载完成
2020-12-10 17:09:04:105  数据库打开成功
2020-12-10 17:09:04:259  train_info数据表写入成功
2020-12-10 17:09:04:261  train_onlyid读取成功
2020-12-10 17:09:04:263  train_data数据表写入成功
2020-12-10 17:09:04:264  vt_info数据表，第0次写入成功
2020-12-10 17:09:04:266  vt_info数据表，第1次写入成功
2020-12-10 17:09:04:268  vt_info数据表，第2次写入成功
2020-12-10 17:09:04:270  vt_info数据表，第3次写入成功
2020-12-10 17:09:04:271  vt_info数据表，第4次写入成功
2020-12-10 17:09:04:273  vt_info数据表，第5次写入成功
2020-12-10 17:09:04:274  vt_info数据表，第6次写入成功
2020-12-10 17:09:04:276  vt_info数据表，第7次写入成功
2020-12-10 17:09:04:277  vt_info数据表，第8次写入成功
2020-12-10 17:09:04:279  vt_info数据表，第9次写入成功
2020-12-10 17:09:04:281  vt_info数据表，第10次写入成功
2020-12-10 17:09:04:282  vt_info数据表，第11次写入成功
2020-12-10 17:09:04:284  vt_info数据表，第12次写入成功
2020-12-10 17:09:04:286  vt_info数据表，第13次写入成功
2020-12-10 17:09:04:288  vt_info数据表，第14次写入成功
2020-12-10 17:09:04:289  vt_info数据表，第15次写入成功
2020-12-10 17:09:04:291  vt_info数据表，第16次写入成功
2020-12-10 17:09:04:293  vt_info数据表，第17次写入成功
2020-12-10 17:09:04:294  vt_info数据表，第18次写入成功
2020-12-10 17:09:04:296  vt_info数据表，第19次写入成功
2020-12-10 17:09:04:297  vt_info数据表，第20次写入成功
2020-12-10 17:09:04:299  vt_info数据表，第21次写入成功
2020-12-10 17:09:04:301  vt_info数据表，第22次写入成功
2020-12-10 17:09:04:302  vt_info数据表，第23次写入成功
2020-12-10 17:09:04:304  vt_info数据表，第24次写入成功
2020-12-10 17:09:04:305  vt_info数据表，第25次写入成功
2020-12-10 17:09:04:307  vt_info数据表，第26次写入成功
2020-12-10 17:09:04:334  vt_info数据表，第27次写入成功
2020-12-10 17:09:04:336  vt_info数据表，第28次写入成功
2020-12-10 17:09:04:337  vt_info数据表，第29次写入成功
2020-12-10 17:09:04:339  vt_info数据表，第30次写入成功
2020-12-10 17:09:04:341  vt_info数据表，第31次写入成功
2020-12-10 17:09:04:342  vt_info数据表，第32次写入成功
2020-12-10 17:09:04:344  vt_info数据表，第33次写入成功
2020-12-10 17:09:04:346  vt_info数据表，第34次写入成功
2020-12-10 17:09:04:348  vt_info数据表，第35次写入成功
2020-12-10 17:09:04:349  vt_info数据表，第36次写入成功
2020-12-10 17:09:04:351  vt_info数据表，第37次写入成功
2020-12-10 17:09:04:353  vt_info数据表，第38次写入成功
2020-12-10 17:09:04:354  vt_info数据表，第39次写入成功
2020-12-10 17:09:04:356  vt_info数据表，第40次写入成功
2020-12-10 17:09:04:358  vt_info数据表，第41次写入成功
2020-12-10 17:09:04:359  vt_info数据表，第42次写入成功
2020-12-10 17:09:04:361  vt_info数据表，第43次写入成功
2020-12-10 17:09:04:362  vt_info数据表，第44次写入成功
2020-12-10 17:09:04:364  vt_info数据表，第45次写入成功
2020-12-10 17:09:04:366  vt_info数据表，第46次写入成功
2020-12-10 17:09:04:367  vt_info数据表，第47次写入成功
2020-12-10 17:09:04:369  motor_info数据表，第0次写入成功
2020-12-10 17:09:04:409  motor_info数据表，第1次写入成功
2020-12-10 17:09:04:411  motor_info数据表，第2次写入成功
2020-12-10 17:09:04:413  motor_info数据表，第3次写入成功
2020-12-10 17:09:04:414  motor_info数据表，第4次写入成功
2020-12-10 17:09:04:416  motor_info数据表，第5次写入成功
2020-12-10 17:09:04:417  motor_info数据表，第6次写入成功
2020-12-10 17:09:04:419  motor_info数据表，第7次写入成功
2020-12-10 17:09:04:421  motor_info数据表，第8次写入成功
2020-12-10 17:09:04:422  motor_info数据表，第9次写入成功
2020-12-10 17:09:04:424  motor_info数据表，第10次写入成功
2020-12-10 17:09:04:426  motor_info数据表，第11次写入成功
2020-12-10 17:09:04:427  motor_info数据表，第12次写入成功
2020-12-10 17:09:04:429  motor_info数据表，第13次写入成功
2020-12-10 17:09:04:431  motor_info数据表，第14次写入成功
2020-12-10 17:09:04:432  motor_info数据表，第15次写入成功
2020-12-10 17:09:04:434  数据库关闭！
2020-12-10 17:10:07:227  本地IP：127.0.0.1
2020-12-10 17:10:07:242  本地端口号：4500
2020-12-10 17:10:07:248  通讯模块设置成功
2020-12-10 17:10:07:252  综合数据盒连接IP：192.168.1.200
2020-12-10 17:10:07:254  正在打开设备...
2020-12-10 17:10:07:332  设备打开成功
2020-12-10 17:10:07:335  设备断开连接
2020-12-10 17:15:22:973  收到来车信号，流水号：20201210171522，所有设备开始采集
2020-12-10 17:15:23:007  开启A/D采集
2020-12-10 17:15:55:879  收到离车信号，流水号：20201210171522，线号：21，车号：035036，主控端：1，所有设备停止采集
2020-12-10 17:15:55:915  收到停止采集命令，开始停止采集
2020-12-10 17:15:55:964  停止采集数据
2020-12-10 17:15:55:968  采集连接已断开
