2020-12-26 22:03:00:374  收到来车信号，流水号：20201226220300，所有设备开始采集
2020-12-26 22:03:00:409  开启A/D采集
2020-12-26 22:03:26:067  收到离车信号，流水号：20201226220300，线号：14，车号：009010，主控端：1，所有设备停止采集
2020-12-26 22:03:26:070  收到停止采集命令，开始停止采集
2020-12-26 22:03:26:078  停止采集数据
2020-12-26 22:03:26:080  采集连接已断开
2020-12-26 22:03:26:083  开始数据分析和落盘
2020-12-26 22:03:30:656  vibration1完成落盘
2020-12-26 22:03:34:446  vibration2完成落盘
2020-12-26 22:03:38:333  vibration3完成落盘
2020-12-26 22:03:42:416  vibration4完成落盘
2020-12-26 22:03:46:431  vibration5完成落盘
2020-12-26 22:03:49:940  vibration6完成落盘
2020-12-26 22:03:53:640  vibration7完成落盘
2020-12-26 22:03:57:479  vibration8完成落盘
2020-12-26 22:04:01:224  magnetic1完成落盘
2020-12-26 22:04:05:074  magnetic2完成落盘
2020-12-26 22:04:08:573  magnetic3完成落盘
2020-12-26 22:04:12:477  magnetic4完成落盘
2020-12-26 22:04:16:568  temperate1完成落盘
2020-12-26 22:04:20:470  temperate2完成落盘
2020-12-26 22:04:24:454  temperate3完成落盘
2020-12-26 22:04:28:344  temperate4完成落盘
2020-12-26 22:04:28:353  开始处理数据
2020-12-26 22:04:29:219  右侧计算完成
2020-12-26 22:04:29:746  左侧计算完成
2020-12-26 22:04:29:748  检查结果数据
2020-12-26 22:04:29:750  通知桌面显示数据
2020-12-26 22:04:29:767  开始写入数据库
2020-12-26 22:04:29:785  预警及报警参数加载完成
2020-12-26 22:04:29:787  数据库打开成功
2020-12-26 22:04:29:789  train_info数据表写入成功
2020-12-26 22:04:29:852  train_onlyid读取成功
2020-12-26 22:04:29:856  train_data数据表写入成功
2020-12-26 22:04:29:860  vt_info数据表，第0次写入成功
2020-12-26 22:04:29:863  vt_info数据表，第1次写入成功
2020-12-26 22:04:29:867  vt_info数据表，第2次写入成功
2020-12-26 22:04:29:871  vt_info数据表，第3次写入成功
2020-12-26 22:04:29:874  vt_info数据表，第4次写入成功
2020-12-26 22:04:29:878  vt_info数据表，第5次写入成功
2020-12-26 22:04:29:881  vt_info数据表，第6次写入成功
2020-12-26 22:04:29:885  vt_info数据表，第7次写入成功
2020-12-26 22:04:29:889  vt_info数据表，第8次写入成功
2020-12-26 22:04:29:893  vt_info数据表，第9次写入成功
2020-12-26 22:04:29:896  vt_info数据表，第10次写入成功
2020-12-26 22:04:29:901  vt_info数据表，第11次写入成功
2020-12-26 22:04:29:904  vt_info数据表，第12次写入成功
2020-12-26 22:04:29:908  vt_info数据表，第13次写入成功
2020-12-26 22:04:29:912  vt_info数据表，第14次写入成功
2020-12-26 22:04:29:915  vt_info数据表，第15次写入成功
2020-12-26 22:04:29:919  vt_info数据表，第16次写入成功
2020-12-26 22:04:29:923  vt_info数据表，第17次写入成功
2020-12-26 22:04:29:926  vt_info数据表，第18次写入成功
2020-12-26 22:04:29:930  vt_info数据表，第19次写入成功
2020-12-26 22:04:29:934  vt_info数据表，第20次写入成功
2020-12-26 22:04:29:937  vt_info数据表，第21次写入成功
2020-12-26 22:04:29:941  vt_info数据表，第22次写入成功
2020-12-26 22:04:29:945  vt_info数据表，第23次写入成功
2020-12-26 22:04:29:948  vt_info数据表，第24次写入成功
2020-12-26 22:04:29:952  vt_info数据表，第25次写入成功
2020-12-26 22:04:29:956  vt_info数据表，第26次写入成功
2020-12-26 22:04:29:959  vt_info数据表，第27次写入成功
2020-12-26 22:04:29:963  vt_info数据表，第28次写入成功
2020-12-26 22:04:29:967  vt_info数据表，第29次写入成功
2020-12-26 22:04:29:970  vt_info数据表，第30次写入成功
2020-12-26 22:04:29:974  vt_info数据表，第31次写入成功
2020-12-26 22:04:29:978  vt_info数据表，第32次写入成功
2020-12-26 22:04:29:981  vt_info数据表，第33次写入成功
2020-12-26 22:04:29:985  vt_info数据表，第34次写入成功
2020-12-26 22:04:29:989  vt_info数据表，第35次写入成功
2020-12-26 22:04:29:992  vt_info数据表，第36次写入成功
2020-12-26 22:04:29:996  vt_info数据表，第37次写入成功
2020-12-26 22:04:29:999  vt_info数据表，第38次写入成功
2020-12-26 22:04:30:003  vt_info数据表，第39次写入成功
2020-12-26 22:04:30:007  vt_info数据表，第40次写入成功
2020-12-26 22:04:30:010  vt_info数据表，第41次写入成功
2020-12-26 22:04:30:014  vt_info数据表，第42次写入成功
2020-12-26 22:04:30:018  vt_info数据表，第43次写入成功
2020-12-26 22:04:30:021  vt_info数据表，第44次写入成功
2020-12-26 22:04:30:025  vt_info数据表，第45次写入成功
2020-12-26 22:04:30:028  vt_info数据表，第46次写入成功
2020-12-26 22:04:30:032  vt_info数据表，第47次写入成功
2020-12-26 22:04:30:035  motor_info数据表，第0次写入成功
2020-12-26 22:04:30:037  motor_info数据表，第1次写入成功
2020-12-26 22:04:30:040  motor_info数据表，第2次写入成功
2020-12-26 22:04:30:043  motor_info数据表，第3次写入成功
2020-12-26 22:04:30:046  motor_info数据表，第4次写入成功
2020-12-26 22:04:30:048  motor_info数据表，第5次写入成功
2020-12-26 22:04:30:051  motor_info数据表，第6次写入成功
2020-12-26 22:04:30:053  motor_info数据表，第7次写入成功
2020-12-26 22:04:30:056  motor_info数据表，第8次写入成功
2020-12-26 22:04:30:059  motor_info数据表，第9次写入成功
2020-12-26 22:04:30:061  motor_info数据表，第10次写入成功
2020-12-26 22:04:30:064  motor_info数据表，第11次写入成功
2020-12-26 22:04:30:066  motor_info数据表，第12次写入成功
2020-12-26 22:04:30:069  motor_info数据表，第13次写入成功
2020-12-26 22:04:30:072  motor_info数据表，第14次写入成功
2020-12-26 22:04:30:086  motor_info数据表，第15次写入成功
2020-12-26 22:04:30:088  数据库关闭！
2020-12-26 22:14:48:891  收到来车信号，流水号：20201226221448，所有设备开始采集
2020-12-26 22:14:48:926  开启A/D采集
2020-12-26 22:15:14:669  收到离车信号，流水号：20201226221448，线号：14，车号：015016，主控端：1，所有设备停止采集
2020-12-26 22:15:14:671  收到停止采集命令，开始停止采集
2020-12-26 22:15:14:676  停止采集数据
2020-12-26 22:15:14:679  采集连接已断开
2020-12-26 22:15:14:681  开始数据分析和落盘
2020-12-26 22:15:19:029  vibration1完成落盘
2020-12-26 22:15:22:779  vibration2完成落盘
2020-12-26 22:15:26:614  vibration3完成落盘
2020-12-26 22:15:30:183  vibration4完成落盘
2020-12-26 22:15:33:945  vibration5完成落盘
2020-12-26 22:15:37:382  vibration6完成落盘
2020-12-26 22:15:40:769  vibration7完成落盘
2020-12-26 22:15:44:478  vibration8完成落盘
2020-12-26 22:15:48:039  magnetic1完成落盘
2020-12-26 22:15:51:846  magnetic2完成落盘
2020-12-26 22:15:55:459  magnetic3完成落盘
2020-12-26 22:15:59:341  magnetic4完成落盘
2020-12-26 22:16:02:903  temperate1完成落盘
2020-12-26 22:16:06:631  temperate2完成落盘
2020-12-26 22:16:10:277  temperate3完成落盘
2020-12-26 22:16:13:538  temperate4完成落盘
2020-12-26 22:16:13:546  开始处理数据
2020-12-26 22:16:14:085  右侧计算完成
2020-12-26 22:16:14:575  左侧计算完成
2020-12-26 22:16:14:577  检查结果数据
2020-12-26 22:16:14:579  通知桌面显示数据
2020-12-26 22:16:14:596  开始写入数据库
2020-12-26 22:16:14:615  预警及报警参数加载完成
2020-12-26 22:16:14:617  数据库打开成功
2020-12-26 22:16:14:619  train_info数据表写入成功
2020-12-26 22:16:14:681  train_onlyid读取成功
2020-12-26 22:16:14:686  train_data数据表写入成功
2020-12-26 22:16:14:689  vt_info数据表，第0次写入成功
2020-12-26 22:16:14:693  vt_info数据表，第1次写入成功
2020-12-26 22:16:14:696  vt_info数据表，第2次写入成功
2020-12-26 22:16:14:700  vt_info数据表，第3次写入成功
2020-12-26 22:16:14:703  vt_info数据表，第4次写入成功
2020-12-26 22:16:14:707  vt_info数据表，第5次写入成功
2020-12-26 22:16:14:710  vt_info数据表，第6次写入成功
2020-12-26 22:16:14:714  vt_info数据表，第7次写入成功
