2020-12-17 13:01:58:806  收到来车信号，流水号：20201217130158，所有设备开始采集
2020-12-17 13:01:58:989  开启A/D采集
2020-12-17 13:02:24:775  收到离车信号，流水号：20201217130158，线号：14，车号：031032，主控端：1，所有设备停止采集
2020-12-17 13:02:24:800  收到停止采集命令，开始停止采集
2020-12-17 13:02:24:827  停止采集数据
2020-12-17 13:02:24:829  采集连接已断开
2020-12-17 13:02:24:832  开始数据分析和落盘
2020-12-17 13:02:49:106  vibration1完成落盘
2020-12-17 13:03:11:618  vibration2完成落盘
2020-12-17 13:03:33:435  vibration3完成落盘
2020-12-17 13:03:53:882  vibration4完成落盘
2020-12-17 13:04:15:058  vibration5完成落盘
2020-12-17 13:04:36:019  vibration6完成落盘
2020-12-17 13:04:57:664  vibration7完成落盘
2020-12-17 13:05:19:237  vibration8完成落盘
2020-12-17 13:05:40:791  magnetic1完成落盘
2020-12-17 13:06:03:059  magnetic2完成落盘
2020-12-17 13:06:24:050  magnetic3完成落盘
2020-12-17 13:06:46:193  magnetic4完成落盘
2020-12-17 13:07:08:492  temperate1完成落盘
2020-12-17 13:07:29:920  temperate2完成落盘
2020-12-17 13:07:51:428  temperate3完成落盘
2020-12-17 13:08:13:331  temperate4完成落盘
2020-12-17 13:08:13:339  开始处理数据
2020-12-17 13:08:14:394  右侧计算完成
2020-12-17 13:08:14:828  左侧计算完成
2020-12-17 13:08:14:830  检查结果数据
2020-12-17 13:08:14:832  通知桌面显示数据
2020-12-17 13:08:14:850  开始写入数据库
2020-12-17 13:08:14:872  预警及报警参数加载完成
2020-12-17 13:08:14:873  数据库打开成功
2020-12-17 13:08:15:037  train_info数据表写入成功
2020-12-17 13:08:15:039  train_onlyid读取成功
2020-12-17 13:08:15:041  train_data数据表写入成功
2020-12-17 13:08:15:043  vt_info数据表，第0次写入成功
2020-12-17 13:08:15:045  vt_info数据表，第1次写入成功
2020-12-17 13:08:15:047  vt_info数据表，第2次写入成功
2020-12-17 13:08:15:049  vt_info数据表，第3次写入成功
2020-12-17 13:08:15:051  vt_info数据表，第4次写入成功
2020-12-17 13:08:15:053  vt_info数据表，第5次写入成功
2020-12-17 13:08:15:055  vt_info数据表，第6次写入成功
2020-12-17 13:08:15:057  vt_info数据表，第7次写入成功
2020-12-17 13:08:15:059  vt_info数据表，第8次写入成功
2020-12-17 13:08:15:061  vt_info数据表，第9次写入成功
2020-12-17 13:08:15:063  vt_info数据表，第10次写入成功
2020-12-17 13:08:15:065  vt_info数据表，第11次写入成功
2020-12-17 13:08:15:067  vt_info数据表，第12次写入成功
2020-12-17 13:08:15:069  vt_info数据表，第13次写入成功
2020-12-17 13:08:15:074  vt_info数据表，第14次写入成功
2020-12-17 13:08:15:108  vt_info数据表，第15次写入成功
2020-12-17 13:08:15:121  vt_info数据表，第16次写入成功
2020-12-17 13:08:15:123  vt_info数据表，第17次写入成功
2020-12-17 13:08:15:125  vt_info数据表，第18次写入成功
2020-12-17 13:08:15:127  vt_info数据表，第19次写入成功
2020-12-17 13:08:15:129  vt_info数据表，第20次写入成功
2020-12-17 13:08:15:130  vt_info数据表，第21次写入成功
2020-12-17 13:08:15:132  vt_info数据表，第22次写入成功
2020-12-17 13:08:15:157  vt_info数据表，第23次写入成功
2020-12-17 13:08:15:159  vt_info数据表，第24次写入成功
2020-12-17 13:08:15:161  vt_info数据表，第25次写入成功
2020-12-17 13:08:15:163  vt_info数据表，第26次写入成功
2020-12-17 13:08:15:164  vt_info数据表，第27次写入成功
2020-12-17 13:08:15:167  vt_info数据表，第28次写入成功
2020-12-17 13:08:15:168  vt_info数据表，第29次写入成功
2020-12-17 13:08:15:170  vt_info数据表，第30次写入成功
2020-12-17 13:08:15:172  vt_info数据表，第31次写入成功
2020-12-17 13:08:15:174  vt_info数据表，第32次写入成功
2020-12-17 13:08:15:176  vt_info数据表，第33次写入成功
2020-12-17 13:08:15:177  vt_info数据表，第34次写入成功
2020-12-17 13:08:15:179  vt_info数据表，第35次写入成功
2020-12-17 13:08:15:181  vt_info数据表，第36次写入成功
2020-12-17 13:08:15:183  vt_info数据表，第37次写入成功
2020-12-17 13:08:15:185  vt_info数据表，第38次写入成功
2020-12-17 13:08:15:187  vt_info数据表，第39次写入成功
2020-12-17 13:08:15:188  vt_info数据表，第40次写入成功
2020-12-17 13:08:15:190  vt_info数据表，第41次写入成功
2020-12-17 13:08:15:192  vt_info数据表，第42次写入成功
2020-12-17 13:08:15:194  vt_info数据表，第43次写入成功
2020-12-17 13:08:15:196  vt_info数据表，第44次写入成功
2020-12-17 13:08:15:290  vt_info数据表，第45次写入成功
2020-12-17 13:08:15:292  vt_info数据表，第46次写入成功
2020-12-17 13:08:15:294  vt_info数据表，第47次写入成功
2020-12-17 13:08:15:296  motor_info数据表，第0次写入成功
2020-12-17 13:08:15:298  motor_info数据表，第1次写入成功
2020-12-17 13:08:15:300  motor_info数据表，第2次写入成功
2020-12-17 13:08:15:302  motor_info数据表，第3次写入成功
2020-12-17 13:08:15:304  motor_info数据表，第4次写入成功
2020-12-17 13:08:15:306  motor_info数据表，第5次写入成功
2020-12-17 13:08:15:308  motor_info数据表，第6次写入成功
2020-12-17 13:08:15:310  motor_info数据表，第7次写入成功
2020-12-17 13:08:15:311  motor_info数据表，第8次写入成功
2020-12-17 13:08:15:313  motor_info数据表，第9次写入成功
2020-12-17 13:08:15:315  motor_info数据表，第10次写入成功
2020-12-17 13:08:15:317  motor_info数据表，第11次写入成功
2020-12-17 13:08:15:319  motor_info数据表，第12次写入成功
2020-12-17 13:08:15:321  motor_info数据表，第13次写入成功
2020-12-17 13:08:15:323  motor_info数据表，第14次写入成功
2020-12-17 13:08:15:324  motor_info数据表，第15次写入成功
2020-12-17 13:08:15:342  数据库关闭！
2020-12-17 13:11:52:681  收到来车信号，流水号：20201217131152，所有设备开始采集
2020-12-17 13:11:52:867  开启A/D采集
2020-12-17 13:12:18:274  收到离车信号，流水号：20201217131152，线号：14，车号：059060，主控端：0，所有设备停止采集
2020-12-17 13:12:18:299  收到停止采集命令，开始停止采集
2020-12-17 13:12:18:341  停止采集数据
2020-12-17 13:12:18:343  采集连接已断开
2020-12-17 13:12:18:345  开始数据分析和落盘
2020-12-17 13:12:42:278  vibration1完成落盘
2020-12-17 13:13:03:022  vibration2完成落盘
2020-12-17 13:13:22:996  vibration3完成落盘
2020-12-17 13:13:42:798  vibration4完成落盘
2020-12-17 13:14:02:425  vibration5完成落盘
2020-12-17 13:14:20:962  vibration6完成落盘
2020-12-17 13:14:41:081  vibration7完成落盘
2020-12-17 13:15:01:823  vibration8完成落盘
2020-12-17 13:15:21:905  magnetic1完成落盘
2020-12-17 13:15:41:381  magnetic2完成落盘
2020-12-17 13:16:01:936  magnetic3完成落盘
2020-12-17 13:16:21:866  magnetic4完成落盘
2020-12-17 13:16:42:731  temperate1完成落盘
2020-12-17 13:17:03:296  temperate2完成落盘
2020-12-17 13:17:22:787  temperate3完成落盘
2020-12-17 13:17:43:503  temperate4完成落盘
2020-12-17 13:17:43:512  开始处理数据
2020-12-17 13:17:44:493  右侧计算完成
2020-12-17 13:17:44:890  左侧计算完成
2020-12-17 13:17:44:891  检查结果数据
2020-12-17 13:17:44:893  通知桌面显示数据
2020-12-17 13:17:44:910  开始写入数据库
2020-12-17 13:17:45:074  预警及报警参数加载完成
2020-12-17 13:17:45:077  数据库打开成功
2020-12-17 13:17:45:078  train_info数据表写入成功
2020-12-17 13:17:45:080  train_onlyid读取成功
2020-12-17 13:17:45:082  train_data数据表写入成功
2020-12-17 13:17:45:084  vt_info数据表，第0次写入成功
2020-12-17 13:17:45:086  vt_info数据表，第1次写入成功
2020-12-17 13:17:45:088  vt_info数据表，第2次写入成功
2020-12-17 13:17:45:090  vt_info数据表，第3次写入成功
2020-12-17 13:17:45:092  vt_info数据表，第4次写入成功
2020-12-17 13:17:45:094  vt_info数据表，第5次写入成功
2020-12-17 13:17:45:095  vt_info数据表，第6次写入成功
2020-12-17 13:17:45:097  vt_info数据表，第7次写入成功
2020-12-17 13:17:45:099  vt_info数据表，第8次写入成功
2020-12-17 13:17:45:101  vt_info数据表，第9次写入成功
2020-12-17 13:17:45:103  vt_info数据表，第10次写入成功
2020-12-17 13:17:45:105  vt_info数据表，第11次写入成功
2020-12-17 13:17:45:107  vt_info数据表，第12次写入成功
2020-12-17 13:17:45:109  vt_info数据表，第13次写入成功
2020-12-17 13:17:45:111  vt_info数据表，第14次写入成功
2020-12-17 13:17:45:112  vt_info数据表，第15次写入成功
2020-12-17 13:17:45:114  vt_info数据表，第16次写入成功
2020-12-17 13:17:45:166  vt_info数据表，第17次写入成功
2020-12-17 13:17:45:168  vt_info数据表，第18次写入成功
2020-12-17 13:17:45:170  vt_info数据表，第19次写入成功
2020-12-17 13:17:45:171  vt_info数据表，第20次写入成功
2020-12-17 13:17:45:173  vt_info数据表，第21次写入成功
2020-12-17 13:17:45:175  vt_info数据表，第22次写入成功
2020-12-17 13:17:45:177  vt_info数据表，第23次写入成功
2020-12-17 13:17:45:179  vt_info数据表，第24次写入成功
2020-12-17 13:17:45:181  vt_info数据表，第25次写入成功
2020-12-17 13:17:45:183  vt_info数据表，第26次写入成功
2020-12-17 13:17:45:185  vt_info数据表，第27次写入成功
2020-12-17 13:17:45:186  vt_info数据表，第28次写入成功
2020-12-17 13:17:45:188  vt_info数据表，第29次写入成功
2020-12-17 13:17:45:190  vt_info数据表，第30次写入成功
2020-12-17 13:17:45:192  vt_info数据表，第31次写入成功
2020-12-17 13:17:45:193  vt_info数据表，第32次写入成功
2020-12-17 13:17:45:195  vt_info数据表，第33次写入成功
2020-12-17 13:17:45:204  vt_info数据表，第34次写入成功
2020-12-17 13:17:45:238  vt_info数据表，第35次写入成功
2020-12-17 13:17:45:240  vt_info数据表，第36次写入成功
2020-12-17 13:17:45:242  vt_info数据表，第37次写入成功
