2020-12-15 14:01:57:168  收到来车信号，流水号：20201215140157，所有设备开始采集
2020-12-15 14:01:57:293  开启A/D采集
2020-12-15 14:02:22:606  收到离车信号，流水号：20201215140157，线号：14，车号：015016，主控端：1，所有设备停止采集
2020-12-15 14:02:22:606  收到停止采集命令，开始停止采集
2020-12-15 14:02:22:606  停止采集数据
2020-12-15 14:02:22:621  采集连接已断开
2020-12-15 14:02:22:621  开始数据分析和落盘
2020-12-15 14:02:28:012  vibration1完成落盘
2020-12-15 14:02:32:450  vibration2完成落盘
2020-12-15 14:02:37:027  vibration3完成落盘
2020-12-15 14:02:41:605  vibration4完成落盘
2020-12-15 14:02:46:277  vibration5完成落盘
2020-12-15 14:02:50:746  vibration6完成落盘
2020-12-15 14:02:55:262  vibration7完成落盘
2020-12-15 14:02:59:324  vibration8完成落盘
2020-12-15 14:03:03:402  magnetic1完成落盘
2020-12-15 14:03:07:761  magnetic2完成落盘
2020-12-15 14:03:12:152  magnetic3完成落盘
2020-12-15 14:03:16:449  magnetic4完成落盘
2020-12-15 14:03:20:605  temperate1完成落盘
2020-12-15 14:03:24:777  temperate2完成落盘
2020-12-15 14:03:28:902  temperate3完成落盘
2020-12-15 14:03:32:777  temperate4完成落盘
2020-12-15 14:03:32:777  开始处理数据
2020-12-15 14:03:33:433  右侧计算完成
2020-12-15 14:03:33:933  左侧计算完成
2020-12-15 14:03:33:933  检查结果数据
2020-12-15 14:03:33:933  通知桌面显示数据
2020-12-15 14:03:33:965  开始写入数据库
2020-12-15 14:03:33:987  预警及报警参数加载完成
2020-12-15 14:03:33:989  数据库打开成功
2020-12-15 14:03:33:991  train_info数据表写入成功
2020-12-15 14:03:34:043  train_onlyid读取成功
2020-12-15 14:03:34:043  train_data数据表写入成功
2020-12-15 14:03:34:058  vt_info数据表，第0次写入成功
2020-12-15 14:03:34:058  vt_info数据表，第1次写入成功
2020-12-15 14:03:34:058  vt_info数据表，第2次写入成功
2020-12-15 14:03:34:058  vt_info数据表，第3次写入成功
2020-12-15 14:03:34:058  vt_info数据表，第4次写入成功
2020-12-15 14:03:34:074  vt_info数据表，第5次写入成功
2020-12-15 14:03:34:074  vt_info数据表，第6次写入成功
2020-12-15 14:03:34:074  vt_info数据表，第7次写入成功
2020-12-15 14:03:34:074  vt_info数据表，第8次写入成功
2020-12-15 14:03:34:089  vt_info数据表，第9次写入成功
2020-12-15 14:03:34:089  vt_info数据表，第10次写入成功
2020-12-15 14:03:34:089  vt_info数据表，第11次写入成功
2020-12-15 14:03:34:089  vt_info数据表，第12次写入成功
2020-12-15 14:03:34:105  vt_info数据表，第13次写入成功
2020-12-15 14:03:34:105  vt_info数据表，第14次写入成功
2020-12-15 14:03:34:105  vt_info数据表，第15次写入成功
2020-12-15 14:03:34:105  vt_info数据表，第16次写入成功
2020-12-15 14:03:34:105  vt_info数据表，第17次写入成功
2020-12-15 14:03:34:121  vt_info数据表，第18次写入成功
2020-12-15 14:03:34:121  vt_info数据表，第19次写入成功
2020-12-15 14:03:34:121  vt_info数据表，第20次写入成功
2020-12-15 14:03:34:121  vt_info数据表，第21次写入成功
2020-12-15 14:03:34:136  vt_info数据表，第22次写入成功
2020-12-15 14:03:34:136  vt_info数据表，第23次写入成功
2020-12-15 14:03:34:136  vt_info数据表，第24次写入成功
2020-12-15 14:03:34:136  vt_info数据表，第25次写入成功
2020-12-15 14:03:34:152  vt_info数据表，第26次写入成功
2020-12-15 14:03:34:152  vt_info数据表，第27次写入成功
2020-12-15 14:03:34:152  vt_info数据表，第28次写入成功
2020-12-15 14:03:34:152  vt_info数据表，第29次写入成功
2020-12-15 14:03:34:152  vt_info数据表，第30次写入成功
2020-12-15 14:03:34:168  vt_info数据表，第31次写入成功
2020-12-15 14:03:34:168  vt_info数据表，第32次写入成功
2020-12-15 14:03:34:168  vt_info数据表，第33次写入成功
2020-12-15 14:03:34:168  vt_info数据表，第34次写入成功
2020-12-15 14:03:34:183  vt_info数据表，第35次写入成功
2020-12-15 14:03:34:183  vt_info数据表，第36次写入成功
2020-12-15 14:03:34:183  vt_info数据表，第37次写入成功
2020-12-15 14:03:34:183  vt_info数据表，第38次写入成功
2020-12-15 14:03:34:199  vt_info数据表，第39次写入成功
2020-12-15 14:03:34:199  vt_info数据表，第40次写入成功
2020-12-15 14:03:34:199  vt_info数据表，第41次写入成功
2020-12-15 14:03:34:199  vt_info数据表，第42次写入成功
2020-12-15 14:03:34:199  vt_info数据表，第43次写入成功
2020-12-15 14:03:34:214  vt_info数据表，第44次写入成功
2020-12-15 14:03:34:214  vt_info数据表，第45次写入成功
2020-12-15 14:03:34:214  vt_info数据表，第46次写入成功
2020-12-15 14:03:34:214  vt_info数据表，第47次写入成功
2020-12-15 14:03:34:230  motor_info数据表，第0次写入成功
2020-12-15 14:03:34:230  motor_info数据表，第1次写入成功
2020-12-15 14:03:34:230  motor_info数据表，第2次写入成功
2020-12-15 14:03:34:230  motor_info数据表，第3次写入成功
2020-12-15 14:03:34:230  motor_info数据表，第4次写入成功
2020-12-15 14:03:34:230  motor_info数据表，第5次写入成功
2020-12-15 14:03:34:246  motor_info数据表，第6次写入成功
2020-12-15 14:03:34:246  motor_info数据表，第7次写入成功
2020-12-15 14:03:34:246  motor_info数据表，第8次写入成功
2020-12-15 14:03:34:246  motor_info数据表，第9次写入成功
2020-12-15 14:03:34:246  motor_info数据表，第10次写入成功
2020-12-15 14:03:34:246  motor_info数据表，第11次写入成功
2020-12-15 14:03:34:261  motor_info数据表，第12次写入成功
2020-12-15 14:03:34:261  motor_info数据表，第13次写入成功
2020-12-15 14:03:34:261  motor_info数据表，第14次写入成功
2020-12-15 14:03:34:277  motor_info数据表，第15次写入成功
2020-12-15 14:03:34:277  数据库关闭！
2020-12-15 14:11:56:108  收到来车信号，流水号：20201215141156，所有设备开始采集
2020-12-15 14:11:56:139  开启A/D采集
