2020-12-13 19:05:59:559  收到来车信号，流水号：20201213190559，所有设备开始采集
2020-12-13 19:05:59:590  开启A/D采集
2020-12-13 19:06:25:387  收到离车信号，流水号：20201213190559，线号：14，车号：019020，主控端：1，所有设备停止采集
2020-12-13 19:06:25:387  收到停止采集命令，开始停止采集
2020-12-13 19:06:25:387  停止采集数据
2020-12-13 19:06:25:387  采集连接已断开
2020-12-13 19:06:25:387  开始数据分析和落盘
2020-12-13 19:06:30:481  vibration1完成落盘
2020-12-13 19:06:34:762  vibration2完成落盘
2020-12-13 19:06:39:199  vibration3完成落盘
2020-12-13 19:06:43:403  vibration4完成落盘
2020-12-13 19:06:47:512  vibration5完成落盘
2020-12-13 19:06:51:684  vibration6完成落盘
2020-12-13 19:06:55:434  vibration7完成落盘
2020-12-13 19:06:59:731  vibration8完成落盘
2020-12-13 19:07:03:621  magnetic1完成落盘
2020-12-13 19:07:08:122  magnetic2完成落盘
2020-12-13 19:07:12:418  magnetic3完成落盘
2020-12-13 19:07:16:137  magnetic4完成落盘
2020-12-13 19:07:20:387  temperate1完成落盘
2020-12-13 19:07:24:106  temperate2完成落盘
2020-12-13 19:07:27:903  temperate3完成落盘
2020-12-13 19:07:32:059  temperate4完成落盘
2020-12-13 19:07:32:075  开始处理数据
2020-12-13 19:07:32:715  右侧计算完成
2020-12-13 19:07:33:247  左侧计算完成
2020-12-13 19:07:33:247  检查结果数据
2020-12-13 19:07:33:247  通知桌面显示数据
2020-12-13 19:07:33:262  开始写入数据库
2020-12-13 19:07:33:278  预警及报警参数加载完成
2020-12-13 19:07:33:278  数据库打开成功
2020-12-13 19:07:33:294  train_info数据表写入成功
2020-12-13 19:07:33:340  train_onlyid读取成功
2020-12-13 19:07:33:356  train_data数据表写入成功
2020-12-13 19:07:33:356  vt_info数据表，第0次写入成功
2020-12-13 19:07:33:356  vt_info数据表，第1次写入成功
2020-12-13 19:07:33:356  vt_info数据表，第2次写入成功
2020-12-13 19:07:33:372  vt_info数据表，第3次写入成功
2020-12-13 19:07:33:372  vt_info数据表，第4次写入成功
2020-12-13 19:07:33:372  vt_info数据表，第5次写入成功
2020-12-13 19:07:33:372  vt_info数据表，第6次写入成功
2020-12-13 19:07:33:372  vt_info数据表，第7次写入成功
2020-12-13 19:07:33:387  vt_info数据表，第8次写入成功
2020-12-13 19:07:33:387  vt_info数据表，第9次写入成功
2020-12-13 19:07:33:387  vt_info数据表，第10次写入成功
2020-12-13 19:07:33:387  vt_info数据表，第11次写入成功
2020-12-13 19:07:33:403  vt_info数据表，第12次写入成功
2020-12-13 19:07:33:403  vt_info数据表，第13次写入成功
2020-12-13 19:07:33:403  vt_info数据表，第14次写入成功
2020-12-13 19:07:33:403  vt_info数据表，第15次写入成功
2020-12-13 19:07:33:419  vt_info数据表，第16次写入成功
2020-12-13 19:07:33:419  vt_info数据表，第17次写入成功
2020-12-13 19:07:33:419  vt_info数据表，第18次写入成功
2020-12-13 19:07:33:419  vt_info数据表，第19次写入成功
2020-12-13 19:07:33:419  vt_info数据表，第20次写入成功
