2020-12-27 18:08:18:077  收到来车信号，流水号：20201227180818，所有设备开始采集
2020-12-27 18:08:18:164  开启A/D采集
2020-12-27 18:08:34:089  收到离车信号，流水号：20201227180818，线号：0，车号：0，主控端：0，所有设备停止采集
2020-12-27 18:08:34:121  收到停止采集命令，开始停止采集
2020-12-27 18:08:34:153  停止采集数据
2020-12-27 18:08:34:155  采集连接已断开
2020-12-27 18:08:34:157  开始数据分析和落盘
2020-12-27 18:08:37:155  vibration1完成落盘
2020-12-27 18:08:39:862  vibration2完成落盘
2020-12-27 18:08:42:125  vibration3完成落盘
2020-12-27 18:08:44:485  vibration4完成落盘
2020-12-27 18:08:46:806  vibration5完成落盘
2020-12-27 18:08:49:111  vibration6完成落盘
2020-12-27 18:08:51:548  vibration7完成落盘
2020-12-27 18:08:53:986  vibration8完成落盘
2020-12-27 18:08:56:388  magnetic1完成落盘
2020-12-27 18:08:58:649  magnetic2完成落盘
2020-12-27 18:09:01:162  magnetic3完成落盘
2020-12-27 18:09:03:456  magnetic4完成落盘
2020-12-27 18:09:05:992  temperate1完成落盘
2020-12-27 18:09:08:324  temperate2完成落盘
2020-12-27 18:09:10:602  temperate3完成落盘
2020-12-27 18:09:12:970  temperate4完成落盘
2020-12-27 18:09:12:978  开始处理数据
2020-12-27 18:09:13:284  右侧计算完成
2020-12-27 18:09:13:554  左侧计算完成
2020-12-27 18:09:13:556  检查结果数据
2020-12-27 18:09:13:558  通知桌面显示数据
2020-12-27 18:09:13:574  开始写入数据库
2020-12-27 18:09:13:600  预警及报警参数加载完成
2020-12-27 18:09:13:602  数据库打开成功
2020-12-27 18:09:13:604  train_info数据表写入成功
2020-12-27 18:09:13:606  train_onlyid读取成功
2020-12-27 18:09:13:608  train_data数据表写入成功
2020-12-27 18:09:13:773  train_fault数据表写入1、1成功
2020-12-27 18:09:13:775  train_fault数据表写入2、1成功
2020-12-27 18:09:13:777  train_fault数据表写入3、1成功
2020-12-27 18:09:13:779  vt_info数据表，第0次写入成功
2020-12-27 18:09:13:781  vt_info数据表，第1次写入成功
2020-12-27 18:09:13:781  vt_info数据表，第2次写入成功
2020-12-27 18:09:13:785  vt_info数据表，第3次写入成功
2020-12-27 18:09:13:787  vt_info数据表，第4次写入成功
2020-12-27 18:09:13:787  vt_info数据表，第5次写入成功
2020-12-27 18:09:13:789  vt_info数据表，第6次写入成功
2020-12-27 18:09:13:793  vt_info数据表，第7次写入成功
2020-12-27 18:09:13:795  vt_info数据表，第8次写入成功
2020-12-27 18:09:13:797  vt_info数据表，第9次写入成功
2020-12-27 18:09:13:799  vt_info数据表，第10次写入成功
2020-12-27 18:09:13:802  vt_info数据表，第11次写入成功
2020-12-27 18:09:13:803  vt_info数据表，第12次写入成功
2020-12-27 18:09:13:805  vt_info数据表，第13次写入成功
2020-12-27 18:09:13:807  vt_info数据表，第14次写入成功
2020-12-27 18:09:13:807  vt_info数据表，第15次写入成功
2020-12-27 18:09:13:812  vt_info数据表，第16次写入成功
2020-12-27 18:09:13:813  vt_info数据表，第17次写入成功
2020-12-27 18:09:13:816  vt_info数据表，第18次写入成功
2020-12-27 18:09:13:817  vt_info数据表，第19次写入成功
2020-12-27 18:09:13:820  vt_info数据表，第20次写入成功
2020-12-27 18:09:13:821  vt_info数据表，第21次写入成功
2020-12-27 18:09:13:823  vt_info数据表，第22次写入成功
2020-12-27 18:09:13:825  vt_info数据表，第23次写入成功
2020-12-27 18:09:13:835  vt_info数据表，第24次写入成功
2020-12-27 18:09:13:838  vt_info数据表，第25次写入成功
2020-12-27 18:09:13:840  vt_info数据表，第26次写入成功
2020-12-27 18:09:13:842  vt_info数据表，第27次写入成功
2020-12-27 18:09:13:844  vt_info数据表，第28次写入成功
2020-12-27 18:09:13:846  vt_info数据表，第29次写入成功
2020-12-27 18:09:13:848  vt_info数据表，第30次写入成功
2020-12-27 18:09:13:849  vt_info数据表，第31次写入成功
2020-12-27 18:09:13:851  vt_info数据表，第32次写入成功
2020-12-27 18:09:13:853  vt_info数据表，第33次写入成功
2020-12-27 18:09:13:855  vt_info数据表，第34次写入成功
2020-12-27 18:09:13:857  vt_info数据表，第35次写入成功
2020-12-27 18:09:13:859  vt_info数据表，第36次写入成功
2020-12-27 18:09:13:862  vt_info数据表，第37次写入成功
2020-12-27 18:09:13:864  vt_info数据表，第38次写入成功
2020-12-27 18:09:13:866  vt_info数据表，第39次写入成功
2020-12-27 18:09:13:868  vt_info数据表，第40次写入成功
2020-12-27 18:09:13:870  vt_info数据表，第41次写入成功
2020-12-27 18:09:13:872  vt_info数据表，第42次写入成功
2020-12-27 18:09:13:874  vt_info数据表，第43次写入成功
2020-12-27 18:09:13:876  vt_info数据表，第44次写入成功
2020-12-27 18:09:13:904  vt_info数据表，第45次写入成功
2020-12-27 18:09:13:906  vt_info数据表，第46次写入成功
2020-12-27 18:09:13:908  vt_info数据表，第47次写入成功
2020-12-27 18:09:13:910  motor_info数据表，第0次写入成功
2020-12-27 18:09:13:912  motor_info数据表，第1次写入成功
2020-12-27 18:09:13:914  motor_info数据表，第2次写入成功
2020-12-27 18:09:13:915  motor_info数据表，第3次写入成功
2020-12-27 18:09:13:917  motor_info数据表，第4次写入成功
2020-12-27 18:09:13:919  motor_info数据表，第5次写入成功
2020-12-27 18:09:13:922  motor_info数据表，第6次写入成功
2020-12-27 18:09:13:924  motor_info数据表，第7次写入成功
2020-12-27 18:09:13:926  motor_info数据表，第8次写入成功
2020-12-27 18:09:13:928  motor_info数据表，第9次写入成功
2020-12-27 18:09:13:929  motor_info数据表，第10次写入成功
2020-12-27 18:09:13:932  motor_info数据表，第11次写入成功
2020-12-27 18:09:13:934  motor_info数据表，第12次写入成功
2020-12-27 18:09:13:935  motor_info数据表，第13次写入成功
2020-12-27 18:09:13:938  motor_info数据表，第14次写入成功
2020-12-27 18:09:13:939  motor_info数据表，第15次写入成功
2020-12-27 18:09:13:942  数据库关闭！
2020-12-27 18:13:43:511  收到来车信号，流水号：20201227181343，所有设备开始采集
2020-12-27 18:13:43:573  开启A/D采集
2020-12-27 18:14:23:406  收到离车信号，流水号：20201227181343，线号：0，车号：0，主控端：0，所有设备停止采集
2020-12-27 18:14:23:438  收到停止采集命令，开始停止采集
2020-12-27 18:14:23:472  停止采集数据
2020-12-27 18:14:23:474  采集连接已断开
2020-12-27 18:14:23:476  开始数据分析和落盘
2020-12-27 18:14:30:876  vibration1完成落盘
2020-12-27 18:14:37:116  vibration2完成落盘
2020-12-27 18:14:42:794  vibration3完成落盘
2020-12-27 18:14:48:655  vibration4完成落盘
2020-12-27 18:14:54:386  vibration5完成落盘
2020-12-27 18:15:01:044  vibration6完成落盘
2020-12-27 18:15:06:696  vibration7完成落盘
2020-12-27 18:15:12:801  vibration8完成落盘
2020-12-27 18:15:18:822  magnetic1完成落盘
2020-12-27 18:15:24:582  magnetic2完成落盘
2020-12-27 18:15:30:840  magnetic3完成落盘
2020-12-27 18:15:36:494  magnetic4完成落盘
2020-12-27 18:15:42:585  temperate1完成落盘
2020-12-27 18:15:48:648  temperate2完成落盘
2020-12-27 18:15:54:505  temperate3完成落盘
2020-12-27 18:16:00:093  temperate4完成落盘
2020-12-27 18:16:00:101  开始处理数据
2020-12-27 18:16:00:547  右侧计算完成
2020-12-27 18:16:00:813  左侧计算完成
2020-12-27 18:16:00:815  检查结果数据
2020-12-27 18:16:00:817  通知桌面显示数据
2020-12-27 18:16:00:833  开始写入数据库
2020-12-27 18:16:00:859  预警及报警参数加载完成
2020-12-27 18:16:00:861  数据库打开成功
2020-12-27 18:16:00:863  train_info数据表写入成功
2020-12-27 18:16:00:865  train_onlyid读取成功
2020-12-27 18:16:00:988  train_data数据表写入失败
2020-12-27 18:16:01:168  train_fault数据表写入1、1成功
2020-12-27 18:16:01:278  vt_info数据表，第0次写入失败
2020-12-27 18:16:01:388  vt_info数据表，第1次写入失败
2020-12-27 18:16:01:502  vt_info数据表，第2次写入失败
2020-12-27 18:16:01:614  vt_info数据表，第3次写入失败
2020-12-27 18:16:01:726  vt_info数据表，第4次写入失败
2020-12-27 18:16:01:834  vt_info数据表，第5次写入失败
2020-12-27 18:16:01:942  vt_info数据表，第6次写入失败
2020-12-27 18:16:02:038  vt_info数据表，第7次写入失败
2020-12-27 18:16:02:144  vt_info数据表，第8次写入失败
2020-12-27 18:16:02:228  vt_info数据表，第9次写入失败
2020-12-27 18:16:02:320  vt_info数据表，第10次写入失败
2020-12-27 18:16:02:398  vt_info数据表，第11次写入失败
2020-12-27 18:16:02:478  vt_info数据表，第12次写入失败
2020-12-27 18:16:02:556  vt_info数据表，第13次写入失败
2020-12-27 18:16:02:636  vt_info数据表，第14次写入失败
2020-12-27 18:16:02:715  vt_info数据表，第15次写入失败
2020-12-27 18:16:02:797  vt_info数据表，第16次写入失败
2020-12-27 18:16:02:875  vt_info数据表，第17次写入失败
2020-12-27 18:16:02:955  vt_info数据表，第18次写入失败
