2020-12-24 14:08:39:359  收到来车信号，流水号：20201224140839，所有设备开始采集
2020-12-24 14:08:39:417  开启A/D采集
2020-12-24 14:09:19:199  收到离车信号，流水号：20201224140839，线号：0，车号：0，主控端：0，所有设备停止采集
2020-12-24 14:09:19:201  收到停止采集命令，开始停止采集
2020-12-24 14:09:19:207  停止采集数据
2020-12-24 14:09:19:209  采集连接已断开
2020-12-24 14:09:19:211  开始数据分析和落盘
2020-12-24 14:09:26:153  vibration1完成落盘
2020-12-24 14:09:31:898  vibration2完成落盘
2020-12-24 14:09:37:271  vibration3完成落盘
2020-12-24 14:09:42:898  vibration4完成落盘
2020-12-24 14:09:49:033  vibration5完成落盘
2020-12-24 14:09:54:556  vibration6完成落盘
2020-12-24 14:10:00:489  vibration7完成落盘
2020-12-24 14:10:06:529  vibration8完成落盘
2020-12-24 14:10:12:055  magnetic1完成落盘
2020-12-24 14:10:18:004  magnetic2完成落盘
2020-12-24 14:10:23:565  magnetic3完成落盘
2020-12-24 14:10:29:432  magnetic4完成落盘
2020-12-24 14:10:34:831  temperate1完成落盘
2020-12-24 14:10:40:016  temperate2完成落盘
2020-12-24 14:10:45:521  temperate3完成落盘
2020-12-24 14:10:51:071  temperate4完成落盘
2020-12-24 14:10:51:079  开始处理数据
2020-12-24 14:10:51:619  右侧计算完成
2020-12-24 14:10:51:919  左侧计算完成
2020-12-24 14:10:51:921  检查结果数据
2020-12-24 14:10:51:921  通知桌面显示数据
2020-12-24 14:10:51:937  开始写入数据库
2020-12-24 14:10:51:953  预警及报警参数加载完成
2020-12-24 14:10:51:955  数据库打开成功
2020-12-24 14:10:51:957  train_info数据表写入成功
2020-12-24 14:10:51:959  train_onlyid读取成功
2020-12-24 14:10:51:963  train_data数据表写入成功
2020-12-24 14:10:51:965  train_fault数据表写入1、1成功
2020-12-24 14:10:51:969  train_fault数据表写入2、1成功
2020-12-24 14:10:51:971  train_fault数据表写入3、1成功
2020-12-24 14:10:51:975  vt_info数据表，第0次写入成功
2020-12-24 14:10:51:977  vt_info数据表，第1次写入成功
2020-12-24 14:10:51:981  vt_info数据表，第2次写入成功
2020-12-24 14:10:51:985  vt_info数据表，第3次写入成功
2020-12-24 14:10:51:989  vt_info数据表，第4次写入成功
2020-12-24 14:10:51:993  vt_info数据表，第5次写入成功
2020-12-24 14:10:51:997  vt_info数据表，第6次写入成功
2020-12-24 14:10:51:999  vt_info数据表，第7次写入成功
2020-12-24 14:10:52:003  vt_info数据表，第8次写入成功
2020-12-24 14:10:52:007  vt_info数据表，第9次写入成功
2020-12-24 14:10:52:011  vt_info数据表，第10次写入成功
2020-12-24 14:10:52:015  vt_info数据表，第11次写入成功
2020-12-24 14:10:52:019  vt_info数据表，第12次写入成功
2020-12-24 14:10:52:023  vt_info数据表，第13次写入成功
2020-12-24 14:10:52:025  vt_info数据表，第14次写入成功
2020-12-24 14:10:52:029  vt_info数据表，第15次写入成功
2020-12-24 14:10:52:033  vt_info数据表，第16次写入成功
2020-12-24 14:10:52:037  vt_info数据表，第17次写入成功
2020-12-24 14:10:52:041  vt_info数据表，第18次写入成功
2020-12-24 14:10:52:045  vt_info数据表，第19次写入成功
2020-12-24 14:10:52:047  vt_info数据表，第20次写入成功
2020-12-24 14:10:52:051  vt_info数据表，第21次写入成功
2020-12-24 14:10:52:055  vt_info数据表，第22次写入成功
2020-12-24 14:10:52:059  vt_info数据表，第23次写入成功
2020-12-24 14:10:52:063  vt_info数据表，第24次写入成功
2020-12-24 14:10:52:067  vt_info数据表，第25次写入成功
2020-12-24 14:10:52:071  vt_info数据表，第26次写入成功
2020-12-24 14:10:52:073  vt_info数据表，第27次写入成功
2020-12-24 14:10:52:077  vt_info数据表，第28次写入成功
2020-12-24 14:10:52:081  vt_info数据表，第29次写入成功
2020-12-24 14:10:52:085  vt_info数据表，第30次写入成功
2020-12-24 14:10:52:089  vt_info数据表，第31次写入成功
2020-12-24 14:10:52:093  vt_info数据表，第32次写入成功
2020-12-24 14:10:52:097  vt_info数据表，第33次写入成功
2020-12-24 14:10:52:101  vt_info数据表，第34次写入成功
2020-12-24 14:10:52:103  vt_info数据表，第35次写入成功
2020-12-24 14:10:52:107  vt_info数据表，第36次写入成功
2020-12-24 14:10:52:111  vt_info数据表，第37次写入成功
2020-12-24 14:10:52:115  vt_info数据表，第38次写入成功
2020-12-24 14:10:52:119  vt_info数据表，第39次写入成功
2020-12-24 14:10:52:123  vt_info数据表，第40次写入成功
2020-12-24 14:10:52:127  vt_info数据表，第41次写入成功
2020-12-24 14:10:52:129  vt_info数据表，第42次写入成功
2020-12-24 14:10:52:133  vt_info数据表，第43次写入成功
2020-12-24 14:10:52:137  vt_info数据表，第44次写入成功
2020-12-24 14:10:52:141  vt_info数据表，第45次写入成功
2020-12-24 14:10:52:145  vt_info数据表，第46次写入成功
2020-12-24 14:10:52:149  vt_info数据表，第47次写入成功
2020-12-24 14:10:52:151  motor_info数据表，第0次写入成功
2020-12-24 14:10:52:155  motor_info数据表，第1次写入成功
2020-12-24 14:10:52:157  motor_info数据表，第2次写入成功
2020-12-24 14:10:52:161  motor_info数据表，第3次写入成功
2020-12-24 14:10:52:163  motor_info数据表，第4次写入成功
2020-12-24 14:10:52:165  motor_info数据表，第5次写入成功
2020-12-24 14:10:52:169  motor_info数据表，第6次写入成功
2020-12-24 14:10:52:171  motor_info数据表，第7次写入成功
2020-12-24 14:10:52:175  motor_info数据表，第8次写入成功
2020-12-24 14:10:52:177  motor_info数据表，第9次写入成功
2020-12-24 14:10:52:179  motor_info数据表，第10次写入成功
2020-12-24 14:10:52:183  motor_info数据表，第11次写入成功
2020-12-24 14:10:52:185  motor_info数据表，第12次写入成功
2020-12-24 14:10:52:189  motor_info数据表，第13次写入成功
2020-12-24 14:10:52:191  motor_info数据表，第14次写入成功
2020-12-24 14:10:52:209  motor_info数据表，第15次写入成功
2020-12-24 14:10:52:211  数据库关闭！
2020-12-24 14:28:34:181  收到来车信号，流水号：20201224142834，所有设备开始采集
2020-12-24 14:28:34:237  开启A/D采集
2020-12-24 14:29:14:055  收到离车信号，流水号：20201224142834，线号：0，车号：0，主控端：0，所有设备停止采集
2020-12-24 14:29:14:057  收到停止采集命令，开始停止采集
2020-12-24 14:29:14:059  停止采集数据
2020-12-24 14:29:14:061  采集连接已断开
2020-12-24 14:29:14:063  开始数据分析和落盘
2020-12-24 14:29:22:053  vibration1完成落盘
2020-12-24 14:29:28:835  vibration2完成落盘
2020-12-24 14:29:35:822  vibration3完成落盘
2020-12-24 14:29:42:639  vibration4完成落盘
2020-12-24 14:29:49:386  vibration5完成落盘
2020-12-24 14:29:56:147  vibration6完成落盘
2020-12-24 14:30:02:865  vibration7完成落盘
2020-12-24 14:30:09:128  vibration8完成落盘
2020-12-24 14:30:15:911  magnetic1完成落盘
2020-12-24 14:30:22:835  magnetic2完成落盘
2020-12-24 14:30:29:677  magnetic3完成落盘
2020-12-24 14:30:36:626  magnetic4完成落盘
2020-12-24 14:30:43:215  temperate1完成落盘
2020-12-24 14:30:49:559  temperate2完成落盘
2020-12-24 14:30:56:100  temperate3完成落盘
2020-12-24 14:31:02:661  temperate4完成落盘
2020-12-24 14:31:02:669  开始处理数据
2020-12-24 14:31:03:235  右侧计算完成
2020-12-24 14:31:03:567  左侧计算完成
2020-12-24 14:31:03:569  检查结果数据
2020-12-24 14:31:03:571  通知桌面显示数据
2020-12-24 14:31:03:585  开始写入数据库
2020-12-24 14:31:03:603  预警及报警参数加载完成
2020-12-24 14:31:03:605  数据库打开成功
2020-12-24 14:31:03:607  train_info数据表写入成功
2020-12-24 14:31:03:609  train_onlyid读取成功
2020-12-24 14:31:03:613  train_data数据表写入成功
2020-12-24 14:31:03:615  train_fault数据表写入1、1成功
2020-12-24 14:31:03:617  train_fault数据表写入2、1成功
2020-12-24 14:31:03:621  train_fault数据表写入3、1成功
2020-12-24 14:31:03:623  vt_info数据表，第0次写入成功
2020-12-24 14:31:03:627  vt_info数据表，第1次写入成功
2020-12-24 14:31:03:631  vt_info数据表，第2次写入成功
2020-12-24 14:31:03:635  vt_info数据表，第3次写入成功
2020-12-24 14:31:03:639  vt_info数据表，第4次写入成功
2020-12-24 14:31:03:643  vt_info数据表，第5次写入成功
2020-12-24 14:31:03:647  vt_info数据表，第6次写入成功
2020-12-24 14:31:03:651  vt_info数据表，第7次写入成功
2020-12-24 14:31:03:653  vt_info数据表，第8次写入成功
2020-12-24 14:31:03:657  vt_info数据表，第9次写入成功
2020-12-24 14:31:03:661  vt_info数据表，第10次写入成功
2020-12-24 14:31:03:665  vt_info数据表，第11次写入成功
2020-12-24 14:31:03:669  vt_info数据表，第12次写入成功
2020-12-24 14:31:03:673  vt_info数据表，第13次写入成功
2020-12-24 14:31:03:677  vt_info数据表，第14次写入成功
2020-12-24 14:31:03:679  vt_info数据表，第15次写入成功
2020-12-24 14:31:03:683  vt_info数据表，第16次写入成功
2020-12-24 14:31:03:687  vt_info数据表，第17次写入成功
2020-12-24 14:31:03:691  vt_info数据表，第18次写入成功
2020-12-24 14:31:03:695  vt_info数据表，第19次写入成功
2020-12-24 14:31:03:699  vt_info数据表，第20次写入成功
2020-12-24 14:31:03:703  vt_info数据表，第21次写入成功
2020-12-24 14:31:03:705  vt_info数据表，第22次写入成功
2020-12-24 14:31:03:709  vt_info数据表，第23次写入成功
2020-12-24 14:31:03:713  vt_info数据表，第24次写入成功
2020-12-24 14:31:03:717  vt_info数据表，第25次写入成功
2020-12-24 14:31:03:721  vt_info数据表，第26次写入成功
2020-12-24 14:31:03:725  vt_info数据表，第27次写入成功
2020-12-24 14:31:03:729  vt_info数据表，第28次写入成功
2020-12-24 14:31:03:733  vt_info数据表，第29次写入成功
2020-12-24 14:31:03:735  vt_info数据表，第30次写入成功
2020-12-24 14:31:03:739  vt_info数据表，第31次写入成功
2020-12-24 14:31:03:743  vt_info数据表，第32次写入成功
2020-12-24 14:31:03:747  vt_info数据表，第33次写入成功
2020-12-24 14:31:03:751  vt_info数据表，第34次写入成功
2020-12-24 14:31:03:755  vt_info数据表，第35次写入成功
2020-12-24 14:31:03:757  vt_info数据表，第36次写入成功
2020-12-24 14:31:03:761  vt_info数据表，第37次写入成功
2020-12-24 14:31:03:765  vt_info数据表，第38次写入成功
2020-12-24 14:31:03:769  vt_info数据表，第39次写入成功
2020-12-24 14:31:03:773  vt_info数据表，第40次写入成功
2020-12-24 14:31:03:777  vt_info数据表，第41次写入成功
2020-12-24 14:31:03:781  vt_info数据表，第42次写入成功
2020-12-24 14:31:03:785  vt_info数据表，第43次写入成功
2020-12-24 14:31:03:787  vt_info数据表，第44次写入成功
2020-12-24 14:31:03:791  vt_info数据表，第45次写入成功
2020-12-24 14:31:03:795  vt_info数据表，第46次写入成功
2020-12-24 14:31:03:799  vt_info数据表，第47次写入成功
2020-12-24 14:31:03:801  motor_info数据表，第0次写入成功
2020-12-24 14:31:03:805  motor_info数据表，第1次写入成功
2020-12-24 14:31:03:807  motor_info数据表，第2次写入成功
2020-12-24 14:31:03:809  motor_info数据表，第3次写入成功
2020-12-24 14:31:03:813  motor_info数据表，第4次写入成功
2020-12-24 14:31:03:815  motor_info数据表，第5次写入成功
2020-12-24 14:31:03:819  motor_info数据表，第6次写入成功
2020-12-24 14:31:03:821  motor_info数据表，第7次写入成功
2020-12-24 14:31:03:823  motor_info数据表，第8次写入成功
2020-12-24 14:31:03:827  motor_info数据表，第9次写入成功
2020-12-24 14:31:03:829  motor_info数据表，第10次写入成功
2020-12-24 14:31:03:833  motor_info数据表，第11次写入成功
2020-12-24 14:31:03:835  motor_info数据表，第12次写入成功
2020-12-24 14:31:03:837  motor_info数据表，第13次写入成功
2020-12-24 14:31:03:841  motor_info数据表，第14次写入成功
2020-12-24 14:31:03:859  motor_info数据表，第15次写入成功
2020-12-24 14:31:03:861  数据库关闭！
2020-12-24 14:35:01:599  收到来车信号，流水号：20201224143501，所有设备开始采集
2020-12-24 14:35:01:655  开启A/D采集
2020-12-24 14:35:41:471  收到离车信号，流水号：20201224143501，线号：0，车号：0，主控端：0，所有设备停止采集
2020-12-24 14:35:41:473  收到停止采集命令，开始停止采集
2020-12-24 14:35:41:477  停止采集数据
2020-12-24 14:35:41:479  采集连接已断开
2020-12-24 14:35:41:481  开始数据分析和落盘
2020-12-24 14:35:49:049  vibration1完成落盘
2020-12-24 14:35:55:341  vibration2完成落盘
2020-12-24 14:36:01:720  vibration3完成落盘
2020-12-24 14:36:08:229  vibration4完成落盘
2020-12-24 14:36:15:007  vibration5完成落盘
2020-12-24 14:36:21:674  vibration6完成落盘
2020-12-24 14:36:28:213  vibration7完成落盘
2020-12-24 14:36:34:528  vibration8完成落盘
2020-12-24 14:36:41:392  magnetic1完成落盘
2020-12-24 14:36:48:263  magnetic2完成落盘
2020-12-24 14:36:54:346  magnetic3完成落盘
2020-12-24 14:37:00:500  magnetic4完成落盘
2020-12-24 14:37:06:523  temperate1完成落盘
2020-12-24 14:37:12:942  temperate2完成落盘
2020-12-24 14:37:18:801  temperate3完成落盘
2020-12-24 14:37:24:683  temperate4完成落盘
2020-12-24 14:37:24:691  开始处理数据
2020-12-24 14:37:25:247  右侧计算完成
2020-12-24 14:37:25:640  左侧计算完成
2020-12-24 14:37:25:642  检查结果数据
2020-12-24 14:37:25:642  通知桌面显示数据
2020-12-24 14:37:25:658  开始写入数据库
2020-12-24 14:37:25:674  预警及报警参数加载完成
2020-12-24 14:37:25:676  数据库打开成功
2020-12-24 14:37:25:678  train_info数据表写入成功
2020-12-24 14:37:25:680  train_onlyid读取成功
2020-12-24 14:37:25:684  train_data数据表写入成功
2020-12-24 14:37:25:686  train_fault数据表写入1、1成功
2020-12-24 14:37:25:688  train_fault数据表写入2、1成功
2020-12-24 14:37:25:690  train_fault数据表写入3、1成功
2020-12-24 14:37:25:694  vt_info数据表，第0次写入成功
2020-12-24 14:37:25:698  vt_info数据表，第1次写入成功
2020-12-24 14:37:25:702  vt_info数据表，第2次写入成功
2020-12-24 14:37:25:706  vt_info数据表，第3次写入成功
2020-12-24 14:37:25:710  vt_info数据表，第4次写入成功
2020-12-24 14:37:25:712  vt_info数据表，第5次写入成功
2020-12-24 14:37:25:716  vt_info数据表，第6次写入成功
2020-12-24 14:37:25:720  vt_info数据表，第7次写入成功
2020-12-24 14:37:25:724  vt_info数据表，第8次写入成功
2020-12-24 14:37:25:728  vt_info数据表，第9次写入成功
2020-12-24 14:37:25:732  vt_info数据表，第10次写入成功
2020-12-24 14:37:25:736  vt_info数据表，第11次写入成功
2020-12-24 14:37:25:738  vt_info数据表，第12次写入成功
2020-12-24 14:37:25:742  vt_info数据表，第13次写入成功
2020-12-24 14:37:25:746  vt_info数据表，第14次写入成功
2020-12-24 14:37:25:750  vt_info数据表，第15次写入成功
2020-12-24 14:37:25:754  vt_info数据表，第16次写入成功
2020-12-24 14:37:25:758  vt_info数据表，第17次写入成功
2020-12-24 14:37:25:762  vt_info数据表，第18次写入成功
