2020-12-15 06:03:17:676  收到来车信号，流水号：20201215060317，所有设备开始采集
2020-12-15 06:03:17:722  开启A/D采集
2020-12-15 06:03:43:332  收到离车信号，流水号：20201215060317，线号：14，车号：015016，主控端：1，所有设备停止采集
2020-12-15 06:03:43:332  收到停止采集命令，开始停止采集
2020-12-15 06:03:43:332  停止采集数据
2020-12-15 06:03:43:332  采集连接已断开
2020-12-15 06:03:43:332  开始数据分析和落盘
2020-12-15 06:03:48:488  vibration1完成落盘
2020-12-15 06:03:52:676  vibration2完成落盘
2020-12-15 06:03:57:144  vibration3完成落盘
2020-12-15 06:04:01:551  vibration4完成落盘
2020-12-15 06:04:05:645  vibration5完成落盘
2020-12-15 06:04:09:660  vibration6完成落盘
2020-12-15 06:04:13:613  vibration7完成落盘
2020-12-15 06:04:17:926  vibration8完成落盘
2020-12-15 06:04:22:285  magnetic1完成落盘
2020-12-15 06:04:26:363  magnetic2完成落盘
2020-12-15 06:04:30:520  magnetic3完成落盘
2020-12-15 06:04:34:801  magnetic4完成落盘
2020-12-15 06:04:39:035  temperate1完成落盘
2020-12-15 06:04:43:301  temperate2完成落盘
2020-12-15 06:04:47:004  temperate3完成落盘
2020-12-15 06:04:51:129  temperate4完成落盘
2020-12-15 06:04:51:129  开始处理数据
2020-12-15 06:04:51:504  右侧计算完成
2020-12-15 06:04:51:739  左侧计算完成
2020-12-15 06:04:51:739  检查结果数据
2020-12-15 06:04:51:739  通知桌面显示数据
2020-12-15 06:04:51:754  开始写入数据库
2020-12-15 06:04:51:785  预警及报警参数加载完成
2020-12-15 06:04:51:785  数据库打开成功
2020-12-15 06:04:51:785  train_info数据表写入成功
2020-12-15 06:04:51:848  train_onlyid读取成功
2020-12-15 06:04:51:848  train_data数据表写入成功
2020-12-15 06:04:51:848  vt_info数据表，第0次写入成功
2020-12-15 06:04:51:864  vt_info数据表，第1次写入成功
2020-12-15 06:04:51:864  vt_info数据表，第2次写入成功
2020-12-15 06:04:51:864  vt_info数据表，第3次写入成功
