2022-11-29 15:02:49:336  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 15:06:59:192  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:06:59:194  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:06:59:195  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:06:59:196  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:06:59:198  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:06:59:199  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:06:59:200  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:06:59:202  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:06:59:203  车速为：66.5595位置标记为：1
2022-11-29 15:06:59:207  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 15:06:59:320  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 15:07:05:271  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 15:07:05:274  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 15:07:05:286  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 15:07:05:298  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:07:05:300  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:07:05:302  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:07:05:303  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:07:05:305  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:07:05:306  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:07:05:308  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:07:05:309  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:07:05:310  车速为：64.0371位置标记为：0
2022-11-29 15:07:05:314  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 15:07:05:435  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 15:07:05:454  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 15:07:05:458  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 15:07:05:473  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 15:07:05:486  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:07:05:488  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:07:05:489  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:07:05:491  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:07:05:493  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:07:05:494  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:07:05:496  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:07:05:497  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:07:05:498  车速为：64.0371位置标记为：1
2022-11-29 15:07:05:502  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 15:07:05:621  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 15:16:37:124  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 15:16:37:129  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 15:16:37:152  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 15:16:37:173  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:37:175  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:37:177  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:37:179  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:37:181  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:37:183  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:37:186  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:37:188  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:37:189  车速为：44.3018位置标记为：0
2022-11-29 15:16:37:194  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 15:16:37:346  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 15:16:37:370  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 15:16:37:374  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 15:16:37:391  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 15:16:37:410  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:37:411  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:37:413  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:37:415  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:37:416  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:37:418  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:37:420  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:37:422  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:37:423  车速为：44.3018位置标记为：1
2022-11-29 15:16:37:428  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 15:16:37:580  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 15:16:43:257  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 15:16:43:260  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 15:16:43:273  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 15:16:43:285  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:43:287  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:43:289  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:43:290  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:43:292  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:43:294  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:43:295  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:43:297  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:43:298  车速为：65.8188位置标记为：0
2022-11-29 15:16:43:302  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 15:16:43:425  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 15:16:43:441  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 15:16:43:444  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 15:16:43:455  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 15:16:43:468  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:43:471  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:43:473  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:43:475  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:43:477  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:43:480  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:43:481  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:43:483  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:43:483  车速为：65.8188位置标记为：1
2022-11-29 15:16:43:488  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 15:16:43:613  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 15:16:55:445  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 15:16:55:448  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 15:16:55:463  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 15:16:55:477  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:55:478  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:55:480  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:55:481  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:55:483  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:55:484  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:55:486  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:55:488  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:16:55:488  车速为：64.0371位置标记为：0
2022-11-29 15:16:55:492  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 15:16:55:615  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 15:16:55:630  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 15:16:55:633  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 15:16:55:646  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 15:16:55:666  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:55:668  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:55:670  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:55:671  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:55:673  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:55:674  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:55:676  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:55:677  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:16:55:678  车速为：64.0371位置标记为：1
2022-11-29 15:16:55:682  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 15:16:55:805  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-11-29 15:19:00:442  preprocess:磁钢信号预处理完成，位置标记：0
2022-11-29 15:19:00:446  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 15:19:00:463  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-11-29 15:19:00:480  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:19:00:481  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:19:00:482  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:19:00:484  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:19:00:485  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:19:00:487  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:19:00:488  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:19:00:490  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-11-29 15:19:00:491  车速为：51.0166位置标记为：0
2022-11-29 15:19:00:495  vibrationCalculate:计算完成, 位置标记：0
2022-11-29 15:19:00:622  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-11-29 15:19:00:639  preprocess:磁钢信号预处理完成，位置标记：1
2022-11-29 15:19:00:643  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-11-29 15:19:00:658  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-11-29 15:19:00:674  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:19:00:709  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:19:00:711  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:19:00:712  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:19:00:714  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:19:00:715  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:19:00:717  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:19:00:718  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-11-29 15:19:00:719  车速为：51.0166位置标记为：1
2022-11-29 15:19:00:723  vibrationCalculate:计算完成, 位置标记：1
2022-11-29 15:19:00:850  vibrationCalculate:振动特征值计算完成, 位置标记：1
