2020-12-23 06:02:35:847  收到来车信号，流水号：20201223060235，所有设备开始采集
2020-12-23 06:02:35:906  开启A/D采集
2020-12-23 06:03:01:536  收到离车信号，流水号：20201223060235，线号：14，车号：059060，主控端：0，所有设备停止采集
2020-12-23 06:03:01:562  收到停止采集命令，开始停止采集
2020-12-23 06:03:01:589  停止采集数据
2020-12-23 06:03:01:591  采集连接已断开
2020-12-23 06:03:01:593  开始数据分析和落盘
2020-12-23 06:03:06:714  vibration1完成落盘
2020-12-23 06:03:10:911  vibration2完成落盘
2020-12-23 06:03:14:721  vibration3完成落盘
2020-12-23 06:03:19:129  vibration4完成落盘
2020-12-23 06:03:22:986  vibration5完成落盘
2020-12-23 06:03:27:064  vibration6完成落盘
2020-12-23 06:03:30:982  vibration7完成落盘
2020-12-23 06:03:34:788  vibration8完成落盘
2020-12-23 06:03:38:318  magnetic1完成落盘
2020-12-23 06:03:42:607  magnetic2完成落盘
2020-12-23 06:03:46:861  magnetic3完成落盘
2020-12-23 06:03:50:707  magnetic4完成落盘
2020-12-23 06:03:54:603  temperate1完成落盘
2020-12-23 06:03:58:001  temperate2完成落盘
2020-12-23 06:04:02:084  temperate3完成落盘
2020-12-23 06:04:06:190  temperate4完成落盘
2020-12-23 06:04:06:199  开始处理数据
2020-12-23 06:04:06:791  右侧计算完成
2020-12-23 06:04:07:313  左侧计算完成
2020-12-23 06:04:07:315  检查结果数据
2020-12-23 06:04:07:317  通知桌面显示数据
2020-12-23 06:04:07:334  开始写入数据库
2020-12-23 06:04:07:356  预警及报警参数加载完成
2020-12-23 06:04:07:359  数据库打开成功
2020-12-23 06:04:07:500  train_info数据表写入成功
2020-12-23 06:04:07:502  train_onlyid读取成功
2020-12-23 06:04:07:504  train_data数据表写入成功
2020-12-23 06:04:07:506  vt_info数据表，第0次写入成功
2020-12-23 06:04:07:508  vt_info数据表，第1次写入成功
2020-12-23 06:04:07:510  vt_info数据表，第2次写入成功
2020-12-23 06:04:07:512  vt_info数据表，第3次写入成功
2020-12-23 06:04:07:514  vt_info数据表，第4次写入成功
2020-12-23 06:04:07:516  vt_info数据表，第5次写入成功
2020-12-23 06:04:07:518  vt_info数据表，第6次写入成功
2020-12-23 06:04:07:520  vt_info数据表，第7次写入成功
2020-12-23 06:04:07:522  vt_info数据表，第8次写入成功
2020-12-23 06:04:07:524  vt_info数据表，第9次写入成功
2020-12-23 06:04:07:526  vt_info数据表，第10次写入成功
2020-12-23 06:04:07:528  vt_info数据表，第11次写入成功
2020-12-23 06:04:07:530  vt_info数据表，第12次写入成功
2020-12-23 06:04:07:532  vt_info数据表，第13次写入成功
2020-12-23 06:04:07:534  vt_info数据表，第14次写入成功
2020-12-23 06:04:07:536  vt_info数据表，第15次写入成功
2020-12-23 06:04:07:538  vt_info数据表，第16次写入成功
2020-12-23 06:04:07:540  vt_info数据表，第17次写入成功
