2020-12-15 05:18:14:464  收到来车信号，流水号：20201215051814，所有设备开始采集
2020-12-15 05:18:14:495  开启A/D采集
2020-12-15 05:18:41:198  收到离车信号，流水号：20201215051814，线号：14，车号：023024，主控端：0，所有设备停止采集
2020-12-15 05:18:41:198  收到停止采集命令，开始停止采集
2020-12-15 05:18:41:198  停止采集数据
2020-12-15 05:18:41:198  采集连接已断开
2020-12-15 05:18:41:198  开始数据分析和落盘
2020-12-15 05:18:46:511  vibration1完成落盘
2020-12-15 05:18:50:995  vibration2完成落盘
2020-12-15 05:18:55:526  vibration3完成落盘
2020-12-15 05:19:00:120  vibration4完成落盘
2020-12-15 05:19:04:511  vibration5完成落盘
2020-12-15 05:19:09:105  vibration6完成落盘
2020-12-15 05:19:13:589  vibration7完成落盘
2020-12-15 05:19:17:620  vibration8完成落盘
2020-12-15 05:19:21:745  magnetic1完成落盘
2020-12-15 05:19:26:277  magnetic2完成落盘
2020-12-15 05:19:30:949  magnetic3完成落盘
2020-12-15 05:19:35:621  magnetic4完成落盘
2020-12-15 05:19:40:074  temperate1完成落盘
2020-12-15 05:19:44:496  temperate2完成落盘
2020-12-15 05:19:48:824  temperate3完成落盘
2020-12-15 05:19:52:886  temperate4完成落盘
2020-12-15 05:19:52:886  开始处理数据
2020-12-15 05:19:53:621  右侧计算完成
2020-12-15 05:19:54:168  左侧计算完成
2020-12-15 05:19:54:168  检查结果数据
2020-12-15 05:19:54:168  通知桌面显示数据
2020-12-15 05:19:54:183  开始写入数据库
2020-12-15 05:19:54:214  预警及报警参数加载完成
2020-12-15 05:19:54:214  数据库打开成功
2020-12-15 05:19:54:214  train_info数据表写入成功
2020-12-15 05:19:54:277  train_onlyid读取成功
2020-12-15 05:19:54:277  train_data数据表写入成功
2020-12-15 05:19:54:277  vt_info数据表，第0次写入成功
2020-12-15 05:19:54:293  vt_info数据表，第1次写入成功
2020-12-15 05:19:54:293  vt_info数据表，第2次写入成功
2020-12-15 05:19:54:293  vt_info数据表，第3次写入成功
2020-12-15 05:19:54:293  vt_info数据表，第4次写入成功
2020-12-15 05:19:54:293  vt_info数据表，第5次写入成功
2020-12-15 05:19:54:308  vt_info数据表，第6次写入成功
2020-12-15 05:19:54:308  vt_info数据表，第7次写入成功
2020-12-15 05:19:54:308  vt_info数据表，第8次写入成功
2020-12-15 05:19:54:308  vt_info数据表，第9次写入成功
2020-12-15 05:19:54:324  vt_info数据表，第10次写入成功
2020-12-15 05:19:54:324  vt_info数据表，第11次写入成功
2020-12-15 05:19:54:324  vt_info数据表，第12次写入成功
2020-12-15 05:19:54:324  vt_info数据表，第13次写入成功
2020-12-15 05:19:54:339  vt_info数据表，第14次写入成功
2020-12-15 05:19:54:339  vt_info数据表，第15次写入成功
2020-12-15 05:19:54:339  vt_info数据表，第16次写入成功
2020-12-15 05:19:54:339  vt_info数据表，第17次写入成功
2020-12-15 05:19:54:339  vt_info数据表，第18次写入成功
2020-12-15 05:19:54:355  vt_info数据表，第19次写入成功
2020-12-15 05:19:54:355  vt_info数据表，第20次写入成功
2020-12-15 05:19:54:355  vt_info数据表，第21次写入成功
2020-12-15 05:19:54:355  vt_info数据表，第22次写入成功
2020-12-15 05:19:54:371  vt_info数据表，第23次写入成功
2020-12-15 05:19:54:371  vt_info数据表，第24次写入成功
2020-12-15 05:19:54:371  vt_info数据表，第25次写入成功
2020-12-15 05:19:54:371  vt_info数据表，第26次写入成功
2020-12-15 05:19:54:371  vt_info数据表，第27次写入成功
2020-12-15 05:19:54:386  vt_info数据表，第28次写入成功
2020-12-15 05:19:54:386  vt_info数据表，第29次写入成功
2020-12-15 05:19:54:386  vt_info数据表，第30次写入成功
2020-12-15 05:19:54:386  vt_info数据表，第31次写入成功
2020-12-15 05:19:54:402  vt_info数据表，第32次写入成功
2020-12-15 05:19:54:402  vt_info数据表，第33次写入成功
2020-12-15 05:19:54:402  vt_info数据表，第34次写入成功
2020-12-15 05:19:54:402  vt_info数据表，第35次写入成功
2020-12-15 05:19:54:418  vt_info数据表，第36次写入成功
2020-12-15 05:19:54:418  vt_info数据表，第37次写入成功
2020-12-15 05:19:54:418  vt_info数据表，第38次写入成功
2020-12-15 05:19:54:418  vt_info数据表，第39次写入成功
2020-12-15 05:19:54:418  vt_info数据表，第40次写入成功
2020-12-15 05:19:54:433  vt_info数据表，第41次写入成功
2020-12-15 05:19:54:433  vt_info数据表，第42次写入成功
2020-12-15 05:19:54:433  vt_info数据表，第43次写入成功
2020-12-15 05:19:54:433  vt_info数据表，第44次写入成功
2020-12-15 05:19:54:449  vt_info数据表，第45次写入成功
2020-12-15 05:19:54:449  vt_info数据表，第46次写入成功
2020-12-15 05:19:54:449  vt_info数据表，第47次写入成功
2020-12-15 05:19:54:449  motor_info数据表，第0次写入成功
2020-12-15 05:19:54:449  motor_info数据表，第1次写入成功
2020-12-15 05:19:54:464  motor_info数据表，第2次写入成功
2020-12-15 05:19:54:464  motor_info数据表，第3次写入成功
2020-12-15 05:19:54:464  motor_info数据表，第4次写入成功
2020-12-15 05:19:54:464  motor_info数据表，第5次写入成功
2020-12-15 05:19:54:464  motor_info数据表，第6次写入成功
2020-12-15 05:19:54:464  motor_info数据表，第7次写入成功
2020-12-15 05:19:54:480  motor_info数据表，第8次写入成功
2020-12-15 05:19:54:480  motor_info数据表，第9次写入成功
2020-12-15 05:19:54:480  motor_info数据表，第10次写入成功
2020-12-15 05:19:54:480  motor_info数据表，第11次写入成功
2020-12-15 05:19:54:480  motor_info数据表，第12次写入成功
