2020-12-17 05:15:52:088  收到来车信号，流水号：20201217051552，所有设备开始采集
2020-12-17 05:15:52:139  开启A/D采集
2020-12-17 05:16:18:571  收到离车信号，流水号：20201217051552，线号：14，车号：053054，主控端：0，所有设备停止采集
2020-12-17 05:16:18:595  收到停止采集命令，开始停止采集
2020-12-17 05:16:18:620  停止采集数据
2020-12-17 05:16:18:622  采集连接已断开
2020-12-17 05:16:18:624  开始数据分析和落盘
2020-12-17 05:16:36:418  vibration1完成落盘
2020-12-17 05:16:52:285  vibration2完成落盘
2020-12-17 05:17:08:120  vibration3完成落盘
2020-12-17 05:17:23:450  vibration4完成落盘
2020-12-17 05:17:39:393  vibration5完成落盘
2020-12-17 05:17:55:162  vibration6完成落盘
2020-12-17 05:18:10:597  vibration7完成落盘
2020-12-17 05:18:26:226  vibration8完成落盘
2020-12-17 05:18:41:920  magnetic1完成落盘
2020-12-17 05:18:57:683  magnetic2完成落盘
2020-12-17 05:19:13:069  magnetic3完成落盘
2020-12-17 05:19:28:348  magnetic4完成落盘
2020-12-17 05:19:44:232  temperate1完成落盘
2020-12-17 05:19:59:686  temperate2完成落盘
2020-12-17 05:20:15:397  temperate3完成落盘
2020-12-17 05:20:30:082  temperate4完成落盘
2020-12-17 05:20:30:091  开始处理数据
2020-12-17 05:20:30:975  右侧计算完成
2020-12-17 05:20:31:339  左侧计算完成
2020-12-17 05:20:31:340  检查结果数据
2020-12-17 05:20:31:342  通知桌面显示数据
2020-12-17 05:20:31:359  开始写入数据库
2020-12-17 05:20:31:382  预警及报警参数加载完成
2020-12-17 05:20:31:383  数据库打开成功
2020-12-17 05:20:31:572  train_info数据表写入成功
2020-12-17 05:20:31:574  train_onlyid读取成功
2020-12-17 05:20:31:575  train_data数据表写入成功
2020-12-17 05:20:31:577  vt_info数据表，第0次写入成功
2020-12-17 05:20:31:578  vt_info数据表，第1次写入成功
2020-12-17 05:20:31:580  vt_info数据表，第2次写入成功
2020-12-17 05:20:31:581  vt_info数据表，第3次写入成功
2020-12-17 05:20:31:583  vt_info数据表，第4次写入成功
2020-12-17 05:20:31:585  vt_info数据表，第5次写入成功
2020-12-17 05:20:31:586  vt_info数据表，第6次写入成功
2020-12-17 05:20:31:588  vt_info数据表，第7次写入成功
2020-12-17 05:20:31:589  vt_info数据表，第8次写入成功
2020-12-17 05:20:31:591  vt_info数据表，第9次写入成功
2020-12-17 05:20:31:592  vt_info数据表，第10次写入成功
2020-12-17 05:20:31:594  vt_info数据表，第11次写入成功
2020-12-17 05:20:31:596  vt_info数据表，第12次写入成功
2020-12-17 05:20:31:597  vt_info数据表，第13次写入成功
2020-12-17 05:20:31:599  vt_info数据表，第14次写入成功
2020-12-17 05:20:31:601  vt_info数据表，第15次写入成功
2020-12-17 05:20:31:603  vt_info数据表，第16次写入成功
2020-12-17 05:20:31:604  vt_info数据表，第17次写入成功
2020-12-17 05:20:31:606  vt_info数据表，第18次写入成功
2020-12-17 05:20:31:608  vt_info数据表，第19次写入成功
2020-12-17 05:20:31:609  vt_info数据表，第20次写入成功
2020-12-17 05:20:31:611  vt_info数据表，第21次写入成功
2020-12-17 05:20:31:612  vt_info数据表，第22次写入成功
2020-12-17 05:20:31:614  vt_info数据表，第23次写入成功
2020-12-17 05:20:31:682  vt_info数据表，第24次写入成功
2020-12-17 05:20:31:684  vt_info数据表，第25次写入成功
2020-12-17 05:20:31:686  vt_info数据表，第26次写入成功
2020-12-17 05:20:31:687  vt_info数据表，第27次写入成功
2020-12-17 05:20:31:689  vt_info数据表，第28次写入成功
2020-12-17 05:20:31:690  vt_info数据表，第29次写入成功
2020-12-17 05:20:31:692  vt_info数据表，第30次写入成功
2020-12-17 05:20:31:694  vt_info数据表，第31次写入成功
2020-12-17 05:20:31:695  vt_info数据表，第32次写入成功
2020-12-17 05:20:31:697  vt_info数据表，第33次写入成功
2020-12-17 05:20:31:699  vt_info数据表，第34次写入成功
2020-12-17 05:20:31:700  vt_info数据表，第35次写入成功
2020-12-17 05:20:31:702  vt_info数据表，第36次写入成功
2020-12-17 05:20:31:704  vt_info数据表，第37次写入成功
2020-12-17 05:20:31:705  vt_info数据表，第38次写入成功
2020-12-17 05:20:31:707  vt_info数据表，第39次写入成功
2020-12-17 05:20:31:708  vt_info数据表，第40次写入成功
2020-12-17 05:20:31:710  vt_info数据表，第41次写入成功
2020-12-17 05:20:31:747  vt_info数据表，第42次写入成功
2020-12-17 05:20:31:748  vt_info数据表，第43次写入成功
2020-12-17 05:20:31:750  vt_info数据表，第44次写入成功
2020-12-17 05:20:31:751  vt_info数据表，第45次写入成功
2020-12-17 05:20:31:753  vt_info数据表，第46次写入成功
2020-12-17 05:20:31:755  vt_info数据表，第47次写入成功
2020-12-17 05:20:31:757  motor_info数据表，第0次写入成功
2020-12-17 05:20:31:758  motor_info数据表，第1次写入成功
2020-12-17 05:20:31:811  motor_info数据表，第2次写入成功
2020-12-17 05:20:31:813  motor_info数据表，第3次写入成功
2020-12-17 05:20:31:814  motor_info数据表，第4次写入成功
2020-12-17 05:20:31:816  motor_info数据表，第5次写入成功
2020-12-17 05:20:31:817  motor_info数据表，第6次写入成功
2020-12-17 05:20:31:819  motor_info数据表，第7次写入成功
2020-12-17 05:20:31:820  motor_info数据表，第8次写入成功
2020-12-17 05:20:31:822  motor_info数据表，第9次写入成功
2020-12-17 05:20:31:823  motor_info数据表，第10次写入成功
2020-12-17 05:20:31:845  motor_info数据表，第11次写入成功
2020-12-17 05:20:31:847  motor_info数据表，第12次写入成功
2020-12-17 05:20:31:848  motor_info数据表，第13次写入成功
2020-12-17 05:20:31:850  motor_info数据表，第14次写入成功
2020-12-17 05:20:31:851  motor_info数据表，第15次写入成功
2020-12-17 05:20:31:853  数据库关闭！
2020-12-17 05:34:45:078  收到来车信号，流水号：20201217053445，所有设备开始采集
2020-12-17 05:34:45:211  开启A/D采集
2020-12-17 05:35:10:569  收到离车信号，流水号：20201217053445，线号：14，车号：023024，主控端：0，所有设备停止采集
2020-12-17 05:35:10:593  收到停止采集命令，开始停止采集
2020-12-17 05:35:10:617  停止采集数据
2020-12-17 05:35:10:619  采集连接已断开
2020-12-17 05:35:10:621  开始数据分析和落盘
2020-12-17 05:35:35:154  vibration1完成落盘
2020-12-17 05:35:55:888  vibration2完成落盘
2020-12-17 05:36:16:941  vibration3完成落盘
2020-12-17 05:36:37:834  vibration4完成落盘
2020-12-17 05:36:58:027  vibration5完成落盘
2020-12-17 05:37:18:378  vibration6完成落盘
2020-12-17 05:37:39:097  vibration7完成落盘
